SCHOOL_YEAR_x,ST_x,NAME,NCESSCH,LEVEL,SCH_TYPE_TEXT_x,SCH_TYPE_x,TITLEI_STATUS,TITLEI_STATUS_TEXT,TEACHERS,FARMS_COUNT,Special_ed_schl_new,Magnet_schl_new,Charter_Schl_new,Alternate_schl_new,Total_enroll_students,SCH_FTETEACH_TOT,SCH_FTETEACH_CERT,SCH_FTETEACH_NOTCERT,FTE_teachers_count,SalaryforTeachers,Total_SAT_ACT_students,SCH_IBENR_IND_new,Total_IB_students,SCH_APENR_IND_new,SCH_APCOURSES,SCH_APOTHENR_IND_new,Total_AP_other_students,Total_students_tookAP,Income_Poverty_ratio,IPR_SE,ALL_RLA00NUMVALID_1718,ALL_RLA00PCTPROF_1718_new
2017-2018,NY,NISKAYUNA HIGH SCHOOL,362088002959,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,101.51,187.0,0.0,0.0,0.0,0.0,1427.0,109.9,109.9,0.0,95.2,8297169.55,457.0,0.0,-18.0,1.0,18.0,1.0,291.0,249.0,606.0,104.0,331.0,98.0
2017-2018,NY,NORTH COLLINS JUNIOR-SENIOR HIGH SCHOOL,362097002978,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,28.61,122.0,0.0,0.0,0.0,0.0,290.0,35.0,35.0,0.0,35.0,2087635.0,47.0,0.0,-18.0,1.0,4.0,1.0,2.0,26.0,281.0,56.0,83.0,77.0
2017-2018,NY,SHAKER HIGH SCHOOL,362100002985,High,Regular School,1,TGELGBTGPROG,Title I targeted assistance school,154.02,449.0,0.0,0.0,0.0,0.0,2010.0,162.5,162.5,0.0,145.82,11683575.1,556.0,0.0,-18.0,1.0,16.0,1.0,295.0,338.0,409.0,56.0,507.0,98.0
2017-2018,NY,NORTH SALEM MIDDLE SCHOOL/HIGH SCHOOL,362118002991,High,Regular School,1,TGELGBTGPROG,Title I targeted assistance school,64.62,76.0,0.0,0.0,0.0,0.0,675.0,68.4,68.4,0.0,68.4,8170689.0,119.0,0.0,-18.0,1.0,14.0,1.0,141.0,140.0,749.0,132.0,306.0,70.0
2017-2018,NY,NORTH TONAWANDA HIGH SCHOOL,362124003013,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,83.81,420.0,0.0,0.0,0.0,0.0,1076.0,88.0,88.0,0.0,86.0,6661765.0,109.0,0.0,-18.0,1.0,10.0,1.0,149.0,200.0,351.0,72.0,236.0,96.0
2017-2018,NY,NORTHPORT SENIOR HIGH SCHOOL,362127003033,High,Regular School,1,TGELGBTGPROG,Title I targeted assistance school,156.71,254.0,0.0,0.0,0.0,0.0,1976.0,188.0,188.0,0.0,188.0,18683745.81,867.0,1.0,535.0,1.0,24.0,1.0,464.0,639.0,540.0,86.0,525.0,98.0
2017-2018,NY,NORTHVILLE HIGH SCHOOL,362130003038,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,23.9,120.0,0.0,0.0,0.0,0.0,276.0,27.6,27.6,0.0,19.8,1247713.75,22.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,255.0,32.0,126.0,42.0
2017-2018,NY,NORWICH HIGH SCHOOL,362133003039,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,42.03,313.0,0.0,0.0,0.0,0.0,567.0,46.0,45.0,1.0,46.0,2037158.05,126.0,0.0,-18.0,1.0,8.0,1.0,29.0,47.0,194.0,51.0,129.0,95.0
2017-2018,NY,NORWOOD-NORFOLK SCHOOL,362136003045,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,22.02,122.0,0.0,0.0,0.0,0.0,266.0,21.0,21.0,0.0,21.0,1211009.67,43.0,0.0,-18.0,1.0,2.0,1.0,11.0,15.0,230.0,99.0,57.0,90.0
2017-2018,NY,DALTON-NUNDA SECONDARY SCHOOL,362145003047,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,25.62,128.0,0.0,0.0,0.0,0.0,307.0,27.0,27.0,0.0,27.0,1566538.2,31.0,0.0,-18.0,1.0,2.0,1.0,13.0,7.0,248.0,27.0,143.0,52.0
2017-2018,NY,NYACK SENIOR HIGH SCHOOL,362148003051,High,Regular School,1,TGELGBTGPROG,Title I targeted assistance school,89.98,358.0,0.0,0.0,0.0,0.0,1003.0,88.0,83.0,5.0,88.0,7776390.43,252.0,0.0,-18.0,1.0,19.0,1.0,327.0,314.0,606.0,115.0,214.0,93.0
2017-2018,NY,OAKFIELD-ALABAMA MIDDLE SCHOOL HIGH SCHOOL,362151003055,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,42.02,167.0,0.0,0.0,0.0,0.0,354.0,43.0,43.0,0.0,43.0,2910411.0,34.0,0.0,-18.0,1.0,10.0,1.0,51.0,50.0,271.0,56.0,149.0,57.0
2017-2018,NY,SCHOOL 7-OCEANSIDE SENIOR HIGH SCHOOL,362157003059,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,125.2,325.0,0.0,0.0,0.0,0.0,1747.0,154.0,154.0,0.0,154.0,14715236.0,505.0,0.0,-18.0,1.0,24.0,1.0,381.0,424.0,555.0,99.0,455.0,98.0
2017-2018,NY,ODESSA-MONTOUR JUNIOR/SENIOR HIGH SCHOOL,362163003068,High,Regular School,1,SWELIGTGPROG,Title I schoolwide eligible-Title I targeted assistance program,29.02,156.0,0.0,0.0,0.0,0.0,333.0,32.0,32.0,0.0,23.77,1428540.72,41.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,248.0,74.0,134.0,62.0
2017-2018,NY,OGDENSBURG FREE ACADEMY,362166004325,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,57.03,379.0,0.0,0.0,0.0,0.0,730.0,59.0,59.0,0.0,44.0,4029694.35,54.0,0.0,-18.0,1.0,6.0,1.0,34.0,42.0,211.0,86.0,337.0,39.0
2017-2018,NY,OLEAN SENIOR HIGH SCHOOL,362172003082,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,52.01,412.0,0.0,0.0,0.0,0.0,787.0,58.0,58.0,0.0,58.0,3926250.0,116.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,257.0,78.0,254.0,66.0
2017-2018,NY,ONEONTA SENIOR HIGH SCHOOL,362178003095,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,52.02,166.0,0.0,0.0,0.0,0.0,509.0,52.5,52.5,0.0,44.9,2995613.01,20.0,0.0,-18.0,1.0,5.0,1.0,33.0,42.0,329.0,83.0,111.0,87.0
2017-2018,NY,ONONDAGA SENIOR HIGH SCHOOL,362181003098,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,33.53,194.0,0.0,0.0,0.0,0.0,428.0,34.34,33.84,0.5,33.0,2069610.99,76.0,0.0,-18.0,1.0,4.0,1.0,67.0,59.0,376.0,124.0,172.0,47.0
2017-2018,NY,ONTEORA HIGH SCHOOL,362184003101,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,35.41,188.0,0.0,0.0,0.0,0.0,430.0,42.4,42.4,0.0,34.2,3773658.0,92.0,0.0,-18.0,1.0,10.0,1.0,72.0,70.0,339.0,94.0,101.0,95.0
2017-2018,NY,ORCHARD PARK HIGH SCHOOL,362190003110,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,108.63,165.0,0.0,0.0,0.0,0.0,1518.0,120.0,120.0,0.0,119.0,8468101.72,585.0,0.0,-18.0,1.0,16.0,1.0,339.0,361.0,596.0,134.0,368.0,98.0
2017-2018,NY,ORISKANY JUNIOR-SENIOR HIGH SCHOOL,362196003116,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,27.01,86.0,0.0,0.0,0.0,0.0,292.0,27.0,27.0,0.0,27.0,1583648.92,47.0,0.0,-18.0,1.0,5.0,1.0,41.0,41.0,375.0,63.0,122.0,72.0
2017-2018,NY,OSSINING HIGH SCHOOL,362202003121,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,104.21,801.0,0.0,0.0,0.0,0.0,1516.0,112.0,112.0,0.0,97.7,9901523.0,270.0,0.0,-18.0,1.0,12.0,1.0,202.0,127.0,237.0,50.0,311.0,91.0
2017-2018,NY,OSWEGO HIGH SCHOOL,362205003130,High,Regular School,1,TGELGBTGPROG,Title I targeted assistance school,79.62,449.0,0.0,0.0,0.0,0.0,1134.0,78.0,78.0,0.0,78.0,5239708.88,317.0,0.0,-18.0,1.0,9.0,1.0,139.0,135.0,239.0,113.0,239.0,91.0
2017-2018,NY,SOUTH SENECA MIDDLE/HIGH SCHOOL,362214003134,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,41.03,198.0,0.0,0.0,0.0,0.0,377.0,43.0,43.0,0.0,43.0,2452866.0,24.0,0.0,-18.0,1.0,2.0,1.0,5.0,11.0,251.0,23.0,150.0,52.0
2017-2018,NY,OWEGO FREE ACADEMY,362217003138,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,48.01,246.0,0.0,0.0,0.0,0.0,637.0,54.0,54.0,0.0,54.0,3389110.0,21.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,272.0,39.0,136.0,95.0
2017-2018,NY,OXFORD ACADEMY HIGH SCHOOL,362226003143,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,22.01,135.0,0.0,0.0,0.0,0.0,225.0,26.0,26.0,0.0,26.0,1612437.0,44.0,0.0,-18.0,1.0,1.0,0.0,-18.0,0.0,223.0,43.0,53.0,90.0
2017-2018,NY,OYSTER BAY HIGH SCHOOL,362229003147,High,Regular School,1,TGELGBTGPROG,Title I targeted assistance school,64.12,169.0,0.0,0.0,0.0,0.0,705.0,70.0,70.0,0.0,70.0,9703093.0,153.0,0.0,-18.0,1.0,16.0,1.0,197.0,212.0,846.0,61.0,227.0,77.0
2017-2018,NY,PALMYRA-MACEDON SENIOR HIGH SCHOOL,362238003153,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,49.02,200.0,0.0,0.0,0.0,0.0,559.0,55.0,55.0,0.0,55.0,2293329.0,44.0,1.0,32.0,1.0,4.0,1.0,105.0,120.0,286.0,77.0,137.0,95.0
2017-2018,NY,PANAMA HIGH SCHOOL,362241003156,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,18.02,88.0,0.0,0.0,0.0,0.0,213.0,20.0,20.0,0.0,19.0,1372103.0,31.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,227.0,36.0,93.0,77.0
2017-2018,NY,PARISHVILLE-HOPKINTON JUNIOR-SENIOR HIGH SCHOOL,362244003158,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,18.01,82.0,0.0,0.0,0.0,0.0,215.0,19.5,19.5,0.0,17.5,1109505.0,14.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,342.0,96.0,102.0,62.0
2017-2018,NY,PATCHOGUE-MEDFORD HIGH SCHOOL,362247003165,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,152.42,1225.0,0.0,0.0,0.0,0.0,2458.0,153.0,153.0,0.0,135.2,14756426.06,528.0,0.0,-18.0,1.0,26.0,1.0,503.0,490.0,467.0,70.0,591.0,94.0
2017-2018,NY,PAVILION JUNIOR-SENIOR HIGH SCHOOL,362250003171,High,Regular School,1,SWELIGTGPROG,Title I schoolwide eligible-Title I targeted assistance program,42.02,160.0,0.0,0.0,0.0,0.0,364.0,47.0,47.0,0.0,47.0,2609558.98,30.0,0.0,-18.0,1.0,3.0,1.0,24.0,21.0,329.0,24.0,172.0,67.0
2017-2018,NY,PAWLING HIGH SCHOOL,362253003173,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,28.61,76.0,0.0,0.0,0.0,0.0,373.0,34.4,34.4,0.0,34.4,3283464.66,105.0,0.0,-18.0,1.0,12.0,1.0,88.0,86.0,537.0,66.0,87.0,95.0
2017-2018,NY,PEARL RIVER HIGH SCHOOL,362256003178,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,80.23,120.0,0.0,0.0,0.0,0.0,1003.0,82.1,82.1,0.0,82.1,10258623.33,374.0,0.0,-18.0,1.0,10.0,1.0,233.0,221.0,700.0,89.0,334.0,82.0
2017-2018,NY,PEEKSKILL HIGH SCHOOL,362265003181,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,63.49,824.0,0.0,0.0,0.0,0.0,1054.0,71.7,71.7,0.0,64.0,5740092.0,212.0,0.0,-18.0,1.0,7.0,1.0,160.0,168.0,218.0,29.0,202.0,81.0
2017-2018,NY,PELHAM MEMORIAL HIGH SCHOOL,362268003188,High,Regular School,1,TGELGBTGPROG,Title I targeted assistance school,61.02,91.0,0.0,0.0,0.0,0.0,892.0,72.5,72.5,0.0,61.84,7176593.64,270.0,0.0,-18.0,1.0,17.0,1.0,422.0,433.0,884.0,102.0,208.0,99.0
2017-2018,NY,PENFIELD SENIOR HIGH SCHOOL,362271003196,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,111.82,258.0,0.0,0.0,0.0,0.0,1426.0,130.0,130.0,0.0,130.0,8192228.51,517.0,0.0,-18.0,1.0,19.0,1.0,371.0,393.0,382.0,68.0,351.0,99.0
2017-2018,NY,PENN YAN ACADEMY,362274003200,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,44.02,241.0,0.0,0.0,0.0,0.0,445.0,48.0,47.0,1.0,39.5,2438707.16,64.0,0.0,-18.0,1.0,4.0,1.0,36.0,9.0,284.0,58.0,107.0,95.0
2017-2018,NY,PERRY JUNIOR-SENIOR HIGH SCHOOL,362277003204,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,41.02,174.0,0.0,0.0,0.0,0.0,361.0,43.0,43.0,0.0,37.0,1925658.0,40.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,243.0,20.0,148.0,67.0
2017-2018,NY,PERU JR/SR HIGH SCHOOL,362283003209,High,Regular School,1,SWELIGTGPROG,Title I schoolwide eligible-Title I targeted assistance program,74.3,378.0,0.0,0.0,0.0,0.0,895.0,96.0,96.0,0.0,93.0,6063979.74,109.0,0.0,-18.0,1.0,11.0,1.0,58.0,59.0,443.0,112.0,281.0,65.0
2017-2018,NY,MIDLAKES HIGH SCHOOL,362289003214,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,40.02,181.0,0.0,0.0,0.0,0.0,527.0,44.0,43.0,1.0,36.0,2269048.0,79.0,0.0,-18.0,1.0,6.0,1.0,111.0,100.0,281.0,79.0,114.0,95.0
2017-2018,NY,JOHN C BIRDLEBOUGH HIGH SCHOOL,362292003219,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,53.02,303.0,0.0,0.0,0.0,0.0,568.0,56.0,55.0,1.0,56.0,3310853.0,106.0,0.0,-18.0,1.0,4.0,1.0,47.0,51.0,344.0,102.0,138.0,92.0
2017-2018,NY,PINE BUSH SENIOR HIGH SCHOOL,362301003228,High,Regular School,1,TGELGBTGPROG,Title I targeted assistance school,110.02,677.0,0.0,0.0,0.0,0.0,1639.0,118.9,118.9,0.0,93.65,8471353.69,474.0,0.0,-18.0,1.0,8.0,1.0,172.0,212.0,371.0,79.0,378.0,94.0
2017-2018,NY,STISSING MOUNTAIN JUNIOR/SENIOR HIGH SCHOOL,362304003231,High,Regular School,1,TGELGBTGPROG,Title I targeted assistance school,50.83,193.0,0.0,0.0,0.0,0.0,501.0,53.4,53.4,0.0,53.4,4175025.69,64.0,0.0,-18.0,1.0,5.0,1.0,15.0,23.0,362.0,66.0,203.0,70.0
2017-2018,NY,PINE VALLEY CENTRAL JUNIOR-SENIOR HIGH SCHOOL,362307003232,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,22.52,134.0,0.0,0.0,0.0,0.0,241.0,22.0,22.0,0.0,22.0,1035071.66,17.0,0.0,-18.0,1.0,3.0,1.0,32.0,30.0,218.0,87.0,111.0,52.0
2017-2018,NY,PITTSFORD-MENDON HIGH SCHOOL,362316003241,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,80.11,25.0,0.0,0.0,0.0,0.0,1017.0,97.5,97.5,0.0,97.5,6334316.0,331.0,0.0,-18.0,1.0,19.0,1.0,434.0,475.0,635.0,76.0,249.0,99.0
2017-2018,NY,PITTSFORD SUTHERLAND HIGH SCHOOL,362316003242,High,Regular School,1,TGELGBTGPROG,Title I targeted assistance school,72.01,34.0,0.0,0.0,0.0,0.0,956.0,89.0,89.0,0.0,86.0,6405406.0,354.0,0.0,-18.0,1.0,19.0,1.0,339.0,400.0,697.0,99.0,237.0,99.0
2017-2018,NY,PLAINEDGE SENIOR HIGH SCHOOL,362319003248,High,Regular School,1,TGELGBTGPROG,Title I targeted assistance school,77.3,118.0,0.0,0.0,0.0,0.0,979.0,80.0,80.0,0.0,79.0,10909101.0,380.0,0.0,-18.0,1.0,15.0,1.0,211.0,204.0,722.0,55.0,249.0,99.0
2017-2018,NY,PLAINVIEW-OLD BETHPAGE/JFK HIGH SCHOOL,362322003256,High,Regular School,1,TGELGBTGPROG,Title I targeted assistance school,130.51,167.0,0.0,0.0,0.0,0.0,1611.0,149.55,149.55,0.0,149.55,17152140.48,380.0,0.0,-18.0,1.0,23.0,1.0,561.0,608.0,736.0,107.0,441.0,99.0
2017-2018,NY,PLATTSBURGH SENIOR HIGH SCHOOL,362328003263,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,47.01,202.0,0.0,0.0,0.0,0.0,548.0,63.0,63.0,0.0,63.0,4100739.0,121.0,0.0,-18.0,1.0,6.0,0.0,-18.0,113.0,306.0,102.0,139.0,92.0
2017-2018,NY,PLEASANTVILLE HIGH SCHOOL,362331003265,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,52.62,83.0,0.0,0.0,0.0,0.0,592.0,59.7,59.7,0.0,41.05,4327160.56,268.0,0.0,-18.0,1.0,19.0,1.0,257.0,248.0,734.0,75.0,139.0,95.0
2017-2018,NY,POLAND JUNIOR-SENIOR HIGH SCHOOL,362337003269,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,23.51,112.0,0.0,0.0,0.0,0.0,246.0,22.5,22.5,0.0,22.5,1396009.83,25.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,293.0,69.0,88.0,62.0
2017-2018,NY,PORT BYRON SENIOR HIGH SCHOOL,362343003272,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,31.03,198.0,0.0,0.0,0.0,0.0,431.0,35.9,35.9,0.0,30.9,1668246.15,26.0,0.0,-18.0,1.0,7.0,1.0,67.0,58.0,272.0,49.0,136.0,62.0
2017-2018,NY,EARL L VANDERMEULEN HIGH SCHOOL,362349003280,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,26.31,33.0,0.0,0.0,0.0,0.0,383.0,44.0,44.0,0.0,26.0,4193919.87,184.0,0.0,-18.0,1.0,22.0,1.0,130.0,149.0,581.0,83.0,87.0,95.0
2017-2018,NY,PORT JERVIS SENIOR HIGH SCHOOL,362352003286,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,67.02,406.0,0.0,0.0,0.0,0.0,800.0,68.0,68.0,0.0,53.0,4835398.72,107.0,1.0,0.0,0.0,-9.0,-9.0,-18.0,-18.0,269.0,43.0,183.0,92.0
2017-2018,NY,PAUL D SCHREIBER SENIOR HIGH SCHOOL,362358003295,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,118.01,346.0,0.0,0.0,0.0,0.0,1607.0,133.0,133.0,0.0,133.0,14635822.0,217.0,0.0,-18.0,1.0,37.0,1.0,656.0,683.0,870.0,65.0,403.0,98.0
2017-2018,NY,PORTVILLE JUNIOR-SENIOR HIGH SCHOOL,362364003298,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,32.13,184.0,0.0,0.0,0.0,0.0,451.0,34.0,34.0,0.0,34.0,2102428.0,69.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,261.0,33.0,208.0,66.0
2017-2018,NY,POTSDAM SENIOR HIGH SCHOOL,362367003301,High,Regular School,1,TGELGBTGPROG,Title I targeted assistance school,23.03,104.0,0.0,0.0,0.0,0.0,448.0,24.0,24.0,0.0,24.0,1816437.0,136.0,0.0,-18.0,1.0,5.0,1.0,78.0,78.0,397.0,131.0,92.0,92.0
2017-2018,NY,POUGHKEEPSIE HIGH SCHOOL,362376003307,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,81.99,720.0,0.0,0.0,0.0,0.0,1123.0,85.0,85.0,0.0,84.0,7073413.0,150.0,0.0,-18.0,1.0,10.0,1.0,193.0,147.0,307.0,85.0,200.0,77.0
2017-2018,NY,PULASKI HIGH SCHOOL,362388003312,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,15.22,162.0,0.0,0.0,0.0,0.0,346.0,33.0,33.0,0.0,27.84,1663275.11,40.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,273.0,108.0,76.0,92.0
2017-2018,NY,PUTNAM VALLEY HIGH SCHOOL,362400004837,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,47.01,96.0,0.0,0.0,0.0,0.0,566.0,58.4,57.4,1.0,47.35,5993989.0,51.0,0.0,-18.0,1.0,12.0,1.0,160.0,220.0,592.0,143.0,135.0,95.0
2017-2018,NY,QUEENSBURY SENIOR HIGH SCHOOL,362403003318,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,83.62,303.0,0.0,0.0,0.0,0.0,1123.0,85.6,84.6,1.0,85.6,6192820.0,188.0,1.0,139.0,1.0,9.0,1.0,129.0,134.0,242.0,89.0,259.0,96.0
2017-2018,NY,RANDOLPH SENIOR HIGH SCHOOL,362409003321,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,40.04,192.0,0.0,0.0,0.0,0.0,395.0,39.0,39.0,0.0,39.0,2293580.0,18.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,223.0,20.0,175.0,67.0
2017-2018,NY,RAVENA-COEYMANS-SELKIRK SENIOR HIGH SCHOOL,362415003327,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,51.02,225.0,0.0,0.0,0.0,0.0,556.0,63.0,63.0,0.0,61.0,3279074.22,96.0,0.0,-18.0,1.0,6.0,1.0,60.0,27.0,404.0,110.0,128.0,95.0
2017-2018,NY,RED CREEK HIGH SCHOOL,362421003330,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,24.02,149.0,0.0,0.0,0.0,0.0,290.0,29.8,29.8,0.0,29.0,1924081.96,27.0,0.0,-18.0,1.0,3.0,1.0,18.0,30.0,224.0,60.0,60.0,84.5
2017-2018,NY,RED HOOK SENIOR HIGH SCHOOL,362424003334,High,Regular School,1,TGELGBTGPROG,Title I targeted assistance school,54.6,143.0,0.0,0.0,0.0,0.0,688.0,63.0,63.0,0.0,63.0,5401345.0,302.0,1.0,16.0,1.0,5.0,1.0,120.0,125.0,443.0,90.0,161.0,95.0
2017-2018,NY,RED JACKET HIGH SCHOOL,362427003336,High,Regular School,1,SWELIGTGPROG,Title I schoolwide eligible-Title I targeted assistance program,17.02,114.0,0.0,0.0,0.0,0.0,280.0,17.5,17.5,0.0,17.5,971256.65,67.0,0.0,-18.0,1.0,6.0,1.0,33.0,40.0,276.0,67.0,56.0,90.0
2017-2018,NY,REMSEN JUNIOR-SENIOR HIGH SCHOOL,362436003338,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,24.01,93.0,0.0,0.0,0.0,0.0,187.0,21.0,21.0,0.0,19.0,1452277.0,20.0,0.0,-18.0,1.0,3.0,1.0,3.0,13.0,240.0,53.0,80.0,67.0
2017-2018,NY,RENSSELAER JUNIOR/SENIOR HIGH SCHOOL,362445003341,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,39.01,300.0,0.0,0.0,0.0,0.0,452.0,46.0,46.0,0.0,43.28,3262524.97,12.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,263.0,134.0,186.0,42.0
2017-2018,NY,RHINEBECK SENIOR HIGH SCHOOL,362448003345,High,Regular School,1,TGELGBTGPROG,Title I targeted assistance school,31.01,56.0,0.0,0.0,0.0,0.0,368.0,34.8,34.8,0.0,32.64,2802122.16,114.0,0.0,-18.0,1.0,12.0,1.0,76.0,120.0,409.0,65.0,93.0,95.0
2017-2018,NY,BLIND BROOK HIGH SCHOOL,362463003350,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,36.01,0.0,0.0,0.0,0.0,0.0,501.0,39.2,39.2,0.0,39.2,5415801.26,162.0,0.0,-18.0,1.0,18.0,1.0,174.0,181.0,945.0,2.0,121.0,95.0
2017-2018,NY,RIVERHEAD SENIOR HIGH SCHOOL,362469003359,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,109.03,802.0,0.0,0.0,0.0,0.0,1847.0,124.5,124.5,0.0,120.0,11671990.38,409.0,0.0,-18.0,1.0,20.0,1.0,374.0,250.0,341.0,122.0,332.0,92.0
2017-2018,NY,EAST UPPER HIGH SCHOOL,362475003363,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,102.58,616.0,0.0,0.0,0.0,0.0,714.0,120.5,118.0,2.5,139.4,7780827.2,58.0,0.0,-18.0,1.0,7.0,1.0,84.0,65.0,155.0,42.0,143.0,77.0
2017-2018,NY,JAMES MONROE HIGH SCHOOL,362475003371,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,80.0,805.0,0.0,0.0,0.0,0.0,853.0,97.8,92.8,5.0,102.4,5533110.86,18.0,0.0,-18.0,1.0,8.0,1.0,73.0,63.0,157.0,23.0,265.0,28.0
2017-2018,NY,SCHOOL WITHOUT WALLS,362475003420,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,24.4,229.0,0.0,0.0,0.0,0.0,263.0,29.6,29.6,0.0,31.05,2097758.16,21.0,0.0,-18.0,1.0,2.0,1.0,35.0,20.0,126.0,51.0,51.0,90.0
2017-2018,NY,JOSEPH C WILSON MAGNET HIGH SCHOOL,362475003422,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,67.62,636.0,0.0,1.0,0.0,0.0,750.0,78.79,78.79,0.0,80.42,5503064.09,55.0,1.0,54.0,1.0,5.0,1.0,104.0,57.0,139.0,42.0,128.0,72.0
2017-2018,NY,SCHOOL OF THE ARTS,362475004787,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,92.02,759.0,0.0,0.0,0.0,0.0,1139.0,99.7,99.7,0.0,101.85,6303474.67,71.0,0.0,-18.0,1.0,8.0,1.0,128.0,142.0,86.0,27.0,503.0,48.0
2017-2018,NY,NORTHEAST COLLEGE PREPARATORY HIGH SCHOOL,362475005856,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,47.02,560.0,0.0,0.0,0.0,0.0,625.0,60.3,59.3,1.0,62.11,3420385.01,19.0,0.0,-18.0,1.0,2.0,1.0,17.0,16.0,186.0,39.0,97.0,67.0
2017-2018,NY,ROCHESTER EARLY COLLEGE INTERNATIONAL HIGH SCHOOL,362475006177,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,33.99,297.0,0.0,0.0,0.0,0.0,326.0,42.9,41.9,1.0,41.7,2680679.21,10.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,85.0,17.0,67.0,82.0
2017-2018,NY,VANGUARD COLLEGIATE HIGH SCHOOL,362475006180,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,38.0,577.0,0.0,0.0,0.0,0.0,602.0,49.2,48.2,1.0,52.9,2528167.47,23.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,136.0,60.0,92.0,62.0
