" ""LEA_STATE""",LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,NCESSCH,SCH_MATHCLASSES_CALC,SCH_MATHCERT_CALC,Total_Calc_enroll_students
OH,OHIO,3904378,Cleveland Municipal,05865,John Marshall School of Information Technology,390437805865,390437805865,1,1,10
OH,OHIO,3904378,Cleveland Municipal,05868,John Marshall School of Engineering,390437805868,390437805868,1,1,0
OH,OHIO,3904379,Cleveland Heights-University Heights City,00571,Cleveland Heights High School,390437900571,390437900571,4,4,24
OH,OHIO,3904380,Columbus City School District,00603,Centennial High School,390438000603,390438000603,1,1,2
OH,OHIO,3904381,Conneaut Area City,00747,Conneaut High School,390438100747,390438100747,1,1,24
OH,OHIO,3904382,Coshocton City,00754,Coshocton High School,390438200754,390438200754,1,1,4
OH,OHIO,3904383,Cuyahoga Falls City,00762,Cuyahoga Falls High School,390438300762,390438300762,3,2,26
OH,OHIO,3904384,Dayton City,00782,Thurgood Marshall High School,390438400782,390438400782,2,2,30
OH,OHIO,3904384,Dayton City,00813,Meadowdale High School,390438400813,390438400813,2,2,22
OH,OHIO,3904384,Dayton City,00823,David H. Ponitz Career Technology  Center,390438400823,390438400823,4,4,68
OH,OHIO,3904384,Dayton City,00824,Stivers School For The Arts,390438400824,390438400824,3,3,40
OH,OHIO,3904385,Deer Park Community City,00834,Deer Park  Jr/Sr High School,390438500834,390438500834,1,1,0
OH,OHIO,3904386,Defiance City,00841,Defiance High School,390438600841,390438600841,3,2,42
OH,OHIO,3904387,Delaware City,00850,Rutherford B Hayes High School,390438700850,390438700850,6,6,96
OH,OHIO,3904388,Delphos City,00852,Jefferson High School,390438800852,390438800852,1,1,16
OH,OHIO,3904389,Dover City,00855,Dover High School,390438900855,390438900855,12,12,180
OH,OHIO,3904390,East Cleveland City School District,00866,Shaw High School,390439000866,390439000866,1,1,2
OH,OHIO,3904391,East Liverpool City,00870,East Liverpool High School,390439100870,390439100870,1,1,12
OH,OHIO,3904392,East Palestine City,00878,East Palestine High School,390439200878,390439200878,1,1,4
OH,OHIO,3904393,Eaton Community City,00884,Eaton High School,390439300884,390439300884,1,1,34
OH,OHIO,3904394,Elyria City Schools,00893,Elyria High School,390439400893,390439400893,14,14,264
OH,OHIO,3904395,Euclid City,00909,Euclid High School,390439500909,390439500909,2,2,16
OH,OHIO,3904396,Fairborn City,00927,Fairborn High School,390439600927,390439600927,1,1,20
OH,OHIO,3904397,Fairview Park City,00934,Fairview High School,390439700934,390439700934,1,1,20
OH,OHIO,3904399,Fostoria City,00957,Fostoria Junior/Senior High School,390439900957,390439900957,3,3,34
OH,OHIO,3904400,Franklin City,00963,Franklin High School,390440000963,390440000963,6,6,62
OH,OHIO,3904402,Galion City,00983,Galion High School,390440200983,390440200983,1,1,6
OH,OHIO,3904403,Gallipolis City,00989,Gallia Academy High School,390440300989,390440300989,3,3,56
OH,OHIO,3904404,Garfield Heights City Schools,00994,Garfield Heights High School,390440400994,390440400994,4,4,34
OH,OHIO,3904405,Geneva Area City,01003,Geneva High School,390440501003,390440501003,1,1,18
OH,OHIO,3904406,Girard City School District,01005,Girard Sr High School,390440601005,390440601005,1,1,18
OH,OHIO,3904407,Grandview Heights Schools,01011,Grandview Heights High School,390440701011,390440701011,2,2,26
OH,OHIO,3904408,Winton Woods City,01018,Winton Woods High School,390440801018,390440801018,4,4,40
OH,OHIO,3904409,Greenville City,01028,Greenville Senior High School,390440901028,390440901028,1,1,16
OH,OHIO,3904410,Hamilton City,01050,Hamilton High School,390441001050,390441001050,1,1,10
OH,OHIO,3904411,Heath City,01057,Heath High School,390441101057,390441101057,2,2,24
OH,OHIO,3904412,Hillsboro City,01059,Hillsboro High School,390441201059,390441201059,1,1,6
OH,OHIO,3904413,Huron City Schools,01063,Huron High School,390441301063,390441301063,2,2,34
OH,OHIO,3904414,Ironton City,01069,Ironton High School,390441401069,390441401069,1,1,12
OH,OHIO,3904415,Jackson City,01075,Jackson High School,390441501075,390441501075,1,1,10
OH,OHIO,3904416,Kent City,01086,Theodore Roosevelt High School,390441601086,390441601086,4,4,28
OH,OHIO,3904418,Kettering City School District,01104,Kettering Fairmont High School,390441801104,390441801104,5,0,126
OH,OHIO,3904419,Lakewood City,01123,Lakewood High School,390441901123,390441901123,10,10,132
OH,OHIO,3904420,Lancaster City,01132,Lancaster High School,390442001132,390442001132,2,2,62
OH,OHIO,3904421,Lebanon City,01146,Lebanon High School,390442101146,390442101146,6,6,88
OH,OHIO,3904422,Lima City,05325,Lima Senior High School,390442205325,390442205325,5,4,44
OH,OHIO,3904424,Logan-Hocking Local,01174,Logan High School,390442401174,390442401174,1,1,28
OH,OHIO,3904425,London City,01182,London High School,390442501182,390442501182,1,1,12
OH,OHIO,3904427,Loveland City,01207,Loveland High School,390442701207,390442701207,9,6,180
OH,OHIO,3904428,Madeira City,01212,Madeira High School,390442801212,390442801212,5,5,72
OH,OHIO,3904429,Mansfield City,01220,Mansfield Senior High School,390442901220,390442901220,2,1,20
OH,OHIO,3904430,Maple Heights City,01233,Maple Heights High School,390443001233,390443001233,1,1,0
OH,OHIO,3904431,Mariemont City,01240,Mariemont High School,390443101240,390443101240,7,7,104
OH,OHIO,3904433,Marion City,01259,Harding High School,390443301259,390443301259,3,3,8
OH,OHIO,3904434,Martins Ferry City,01272,Martins Ferry High School,390443401272,390443401272,2,2,8
OH,OHIO,3904435,Massillon City,01286,Washington High School,390443501286,390443501286,3,3,32
OH,OHIO,3904436,Maumee City,01292,Maumee High School,390443601292,390443601292,2,2,40
OH,OHIO,3904437,Mayfield City,01297,Mayfield High School,390443701297,390443701297,6,6,118
OH,OHIO,3904438,Medina City SD,01306,Medina High School,390443801306,390443801306,16,16,358
OH,OHIO,3904439,Miamisburg City,01313,Miamisburg High School,390443901313,390443901313,5,5,112
OH,OHIO,3904440,Middletown City,01329,Middletown High School,390444001329,390444001329,2,1,20
OH,OHIO,3904443,Napoleon Area City,01364,Napoleon Junior/Senior High School,390444301364,390444301364,5,1,70
OH,OHIO,3904444,Nelsonville-York City,01368,Nelsonville-York High School,390444401368,390444401368,1,1,2
OH,OHIO,3904445,Newark City,01385,Newark High School,390444501385,390444501385,4,3,58
OH,OHIO,3904447,New Lexington School District,01396,New Lexington High School,390444701396,390444701396,1,1,18
OH,OHIO,3904448,New Philadelphia City,01400,New Philadelphia High School,390444801400,390444801400,8,8,110
OH,OHIO,3904449,Niles City,01412,McKinley High School,390444901412,390444901412,2,1,6
OH,OHIO,3904450,North Canton City,01417,Hoover High School,390445001417,390445001417,5,5,78
OH,OHIO,3904451,North College Hill City,01425,North College Hill High School,390445101425,390445101425,5,2,28
OH,OHIO,3904452,North Olmsted City,01432,North Olmsted High School,390445201432,390445201432,8,0,100
OH,OHIO,3904453,North Ridgeville City,01439,North Ridgeville High School,390445301439,390445301439,3,2,20
OH,OHIO,3904454,North Royalton City,01443,North Royalton High School,390445401443,390445401443,6,5,138
OH,OHIO,3904455,Norton City,01448,Norton High School,390445501448,390445501448,4,4,56
OH,OHIO,3904456,Norwalk City,01457,Norwalk High School,390445601457,390445601457,2,2,18
OH,OHIO,3904457,Norwood City,01461,Norwood High School,390445701461,390445701461,4,4,38
OH,OHIO,3904458,Oakwood City Schools,01467,Oakwood High School,390445801467,390445801467,12,12,208
OH,OHIO,3904459,Oberlin City Schools,01471,Oberlin High School,390445901471,390445901471,4,0,40
OH,OHIO,3904460,Oregon City,01475,Clay High School,390446001475,390446001475,4,4,44
OH,OHIO,3904463,Parma City,01506,Parma High School,390446301506,390446301506,1,1,42
OH,OHIO,3904464,Piqua City,01526,Piqua High School,390446401526,390446401526,3,1,38
OH,OHIO,3904465,Port Clinton City,01536,Port Clinton High School,390446501536,390446501536,1,1,8
OH,OHIO,3904467,Princeton City Schools,01554,Princeton High School,390446701554,390446701554,2,2,48
OH,OHIO,3904468,Ravenna City,01563,Ravenna High School,390446801563,390446801563,5,5,20
OH,OHIO,3904469,Reading Community City,01571,Reading  Community High School,390446901571,390446901571,2,2,8
OH,OHIO,3904470,Rocky River City,01577,Rocky River High School,390447001577,390447001577,3,3,56
OH,OHIO,3904471,St Bernard-Elmwood Place City,01581,St Bernard-Elmwood Place High School,390447101581,390447101581,1,1,20
OH,OHIO,3904472,St Marys City,01585,St Marys Memorial High School,390447201585,390447201585,3,3,46
OH,OHIO,3904474,Sandusky City,01605,Sandusky High School,390447401605,390447401605,1,1,4
OH,OHIO,3904475,Shaker Heights City,01616,Shaker Hts High School,390447501616,390447501616,7,2,144
OH,OHIO,3904476,Sheffield-Sheffield Lake City,01619,Brookside High School,390447601619,390447601619,3,3,52
OH,OHIO,3904479,South Euclid-Lyndhurst City,01645,Brush High School,390447901645,390447901645,6,6,92
OH,OHIO,3904480,South-Western City,01660,Franklin Heights High School,390448001660,390448001660,1,1,14
OH,OHIO,3904480,South-Western City,01662,Grove City High School,390448001662,390448001662,2,2,42
OH,OHIO,3904480,South-Western City,01679,Westland High School,390448001679,390448001679,1,1,24
OH,OHIO,3904480,South-Western City,04553,Central Crossing High School,390448004553,390448004553,2,2,40
OH,OHIO,3904481,Springfield City School District,01701,Springfield High School,390448101701,390448101701,3,3,16
OH,OHIO,3904482,Steubenville City,01711,Steubenville High School,390448201711,390448201711,1,0,34
OH,OHIO,3904483,Stow-Munroe Falls City School District,01717,Stow-Munroe Falls High School,390448301717,390448301717,8,8,154
OH,OHIO,3904484,Strongsville City,01730,Strongsville High School,390448401730,390448401730,5,5,114
OH,OHIO,3904485,Struthers City,01736,Struthers High School,390448501736,390448501736,3,2,40
OH,OHIO,3904486,Sycamore Community City,01741,Sycamore High School,390448601741,390448601741,6,6,154
OH,OHIO,3904487,Sylvania Schools,01751,Sylvania Northview High School,390448701751,390448701751,10,0,214
OH,OHIO,3904487,Sylvania Schools,01752,Sylvania Southview High School,390448701752,390448701752,10,0,188
OH,OHIO,3904488,Tallmadge City,01758,Tallmadge High School,390448801758,390448801758,3,3,34
OH,OHIO,3904490,Toledo City,01773,Bowsher High School,390449001773,390449001773,4,4,4
OH,OHIO,3904490,Toledo City,01835,Start High School,390449001835,390449001835,1,1,8
OH,OHIO,3904490,Toledo City,05317,Toledo Early College High School,390449005317,390449005317,3,3,6
OH,OHIO,3904490,Toledo City,05361,Jesup W. Scott High School,390449005361,390449005361,1,1,0
OH,OHIO,3904491,Toronto City,01849,Toronto Jr. / Sr. High School,390449101849,390449101849,1,1,12
OH,OHIO,3904492,Troy City,01856,Troy High School,390449201856,390449201856,4,4,64
OH,OHIO,3904493,Upper Arlington City,01866,Upper Arlington High School,390449301866,390449301866,11,11,164
OH,OHIO,3904494,Urbana City,01874,Urbana High School,390449401874,390449401874,1,0,12
OH,OHIO,3904495,Vandalia-Butler City,01875,Butler High School,390449501875,390449501875,3,3,40
OH,OHIO,3904498,Wapakoneta City,01904,Wapakoneta High School,390449801904,390449801904,7,6,90
OH,OHIO,3904499,Warren City,01922,Warren G Harding High School,390449901922,390449901922,3,3,28
OH,OHIO,3904500,Warrensville Heights City,01930,Warrensville Heights High School,390450001930,390450001930,1,1,4
OH,OHIO,3904502,Wellston City,01942,Wellston High School,390450201942,390450201942,1,1,16
OH,OHIO,3904503,Wellsville Local,01947,Wellsville Jr. Sr. High,390450301947,390450301947,1,1,10
OH,OHIO,3904504,Westerville City,01961,Westerville-North High School,390450401961,390450401961,3,3,62
OH,OHIO,3904504,Westerville City,01962,Westerville-South High School,390450401962,390450401962,7,7,64
OH,OHIO,3904504,Westerville City,04566,Westerville Central High School,390450404566,390450404566,4,0,62
OH,OHIO,3904504,Westerville City,99999,Academic Enrichment Center,390450499999,390450499999,1,1,0
OH,OHIO,3904505,West Carrollton City,01969,West Carrollton High School,390450501969,390450501969,1,1,8
OH,OHIO,3904506,Westlake City,01977,Westlake High School,390450601977,390450601977,11,11,214
OH,OHIO,3904507,Whitehall City,01983,Whitehall Yearling High School,390450701983,390450701983,1,1,10
OH,OHIO,3904508,Wickliffe City,01986,Wickliffe High School,390450801986,390450801986,2,2,22
OH,OHIO,3904509,Willard City,01994,Willard High School,390450901994,390450901994,1,1,4
OH,OHIO,3904510,Willoughby-Eastlake City,02005,North High School,390451002005,390451002005,4,4,72
OH,OHIO,3904510,Willoughby-Eastlake City,02009,South High School,390451002009,390451002009,3,3,50
OH,OHIO,3904511,Wilmington City,02022,Wilmington High School,390451102022,390451102022,1,1,18
OH,OHIO,3904513,Worthington City,02039,Thomas Worthington High School,390451302039,390451302039,5,5,90
OH,OHIO,3904513,Worthington City,04479,Worthington Kilbourne High School,390451304479,390451304479,4,4,90
OH,OHIO,3904514,Wyoming City,02047,Wyoming High School,390451402047,390451402047,3,3,60
OH,OHIO,3904515,Xenia Community City,02059,Xenia High School,390451502059,390451502059,2,2,34
OH,OHIO,3904517,Zanesville City,02111,Zanesville High School,390451702111,390451702111,6,2,70
OH,OHIO,3904518,Ada Exempted Village,02113,Ada High School,390451802113,390451802113,1,1,12
OH,OHIO,3904519,Amherst Exempted Village,02116,Marion L Steele High School,390451902116,390451902116,8,3,86
OH,OHIO,3904520,Barnesville Exempted Village,02121,Barnesville High School,390452002121,390452002121,1,1,14
OH,OHIO,3904521,Bluffton Exempted Village,02125,Bluffton High School,390452102125,390452102125,2,1,12
OH,OHIO,3904522,Bradford Exempted Village,02126,Bradford High School,390452202126,390452202126,1,1,2
OH,OHIO,3904523,Bridgeport Exempted Village,02128,The Bridgeport School District - High School,390452302128,390452302128,1,1,6
OH,OHIO,3904525,Caldwell Exempted Village,02145,Caldwell High School,390452502145,390452502145,1,1,4
OH,OHIO,3904526,Carey Exempted Village Schools,02149,Carey High School,390452602149,390452602149,1,1,16
OH,OHIO,3904527,Carrollton Exempted Village,02154,Carrollton High School,390452702154,390452702154,5,0,30
OH,OHIO,3904528,Chagrin Falls Exempted Village,02159,Chagrin Falls High School,390452802159,390452802159,2,2,46
OH,OHIO,3904529,Chesapeake Union Exempted Village,02163,Chesapeake High School,390452902163,390452902163,1,1,8
OH,OHIO,3904531,Coldwater Exempted Village,02171,Coldwater High School,390453102171,390453102171,2,2,40
OH,OHIO,3904532,Columbiana Exempted Village,02175,Columbiana High School,390453202175,390453202175,4,4,20
OH,OHIO,3904533,Covington Exempted Village,02179,Covington High School,390453302179,390453302179,2,1,18
OH,OHIO,3904537,Georgetown Exempted Village,02192,Georgetown Jr/Sr High School,390453702192,390453702192,1,1,10
OH,OHIO,3904539,Granville Exempted Village,02198,Granville High School,390453902198,390453902198,5,5,46
OH,OHIO,3904540,Greenfield Exempted Village,02203,McClain High School,390454002203,390454002203,1,1,6
OH,OHIO,3904541,Hicksville Exempted Village,02207,Hicksville High School,390454102207,390454102207,1,1,12
OH,OHIO,3904542,Hubbard Exempted Village,02209,Hubbard High School,390454202209,390454202209,1,0,14
OH,OHIO,3904543,Indian Hill Exempted Village,02213,Indian Hill High School,390454302213,390454302213,5,5,98
OH,OHIO,3904545,Lisbon Exempted Village,02221,David Anderson Jr/Sr High School,390454502221,390454502221,1,1,10
OH,OHIO,3904546,Loudonville-Perrysville Exempted Village,02225,Loudonville High School,390454602225,390454602225,4,4,36
OH,OHIO,3904547,Marysville Exempted Village,02230,Marysville High School,390454702230,390454702230,7,5,116
OH,OHIO,3904547,Marysville Exempted Village,05841,Marysville STEM Early College High School,390454705841,390454705841,2,2,102
OH,OHIO,3904548,Mechanicsburg Exempted Village,02234,Mechanicsburg High School,390454802234,390454802234,1,1,14
OH,OHIO,3904549,Mentor Exempted Village,02244,Mentor High School,390454902244,390454902244,5,5,106
OH,OHIO,3904550,Milford Exempted Village,02252,Milford Sr High School,390455002252,390455002252,21,21,416
OH,OHIO,3904551,Milton-Union Exempted Village,02259,Milton-Union High School,390455102259,390455102259,1,1,12
OH,OHIO,3904552,Montpelier Exempted Village,02262,Montpelier High School,390455202262,390455202262,2,0,6
OH,OHIO,3904554,Newcomerstown Exempted Village,02270,Newcomerstown High School,390455402270,390455402270,3,3,10
OH,OHIO,3904555,New Richmond Exempted Village,02276,New Richmond High School,390455502276,390455502276,3,2,28
OH,OHIO,3904556,Newton Falls Exempted Village,02281,Newton Falls High School,390455602281,390455602281,4,4,42
OH,OHIO,3904557,Paulding Exempted Village,02284,Paulding High School,390455702284,390455702284,1,1,18
OH,OHIO,3904558,Perrysburg Exempted Village,02288,Perrysburg High School,390455802288,390455802288,15,15,268
OH,OHIO,3904560,Rossford Exempted Village,02299,Rossford High School,390456002299,390456002299,3,1,42
OH,OHIO,3904561,Tipp City Exempted Village,02303,Tippecanoe High School,390456102303,390456102303,2,2,36
OH,OHIO,3904563,Versailles Exempted Village,02316,Versailles High School,390456302316,390456302316,10,10,90
OH,OHIO,3904564,Wauseon Exempted Village,02320,Wauseon High School,390456402320,390456402320,2,2,34
OH,OHIO,3904565,Wellington Exempted Village School District,02322,Wellington High School,390456502322,390456502322,1,1,8
OH,OHIO,3904566,Windham Exempted Village,02326,Windham High School,390456602326,390456602326,1,1,8
OH,OHIO,3904567,Yellow Springs Exempted Village,02330,Yellow Springs/McKinney High School,390456702330,390456702330,1,1,10
OH,OHIO,3904575,Allen East Local,02331,Allen East High School,390457502331,390457502331,1,0,4
OH,OHIO,3904576,Bath Local,02335,Bath High School,390457602335,390457602335,2,2,8
OH,OHIO,3904577,Elida Local,02339,Elida High School,390457702339,390457702339,4,4,56
OH,OHIO,3904578,Perry Local,02342,Perry High School,390457802342,390457802342,1,1,6
OH,OHIO,3904579,Shawnee Local,02345,Shawnee High School,390457902345,390457902345,2,2,30
OH,OHIO,3904580,Spencerville Local,02349,Spencerville High School,390458002349,390458002349,4,4,48
OH,OHIO,3904582,Hillsdale Local,02352,Hillsdale High School,390458202352,390458202352,1,1,4
OH,OHIO,3904586,Grand Valley Local,02367,Grand Valley High School,390458602367,390458602367,1,1,4
OH,OHIO,3904590,Alexander Local,02378,Alexander Jr. / Sr. High School,390459002378,390459002378,3,3,16
OH,OHIO,3904591,Federal Hocking Local,02383,Federal Hocking High School,390459102383,390459102383,2,0,8
OH,OHIO,3904592,Trimble Local,02384,Trimble High School,390459202384,390459202384,1,1,16
OH,OHIO,3904594,Minster Local,02388,Minster Jr/Sr High School,390459402388,390459402388,1,1,8
OH,OHIO,3904595,New Bremen Local,02390,New Bremen High School,390459502390,390459502390,1,1,12
OH,OHIO,3904596,New Knoxville Local,02392,New Knoxville High School,390459602392,390459602392,1,1,2
OH,OHIO,3904597,Waynesfield-Goshen Local,02393,Waynesfield-Goshen Local High School,390459702393,390459702393,2,2,10
OH,OHIO,3904599,St Clairsville-Richland City,02398,St Clairsville High School,390459902398,390459902398,3,2,34
OH,OHIO,3904600,Shadyside Local,02402,Shadyside High School,390460002402,390460002402,1,1,12
OH,OHIO,3904601,Union Local,02408,Union Local High School,390460102408,390460102408,1,1,8
OH,OHIO,3904603,Eastern Local,02411,Eastern High School,390460302411,390460302411,2,2,2
OH,OHIO,3904604,Fayetteville-Perry Local,02415,Fayetteville-Perry High School,390460402415,390460402415,1,1,0
OH,OHIO,3904606,Western Brown Local,02418,Western Brown High School,390460602418,390460602418,1,1,18
OH,OHIO,3904607,Ripley-Union-Lewis-Huntington Local,02421,Ripley-Union-Lewis-Huntington High School,390460702421,390460702421,1,1,2
OH,OHIO,3904609,Edgewood City,02424,Edgewood High School,390460902424,390460902424,3,3,56
OH,OHIO,3904610,Fairfield City,02429,Fairfield High School,390461002429,390461002429,5,4,102
OH,OHIO,3904611,Lakota Local,00810,Lakota East High School,390461100810,390461100810,8,8,200
OH,OHIO,3904611,Lakota Local,02438,Lakota West High School,390461102438,390461102438,10,10,214
OH,OHIO,3904612,Madison Local,02443,Madison High School,390461202443,390461202443,1,1,10
OH,OHIO,3904614,Ross Local,02451,Ross High School,390461402451,390461402451,10,10,108
OH,OHIO,3904615,Talawanda City,02460,Talawanda High School,390461502460,390461502460,2,2,40
OH,OHIO,3904617,Brown Local,02462,Malvern High School,390461702462,390461702462,1,1,6
OH,OHIO,3904620,Triad Local,02469,Triad High School,390462002469,390462002469,2,2,8
OH,OHIO,3904621,West Liberty-Salem Local,02472,West Liberty-Salem Middle/High School,390462102472,390462102472,1,0,14
OH,OHIO,3904623,Greenon Local,02475,Greenon High School,390462302475,390462302475,2,2,26
OH,OHIO,3904624,Tecumseh Local,02485,Tecumseh High School,390462402485,390462402485,5,5,72
OH,OHIO,3904625,Northeastern Local,02490,Northeastern High School,390462502490,390462502490,1,1,6
OH,OHIO,3904627,Southeastern Local,02498,Southeastern  Sr. High School,390462702498,390462702498,2,2,6
OH,OHIO,3904628,Clark-Shawnee Local,02502,Shawnee High School,390462802502,390462802502,1,0,8
OH,OHIO,3904630,Batavia Local,02504,Batavia High School,390463002504,390463002504,3,3,52
OH,OHIO,3904634,Goshen Local,02516,Goshen High School,390463402516,390463402516,2,2,22
OH,OHIO,3904635,West Clermont Local,02525,West Clermont High School,390463502525,390463502525,2,2,26
OH,OHIO,3904636,Williamsburg Local,02533,Williamsburg High School,390463602533,390463602533,1,1,8
OH,OHIO,3904638,Blanchester Local,02535,Blanchester High School,390463802535,390463802535,1,1,12
OH,OHIO,3904639,Clinton-Massie Local,02540,Clinton-Massie High School,390463902540,390463902540,3,1,26
OH,OHIO,3904640,East Clinton Local,02543,East Clinton High School,390464002543,390464002543,1,1,16
OH,OHIO,3904642,Beaver Local,02547,Beaver Local High School,390464202547,390464202547,1,1,14
OH,OHIO,3904643,Crestview Local,02552,Crestview High School,390464302552,390464302552,4,4,44
OH,OHIO,3904644,Southern Local,02559,Southern Local Jr/Sr High School,390464402559,390464402559,2,2,10
OH,OHIO,3904645,United Local,02562,United High School,390464502562,390464502562,3,2,36
OH,OHIO,3904647,Ridgewood Local,02565,Ridgewood High School,390464702565,390464702565,2,2,22
OH,OHIO,3904648,River View Local,02570,River View High School,390464802570,390464802570,2,2,2
OH,OHIO,3904650,Buckeye Central Local,02574,Buckeye Central High School,390465002574,390465002574,1,1,4
OH,OHIO,3904651,Colonel Crawford Local,02577,Col Crawford High School,390465102577,390465102577,1,1,2
OH,OHIO,3904652,Wynford Local,02586,Wynford High School,390465202586,390465202586,1,1,12
OH,OHIO,3904655,Cuyahoga Heights Local,02588,Cuyahoga Hts High School,390465502588,390465502588,2,2,12
OH,OHIO,3904656,Independence Local,02589,Independence High School,390465602589,390465602589,2,2,10
OH,OHIO,3904657,Olmsted Falls City,02595,Olmsted Falls High School,390465702595,390465702595,8,8,70
OH,OHIO,3904659,Richmond Heights Local,02603,Richmond Heights High School,390465902603,390465902603,1,1,6
OH,OHIO,3904660,Solon City,02609,Solon High School,390466002609,390466002609,25,25,548
OH,OHIO,3904662,Ansonia Local,02611,Ansonia High School,390466202611,390466202611,1,1,6
OH,OHIO,3904663,Arcanum-Butler Local,02614,Arcanum High School,390466302614,390466302614,1,0,2
OH,OHIO,3904667,Mississinawa Valley Local,02619,Mississinawa Valley JR/SR High School,390466702619,390466702619,1,1,4
OH,OHIO,3904668,Tri-Village Local,02621,Tri-Village High School,390466802621,390466802621,1,1,22
OH,OHIO,3904670,Ayersville Local,02626,Ayersville High School,390467002626,390467002626,1,1,2
OH,OHIO,3904671,Central Local,02628,Fairview High School,390467102628,390467102628,1,1,14
OH,OHIO,3904672,Northeastern Local,02636,Tinora High School,390467202636,390467202636,1,1,14
OH,OHIO,3904674,Big Walnut Local,02638,Big Walnut High School,390467402638,390467402638,6,6,62
OH,OHIO,3904675,Buckeye Valley Local,02645,Buckeye Valley Local High School,390467502645,390467502645,2,2,48
OH,OHIO,3904676,Olentangy Local,02648,Olentangy High School,390467602648,390467602648,25,25,466
OH,OHIO,3904676,Olentangy Local,04599,Olentangy Liberty High School,390467604599,390467604599,30,30,658
OH,OHIO,3904676,Olentangy Local,05390,Orange High School,390467605390,390467605390,23,23,542
OH,OHIO,3904678,Edison Local (formerly Berlin-Milan),02653,Edison High School,390467802653,390467802653,3,3,62
OH,OHIO,3904680,Margaretta Local,02658,Margaretta High School,390468002658,390468002658,3,3,26
OH,OHIO,3904681,Perkins Local,02663,Perkins High School,390468102663,390468102663,5,0,42
OH,OHIO,3904682,Vermilion Local,02669,Vermilion High School,390468202669,390468202669,5,3,34
OH,OHIO,3904684,Amanda-Clearcreek Local,02672,Amanda-Clearcreek High School,390468402672,390468402672,2,2,28
OH,OHIO,3904686,Bloom-Carroll Local,02678,Bloom-Carroll High School,390468602678,390468602678,2,2,16
OH,OHIO,3904687,Fairfield Union Local,02682,Fairfield Union High School,390468702682,390468702682,2,2,22
OH,OHIO,3904688,Liberty Union-Thurston Local,02687,Liberty Union High School,390468802687,390468802687,1,1,2
OH,OHIO,3904689,Pickerington Local,02690,Pickerington High School Central,390468902690,390468902690,5,0,50
OH,OHIO,3904689,Pickerington Local,04605,Pickerington High School North,390468904605,390468904605,5,0,44
OH,OHIO,3904690,Walnut Township Local,02695,Millersport Jr/Sr High School,390469002695,390469002695,1,1,6
OH,OHIO,3904694,Canal Winchester Local,02709,Canal Winchester High School,390469402709,390469402709,4,4,50
OH,OHIO,3904695,Hamilton Local,02710,Hamilton Township High School,390469502710,390469502710,1,1,16
OH,OHIO,3904696,Gahanna-Jefferson City,02720,Lincoln High School,390469602720,390469602720,15,15,314
OH,OHIO,3904697,Groveport Madison Local,02728,Groveport Madison High School,390469702728,390469702728,2,2,2
OH,OHIO,3904699,New Albany-Plain Local,02734,New Albany High School,390469902734,390469902734,9,9,262
OH,OHIO,3904700,Reynoldsburg City,05566,Reynoldsburg High School eSTEM,390470005566,390470005566,15,2,48
OH,OHIO,3904700,Reynoldsburg City,05653,Reynoldsburg HS Business Education Leadership & Law Academy,390470005653,390470005653,4,0,12
OH,OHIO,3904700,Reynoldsburg City,05655,Reynoldsburg Health Sciences & Human Services STEM Academy,390470005655,390470005655,11,1,38
OH,OHIO,3904700,Reynoldsburg City,05656,Reynoldsburg HS Encore: Arts Communication & Design Academy,390470005656,390470005656,6,1,46
OH,OHIO,3904701,Hilliard City,00663,Hilliard Darby High School,390470100663,390470100663,7,7,160
OH,OHIO,3904701,Hilliard City,02748,Hilliard Davidson High School,390470102748,390470102748,6,6,140
OH,OHIO,3904701,Hilliard City,05403,Hilliard Bradley High School,390470105403,390470105403,9,9,144
OH,OHIO,3904702,Dublin City,00666,Dublin Scioto High School,390470200666,390470200666,7,7,138
OH,OHIO,3904702,Dublin City,02752,Dublin Coffman High School,390470202752,390470202752,12,12,320
OH,OHIO,3904702,Dublin City,04614,Dublin Jerome High School,390470204614,390470204614,9,9,208
OH,OHIO,3904704,Archbold-Area Local,02757,Archbold High School,390470402757,390470402757,2,2,20
OH,OHIO,3904705,Evergreen Local,02760,Evergreen High School,390470502760,390470502760,1,0,20
OH,OHIO,3904707,Pettisville Local,02769,Pettisville High School,390470702769,390470702769,1,1,6
OH,OHIO,3904708,Pike-Delta-York Local,02773,Pike-Delta-York High School,390470802773,390470802773,1,1,10
OH,OHIO,3904709,Swanton Local,02778,Swanton High School,390470902778,390470902778,3,0,46
OH,OHIO,3904716,Berkshire Local,02780,Berkshire High School,390471602780,390471602780,1,1,6
OH,OHIO,3904718,Chardon Local,02789,Chardon High School,390471802789,390471802789,1,1,28
OH,OHIO,3904719,Kenston Local,02796,Kenston High School,390471902796,390471902796,3,3,8
OH,OHIO,3904721,Newbury Local,02804,Newbury High School,390472102804,390472102804,1,1,12
OH,OHIO,3904722,West Geauga Local Schools,02808,West Geauga High School,390472202808,390472202808,7,7,50
OH,OHIO,3904724,Beavercreek City,02811,Beavercreek High School,390472402811,390472402811,6,6,126
OH,OHIO,3904725,Cedar Cliff Local,02821,Cedarville High School,390472502821,390472502821,2,2,8
OH,OHIO,3904726,Greeneview Local,02822,Greeneview High School,390472602822,390472602822,1,1,10
