LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,SCH_MATHCLASSES_ALG2,SCH_MATHCERT_ALG2,NCESSCH,Total_Alg2_enroll_students
PA,PENNSYLVANIA,4200841,Gillingham Charter School,07420,Gillingham Charter School,420084107420,1,1,420084107420,8
PA,PENNSYLVANIA,4200843,Olney Charter High School,07386,Olney Charter High School,420084307386,17,2,420084307386,410
PA,PENNSYLVANIA,4200848,I-LEAD Charter School,07413,I-LEAD Charter School,420084807413,1,1,420084807413,11
PA,PENNSYLVANIA,4200851,Mastery CS-Gratz Campus,07414,Mastery CS-Gratz Campus,420085107414,7,7,420085107414,241
PA,PENNSYLVANIA,4200852,HOPE for Hyndman CS,07384,HOPE for Hyndman CS,420085207384,1,1,420085207384,14
PA,PENNSYLVANIA,4200856,Universal Audenried Charter School,07402,Universal Audenried Charter School,420085607402,6,6,420085607402,67
PA,PENNSYLVANIA,4200857,Chester CS for the Arts,07437,Chester CS for the Arts,420085707437,1,1,420085707437,50
PA,PENNSYLVANIA,4200858,Esperanza Cyber CS,07447,Esperanza Cyber CS,420085807447,1,1,420085807447,11
PA,PENNSYLVANIA,4200868,ACT Academy Cyber CS,07433,ACT Academy Cyber CS,420086807433,4,4,420086807433,26
PA,PENNSYLVANIA,4200876,Capital Area School for the Arts Charter School,07493,Capital Area School for the Arts Charter,420087607493,5,5,420087607493,49
PA,PENNSYLVANIA,4200879,Executive Education Academy Charter School,07523,Executive Education Academy Charter Scho,420087907523,3,3,420087907523,87
PA,PENNSYLVANIA,4200882,Hill House Passport Academy Charter School,07549,Hill House Passport Academy Charter Scho,420088207549,1,1,420088207549,3
PA,PENNSYLVANIA,4200886,KIPP DuBois Charter School,07568,KIPP DuBois Charter School,420088607568,4,4,420088607568,81
PA,PENNSYLVANIA,4200887,Reach Cyber CS,07580,Reach Cyber CS,420088707580,8,8,420088707580,61
PA,PENNSYLVANIA,4200895,TECH Freire CS,07589,TECH Freire CS,420089507589,4,4,420089507589,108
PA,PENNSYLVANIA,4200896,Westinghouse Arts Academy CS,07608,Westinghouse Arts Academy CS,420089607608,2,2,420089607608,16
PA,PENNSYLVANIA,4200898,Insight PA Cyber CS,07635,Insight PA Cyber CS,420089807635,1,1,420089807635,7
PA,PENNSYLVANIA,4202010,Abington Heights SD,05091,Abington Heights HS,420201005091,12,12,420201005091,169
PA,PENNSYLVANIA,4202040,Abington SD,03241,Abington SHS,420204003241,23,23,420204003241,348
PA,PENNSYLVANIA,4202040,Abington SD,03242,Abington JHS,420204003242,1,1,420204003242,8
PA,PENNSYLVANIA,4202100,Albert Gallatin Area SD,06001,Albert Gallatin Area SHS,420210006001,15,15,420210006001,319
PA,PENNSYLVANIA,4202130,Aliquippa SD,07336,Aliquippa JSHS,420213007336,3,3,420213007336,56
PA,PENNSYLVANIA,4202190,Allegheny Valley SD,00029,Springdale JSHS,420219000029,3,3,420219000029,49
PA,PENNSYLVANIA,4202280,Allentown City SD,02794,William Allen HS,420228002794,15,15,420228002794,253
PA,PENNSYLVANIA,4202280,Allentown City SD,02795,Louis E Dieruff HS,420228002795,33,28,420228002795,329
PA,PENNSYLVANIA,4202280,Allentown City SD,07623,Building 21 Allentown,420228007623,12,8,420228007623,109
PA,PENNSYLVANIA,4202310,Allegheny-Clarion Valley SD,04664,Allegheny-Clarion Valley HS,420231004664,2,2,420231004664,13
PA,PENNSYLVANIA,4202340,Altoona Area SD,00913,Altoona Area HS,420234000913,14,14,420234000913,252
PA,PENNSYLVANIA,4202340,Altoona Area SD,06850,Altoona Area Jr HS,420234006850,9,9,420234006850,214
PA,PENNSYLVANIA,4202400,Wissahickon SD,03247,Wissahickon SHS,420240003247,15,15,420240003247,314
PA,PENNSYLVANIA,4202440,Ambridge Area SD,06555,Ambridge Area HS,420244006555,12,12,420244006555,156
PA,PENNSYLVANIA,4202480,Antietam SD,00820,Antietam MS/HS,420248000820,3,3,420248000820,51
PA,PENNSYLVANIA,4202490,Annville-Cleona SD,02725,Annville Cleona HS,420249002725,6,0,420249002725,107
PA,PENNSYLVANIA,4202550,Apollo-Ridge SD,02320,Apollo-Ridge High School,420255002320,1,1,420255002320,18
PA,PENNSYLVANIA,4202590,Armstrong SD,00517,West Shamokin JSHS,420259000517,1,1,420259000517,9
PA,PENNSYLVANIA,4202590,Armstrong SD,07569,Armstrong JSHS,420259007569,2,2,420259007569,19
PA,PENNSYLVANIA,4202590,Armstrong SD,99999,Armstrong County Jail,420259099999,1,1,420259099999,1
PA,PENNSYLVANIA,4202600,Lenape Tech,04807,Lenape Tech,420260004807,2,2,420260004807,44
PA,PENNSYLVANIA,4202670,Athens Area SD,00958,Athens Area HS,420267000958,5,5,420267000958,109
PA,PENNSYLVANIA,4202760,Avella Area SD,04165,Avella Area JSHS,420276004165,3,3,420276004165,30
PA,PENNSYLVANIA,4202790,Avon Grove SD,01367,Avon Grove HS,420279001367,16,14,420279001367,428
PA,PENNSYLVANIA,4202820,Avonworth SD,05199,Avonworth HS,420282005199,6,6,420282005199,105
PA,PENNSYLVANIA,4202850,Pine-Richland SD,00315,Pine-Richland HS,420285000315,16,16,420285000315,374
PA,PENNSYLVANIA,4202900,Chester County Technical College High School,00015,Chester County Tech College HS Pickering,420290000015,4,4,420290000015,46
PA,PENNSYLVANIA,4202910,Bald Eagle Area SD,01335,Bald Eagle Area JSHS,420291001335,8,8,420291001335,110
PA,PENNSYLVANIA,4202970,Baldwin-Whitehall SD,00050,Baldwin SHS,420297000050,12,12,420297000050,314
PA,PENNSYLVANIA,4203000,Bangor Area SD,03434,Bangor Area HS,420300003434,8,8,420300003434,142
PA,PENNSYLVANIA,4203120,Beaver Area SD,00640,Beaver Area SHS,420312000640,7,7,420312000640,126
PA,PENNSYLVANIA,4203180,Bedford Area SD,00726,Bedford SHS,420318000726,9,9,420318000726,155
PA,PENNSYLVANIA,4203210,Belle Vernon Area SD,04930,Belle Vernon Area HS,420321004930,8,8,420321004930,161
PA,PENNSYLVANIA,4203240,Bellefonte Area SD,01343,Bellefonte Area HS,420324001343,7,7,420324001343,159
PA,PENNSYLVANIA,4203300,Bellwood-Antis SD,00917,Bellwood-Antis HS,420330000917,4,4,420330000917,64
PA,PENNSYLVANIA,4203330,Bensalem Township SD,05116,Bensalem Twp HS,420333005116,13,13,420333005116,366
PA,PENNSYLVANIA,4203360,Bentworth SD,04188,Bentworth SHS,420336004188,3,3,420336004188,67
PA,PENNSYLVANIA,4203390,Benton Area SD,01595,Benton Area MSHS,420339001595,3,3,420339001595,26
PA,PENNSYLVANIA,4203420,Berlin Brothersvalley SD,06207,Berlin Brothersvalley SHS,420342006207,2,2,420342006207,34
PA,PENNSYLVANIA,4203450,Bermudian Springs SD,00003,Bermudian Springs HS,420345000003,11,11,420345000003,162
PA,PENNSYLVANIA,4203480,Berwick Area SD,01605,Berwick Area HS,420348001605,7,7,420348001605,143
PA,PENNSYLVANIA,4203510,Bethel Park SD,00062,Bethel Park HS,420351000062,15,15,420351000062,198
PA,PENNSYLVANIA,4203570,Bethlehem Area SD,03465,Liberty HS,420357003465,30,30,420357003465,644
PA,PENNSYLVANIA,4203570,Bethlehem Area SD,04957,Freedom HS,420357004957,22,22,420357004957,400
PA,PENNSYLVANIA,4203600,Bethlehem-Center SD,04181,Bethlehem-Center SHS,420360004181,3,3,420360004181,74
PA,PENNSYLVANIA,4203630,Big Beaver Falls Area SD,00649,Beaver Falls Area SHS,420363000649,5,5,420363000649,78
PA,PENNSYLVANIA,4203660,Big Spring SD,01677,Big Spring HS,420366001677,10,10,420366001677,140
PA,PENNSYLVANIA,4203688,Blackhawk SD,06707,Blackhawk HS,420368806707,9,9,420368806707,182
PA,PENNSYLVANIA,4203690,Blacklick Valley SD,05135,Blacklick Valley JSHS,420369005135,2,2,420369005135,35
PA,PENNSYLVANIA,4203750,Blairsville-Saltsburg SD,02353,Saltsburg MS/HS,420375002353,2,2,420375002353,7
PA,PENNSYLVANIA,4203750,Blairsville-Saltsburg SD,04706,Blairsville SHS,420375004706,4,4,420375004706,68
PA,PENNSYLVANIA,4203840,Bloomsburg Area SD,01612,Bloomsburg Area HS,420384001612,6,6,420384001612,82
PA,PENNSYLVANIA,4203870,Blue Mountain SD,03891,Blue Mountain HS,420387003891,11,0,420387003891,201
PA,PENNSYLVANIA,4203900,Blue Ridge SD,04034,Blue Ridge HS,420390004034,3,3,420390004034,54
PA,PENNSYLVANIA,4203960,Boyertown Area SD,06306,Boyertown Area SHS,420396006306,21,13,420396006306,394
PA,PENNSYLVANIA,4204020,Bradford Area SD,04691,Bradford Area HS,420402004691,10,10,420402004691,185
PA,PENNSYLVANIA,4204050,Brandywine Heights Area SD,06308,Brandywine Heights HS,420405006308,7,7,420405006308,129
PA,PENNSYLVANIA,4204080,Brownsville Area SD,04818,Brownsville Area HS,420408004818,2,2,420408004818,20
PA,PENNSYLVANIA,4204140,Brentwood Borough SD,00070,Brentwood SHS,420414000070,4,4,420414000070,72
PA,PENNSYLVANIA,4204200,Bristol Borough SD,01014,Bristol HS,420420001014,3,3,420420001014,77
PA,PENNSYLVANIA,4204230,Bristol Township SD,01029,Truman SHS,420423001029,16,16,420423001029,318
PA,PENNSYLVANIA,4204260,Brockway Area SD,02362,Brockway Area JSHS,420426002362,2,2,420426002362,30
PA,PENNSYLVANIA,4204320,Brookville Area SD,06162,Brookville JSHS,420432006162,7,5,420432006162,92
PA,PENNSYLVANIA,4204500,Burgettstown Area SD,04195,Burgettstown MS/HS,420450004195,3,3,420450004195,55
PA,PENNSYLVANIA,4204530,Burrell SD,04340,Burrell HS,420453004340,7,7,420453004340,124
PA,PENNSYLVANIA,4204590,Butler Area SD,06690,Butler Area IHS,420459006690,2,2,420459006690,28
PA,PENNSYLVANIA,4204590,Butler Area SD,07554,Butler Area SHS,420459007554,16,16,420459007554,356
PA,PENNSYLVANIA,4204710,California Area SD,04203,California Area SHS,420471004203,2,2,420471004203,36
PA,PENNSYLVANIA,4204740,Cambria Heights SD,05212,Cambria Heights SHS,420474005212,6,6,420474005212,102
PA,PENNSYLVANIA,4204830,Cameron County SD,01299,Cameron County JSHS,420483001299,1,1,420483001299,28
PA,PENNSYLVANIA,4204860,Camp Hill SD,01682,Camp Hill SHS,420486001682,4,4,420486001682,57
PA,PENNSYLVANIA,4204890,Canon-McMillan SD,04217,Canon-McMillan SHS,420489004217,3,3,420489004217,94
PA,PENNSYLVANIA,4204920,Canton Area SD,00988,Canton JSHS,420492000988,3,3,420492000988,71
PA,PENNSYLVANIA,4204980,Carbondale Area SD,02420,Carbondale Area JSHS,420498002420,5,5,420498002420,73
PA,PENNSYLVANIA,4205010,Carlisle Area SD,01694,Carlisle Area HS,420501001694,14,14,420501001694,255
PA,PENNSYLVANIA,4205040,Carlynton SD,00079,Carlynton JSHS,420504000079,3,3,420504000079,47
PA,PENNSYLVANIA,4205070,Carmichaels Area SD,07126,Carmichaels Area HS,420507007126,2,2,420507007126,30
PA,PENNSYLVANIA,4205160,Catasauqua Area SD,02798,Catasauqua SHS,420516002798,10,10,420516002798,115
PA,PENNSYLVANIA,4205190,Centennial SD,01040,William Tennent HS,420519001040,23,23,420519001040,443
PA,PENNSYLVANIA,4205310,Central Bucks SD,00643,Tohickon MS,420531000643,3,3,420531000643,74
PA,PENNSYLVANIA,4205310,Central Bucks SD,00785,Central Bucks HS-South,420531000785,18,18,420531000785,380
PA,PENNSYLVANIA,4205310,Central Bucks SD,01041,Lenape MS,420531001041,3,3,420531001041,59
PA,PENNSYLVANIA,4205310,Central Bucks SD,01042,Tamanend MS,420531001042,2,2,420531001042,39
PA,PENNSYLVANIA,4205310,Central Bucks SD,01043,Central Bucks HS-West,420531001043,11,11,420531001043,241
PA,PENNSYLVANIA,4205310,Central Bucks SD,04678,Unami MS,420531004678,2,2,420531004678,41
PA,PENNSYLVANIA,4205310,Central Bucks SD,05133,Central Bucks HS-East,420531005133,14,14,420531005133,302
PA,PENNSYLVANIA,4205310,Central Bucks SD,05307,Holicong MS,420531005307,3,3,420531005307,71
PA,PENNSYLVANIA,4205340,Central Cambria SD,01208,Central Cambria HS,420534001208,8,8,420534001208,160
PA,PENNSYLVANIA,4205370,Central Columbia SD,01619,Central Columbia SHS,420537001619,4,4,420537001619,94
PA,PENNSYLVANIA,4205400,Central Dauphin SD,01745,Central Dauphin SHS,420540001745,19,19,420540001745,371
PA,PENNSYLVANIA,4205400,Central Dauphin SD,01746,Central Dauphin East SHS,420540001746,19,19,420540001746,297
PA,PENNSYLVANIA,4205430,Central Greene SD,05118,Waynesburg Central HS,420543005118,7,7,420543005118,131
PA,PENNSYLVANIA,4205460,Crestwood SD,02860,Crestwood HS,420546002860,12,12,420546002860,236
PA,PENNSYLVANIA,4205490,Central York SD,04545,Central York HS,420549004545,16,16,420549004545,373
PA,PENNSYLVANIA,4205550,Chambersburg Area SD,02191,Chambersburg Area SHS,420555002191,24,24,420555002191,309
PA,PENNSYLVANIA,4205550,Chambersburg Area SD,07449,Chambersburg Area Career Magnet Sch,420555007449,12,12,420555007449,94
PA,PENNSYLVANIA,4205640,Charleroi SD,04715,Charleroi Area HS,420564004715,3,3,420564004715,66
PA,PENNSYLVANIA,4205700,Chartiers Valley SD,06706,Chartiers Valley HS,420570006706,9,9,420570006706,207
PA,PENNSYLVANIA,4205730,Chartiers-Houston SD,09975,Chartiers-Houston JSHS,420573009975,3,3,420573009975,64
PA,PENNSYLVANIA,4205760,Cheltenham SD,03260,Cheltenham HS,420576003260,18,18,420576003260,284
PA,PENNSYLVANIA,4205860,Chester-Upland SD,06492,Chester HS,420586006492,7,7,420586006492,145
PA,PENNSYLVANIA,4205860,Chester-Upland SD,07499,STEM at Showalter,420586007499,5,5,420586007499,85
PA,PENNSYLVANIA,4205880,Chestnut Ridge SD,00732,Chestnut Ridge SHS,420588000732,3,3,420588000732,62
PA,PENNSYLVANIA,4205910,Chichester SD,01849,Chichester SHS,420591001849,13,13,420591001849,76
PA,PENNSYLVANIA,4206030,Clairton City SD,07346,Clairton MS/HS,420603007346,5,5,420603007346,41
PA,PENNSYLVANIA,4206060,Clarion Area SD,01475,Clarion Area JSHS,420606001475,1,1,420606001475,31
PA,PENNSYLVANIA,4206090,Clarion-Limestone Area SD,01480,Clarion-Limestone Area JSHS,420609001480,1,1,420609001480,7
PA,PENNSYLVANIA,4206120,Claysburg-Kimmel SD,00921,Claysburg-Kimmel HS,420612000921,5,4,420612000921,58
PA,PENNSYLVANIA,4206150,Clearfield Area SD,06236,Clearfield Area JSHS,420615006236,9,9,420615006236,215
PA,PENNSYLVANIA,4206240,Coatesville Area SD,05012,Coatesville Area SHS,420624005012,14,11,420624005012,302
PA,PENNSYLVANIA,4206240,Coatesville Area SD,07628,Coatesville Intermediate HS,420624007628,3,3,420624007628,57
PA,PENNSYLVANIA,4206240,Coatesville Area SD,07630,Coatesville Area SD Cyber Academy,420624007630,3,3,420624007630,27
PA,PENNSYLVANIA,4206270,Cocalico SD,06290,Cocalico SHS,420627006290,10,10,420627006290,131
PA,PENNSYLVANIA,4206360,Columbia Borough SD,02515,Columbia HS,420636002515,8,5,420636002515,88
PA,PENNSYLVANIA,4206365,Columbia-Montour AVTS,05178,Columbia-Montour AVTS,420636505178,4,4,420636505178,71
PA,PENNSYLVANIA,4206390,Commodore Perry SD,06122,Commodore Perry JSHS,420639006122,5,5,420639006122,63
PA,PENNSYLVANIA,4206420,Conemaugh Township Area SD,03978,Conemaugh Twp Area MS/SHS,420642003978,2,2,420642003978,43
PA,PENNSYLVANIA,4206430,Conemaugh Valley SD,05136,Conemaugh Valley JSHS,420643005136,3,3,420643005136,52
PA,PENNSYLVANIA,4206480,Conestoga Valley SD,02532,Conestoga Valley SHS,420648002532,6,6,420648002532,307
PA,PENNSYLVANIA,4206550,Conewago Valley SD,00017,New Oxford SHS,420655000017,14,14,420655000017,309
PA,PENNSYLVANIA,4206590,Conneaut SD,07439,Conneaut Area Senior High,420659007439,1,0,420659007439,46
PA,PENNSYLVANIA,4206660,Connellsville Area SD,05228,Connellsville Area SHS,420666005228,10,10,420666005228,191
PA,PENNSYLVANIA,4206780,Conrad Weiser Area SD,00777,Conrad Weiser HS,420678000777,6,6,420678000777,150
PA,PENNSYLVANIA,4206810,Cornell SD,07335,Cornell HS,420681007335,4,4,420681007335,46
PA,PENNSYLVANIA,4206840,Cornwall-Lebanon SD,04800,Cedar Crest HS,420684004800,18,18,420684004800,384
PA,PENNSYLVANIA,4206860,Corry Area SD,01998,Corry Area HS,420686001998,8,8,420686001998,147
PA,PENNSYLVANIA,4206930,Coudersport Area SD,03869,Coudersport Area JSHS,420693003869,5,5,420693003869,53
PA,PENNSYLVANIA,4206960,Council Rock SD,00691,Council Rock HS South,420696000691,21,21,420696000691,485
PA,PENNSYLVANIA,4206960,Council Rock SD,05096,Council Rock HS North,420696005096,18,18,420696005096,380
PA,PENNSYLVANIA,4207050,Cranberry Area SD,04098,Cranberry Area JSHS,420705004098,3,3,420705004098,44
PA,PENNSYLVANIA,4207080,Crawford Central SD,01632,Cochranton JSHS,420708001632,2,2,420708001632,47
PA,PENNSYLVANIA,4207080,Crawford Central SD,01654,Meadville Area SHS,420708001654,4,4,420708001654,159
PA,PENNSYLVANIA,4207110,Cumberland Valley SD,01701,Cumberland Valley HS,420711001701,23,23,420711001701,546
PA,PENNSYLVANIA,4207140,Curwensville Area SD,01529,Curwensville Area JSHS,420714001529,4,4,420714001529,54
PA,PENNSYLVANIA,4207200,Dallas SD,02869,Dallas SHS,420720002869,7,7,420720002869,104
PA,PENNSYLVANIA,4207230,Dallastown Area SD,04553,Dallastown Area SHS,420723004553,38,6,420723004553,299
PA,PENNSYLVANIA,4207290,Daniel Boone Area SD,04810,Daniel Boone Area HS,420729004810,11,11,420729004810,216
PA,PENNSYLVANIA,4207320,Danville Area SD,03425,Danville Area SHS,420732003425,10,2,420732003425,167
PA,PENNSYLVANIA,4207385,Dauphin County Technical School,05278,Dauphin County Technical School,420738505278,11,11,420738505278,209
PA,PENNSYLVANIA,4207530,Delaware Valley SD,05261,Delaware Valley HS,420753005261,7,7,420753005261,73
PA,PENNSYLVANIA,4207540,Deer Lakes SD,00513,Deer Lakes HS,420754000513,4,4,420754000513,53
PA,PENNSYLVANIA,4207560,Derry Area SD,04352,Derry Area SHS,420756004352,8,8,420756004352,106
PA,PENNSYLVANIA,4207590,Derry Township SD,04801,Hershey HS,420759004801,3,3,420759004801,52
PA,PENNSYLVANIA,4207650,Donegal SD,02539,Donegal HS,420765002539,6,5,420765002539,108
PA,PENNSYLVANIA,4207680,Dover Area SD,04558,Dover Area HS,420768004558,16,15,420768004558,300
PA,PENNSYLVANIA,4207710,Downingtown Area SD,00706,Downingtown HS East Campus,420771000706,5,5,420771000706,98
PA,PENNSYLVANIA,4207710,Downingtown Area SD,01387,Downingtown HS West Campus,420771001387,6,6,420771001387,144
PA,PENNSYLVANIA,4207710,Downingtown Area SD,07401,Downingtown STEM Academy,420771007401,5,5,420771007401,112
PA,PENNSYLVANIA,4207830,Dubois Area SD,06156,Dubois Area SHS,420783006156,15,15,420783006156,206
PA,PENNSYLVANIA,4207980,Dunmore SD,07540,Dunmore JSHS,420798007540,3,2,420798007540,54
PA,PENNSYLVANIA,4208060,East Allegheny SD,07559,East Allegheny JSHS,420806007559,3,3,420806007559,65
PA,PENNSYLVANIA,4208280,Forest Area SD,06159,East Forest JSHS,420828006159,1,1,420828006159,14
PA,PENNSYLVANIA,4208280,Forest Area SD,06161,West Forest JSHS,420828006161,1,1,420828006161,9
PA,PENNSYLVANIA,4208460,Eastern Lebanon County SD,02740,Eastern Lebanon Co SHS,420846002740,6,6,420846002740,134
PA,PENNSYLVANIA,4208490,East Lycoming SD,06364,Hughesville JSHS,420849006364,8,8,420849006364,203
PA,PENNSYLVANIA,4208550,East Penn SD,02809,Emmaus HS,420855002809,31,31,420855002809,696
PA,PENNSYLVANIA,4208580,East Pennsboro Area SD,01707,East Pennsboro Area SHS,420858001707,9,9,420858001707,163
PA,PENNSYLVANIA,4208670,East Stroudsburg Area SD,00518,East Stroudsburg SHS North,420867000518,17,17,420867000518,202
PA,PENNSYLVANIA,4208670,East Stroudsburg Area SD,06935,East Stroudsburg SHS South,420867006935,18,18,420867006935,265
PA,PENNSYLVANIA,4208790,Eastern York SD,04564,Eastern York HS,420879004564,9,9,420879004564,111
PA,PENNSYLVANIA,4208820,Eastern Lancaster County SD,02554,Garden Spot SHS,420882002554,15,15,420882002554,66
PA,PENNSYLVANIA,4208850,Easton Area SD,03482,Easton Area HS,420885003482,39,39,420885003482,975
PA,PENNSYLVANIA,4209090,Elizabeth Forward SD,00144,Elizabeth Forward SHS,420909000144,8,8,420909000144,125
PA,PENNSYLVANIA,4209120,Elizabethtown Area SD,02562,Elizabethtown Area SHS,420912002562,16,16,420912002562,300
PA,PENNSYLVANIA,4209150,Elk Lake SD,06418,Elk Lake JSHS,420915006418,3,3,420915006418,41
PA,PENNSYLVANIA,4209240,Ellwood City Area SD,02675,Lincoln JSHS,420924002675,6,6,420924002675,97
PA,PENNSYLVANIA,4209270,Ephrata Area SD,06293,Ephrata SHS,420927006293,17,17,420927006293,289
PA,PENNSYLVANIA,4209300,Erie City SD,00273,Northwest PA Collegiate Academy,420930000273,8,8,420930000273,175
PA,PENNSYLVANIA,4209300,Erie City SD,07612,Erie HS,420930007612,13,13,420930007612,359
PA,PENNSYLVANIA,4209360,Everett Area SD,01009,Everett Area HS,420936001009,7,7,420936001009,90
PA,PENNSYLVANIA,4209480,Exeter Township SD,00788,Exeter Twp SHS,420948000788,12,12,420948000788,279
PA,PENNSYLVANIA,4209540,Fairfield Area SD,06269,Fairfield Area HS,420954006269,5,5,420954006269,85
PA,PENNSYLVANIA,4209570,Fairview SD,06737,Fairview HS,420957006737,6,6,420957006737,131
PA,PENNSYLVANIA,4209600,Karns City Area SD,01154,Karns City HS,420960001154,3,3,420960001154,53
PA,PENNSYLVANIA,4209660,Fannett-Metal SD,02201,Fannett-Metal SHS,420966002201,2,2,420966002201,38
PA,PENNSYLVANIA,4209690,Farrell Area SD,05248,Farrell Area HS/UMS,420969005248,2,2,420969005248,31
PA,PENNSYLVANIA,4209750,Ferndale Area SD,01225,Ferndale Area JSHS,420975001225,3,3,420975001225,36
PA,PENNSYLVANIA,4209780,Fleetwood Area SD,05023,Fleetwood SHS,420978005023,24,24,420978005023,291
PA,PENNSYLVANIA,4209870,Forbes Road SD,02246,Forbes Road JSHS,420987002246,3,3,420987002246,28
PA,PENNSYLVANIA,4209930,Forest City Regional SD,06419,Forest City Regional HS,420993006419,3,3,420993006419,48
PA,PENNSYLVANIA,4209940,Forest Hills SD,07586,Forest Hills JSHS,420994007586,5,5,420994007586,99
PA,PENNSYLVANIA,4209960,Fort Cherry SD,04242,Fort Cherry JSHS,420996004242,4,4,420996004242,54
PA,PENNSYLVANIA,4209990,Fort LeBoeuf SD,02037,Fort LeBoeuf SHS,420999002037,8,8,420999002037,174
PA,PENNSYLVANIA,4210070,Fox Chapel Area SD,00156,Fox Chapel Area HS,421007000156,11,11,421007000156,178
PA,PENNSYLVANIA,4210110,North Schuylkill SD,03883,North Schuylkill JSHS,421011003883,4,4,421011003883,113
PA,PENNSYLVANIA,4210115,North Star SD,03988,North Star HS,421011503988,4,4,421011503988,78
PA,PENNSYLVANIA,4210200,Franklin Area SD,04106,Franklin Area JSHS,421020004106,10,10,421020004106,156
PA,PENNSYLVANIA,4210230,Franklin Regional SD,04360,Franklin Regional SHS,421023004360,12,12,421023004360,249
PA,PENNSYLVANIA,4210350,Frazier SD,02126,Frazier HS,421035002126,1,1,421035002126,50
PA,PENNSYLVANIA,4210380,Freedom Area SD,06563,Freedom Area SHS,421038006563,4,4,421038006563,66
PA,PENNSYLVANIA,4210440,Freeport Area SD,00594,Freeport Area SHS,421044000594,5,5,421044000594,112
PA,PENNSYLVANIA,4210530,Galeton Area SD,06223,Galeton Area Sch,421053006223,1,1,421053006223,17
PA,PENNSYLVANIA,4210590,Garnet Valley SD,01869,Garnet Valley HS,421059001869,19,19,421059001869,397
PA,PENNSYLVANIA,4210620,Gateway SD,00170,Gateway SHS,421062000170,13,13,421062000170,219
PA,PENNSYLVANIA,4210650,General McLane SD,02040,General McLane HS,421065002040,4,4,421065002040,80
PA,PENNSYLVANIA,4210710,Gettysburg Area SD,06271,Gettysburg Area HS,421071006271,12,12,421071006271,209
PA,PENNSYLVANIA,4210740,Girard SD,02043,Girard HS,421074002043,4,4,421074002043,84
PA,PENNSYLVANIA,4210830,Glendale SD,05219,Glendale JSHS,421083005219,4,4,421083005219,56
PA,PENNSYLVANIA,4210860,Governor Mifflin SD,00802,Governor Mifflin SHS,421086000802,18,18,421086000802,377
PA,PENNSYLVANIA,4210870,Great Valley SD,01424,Great Valley HS,421087001424,14,14,421087001424,294
PA,PENNSYLVANIA,4210920,Greensburg Salem SD,04373,Greensburg-Salem HS,421092004373,4,4,421092004373,13
PA,PENNSYLVANIA,4210950,Greater Johnstown SD,01251,Greater Johnstown SHS,421095001251,13,13,421095001251,71
PA,PENNSYLVANIA,4210980,Greater Latrobe SD,04845,Greater Latrobe SHS,421098004845,14,14,421098004845,311
PA,PENNSYLVANIA,4211010,Greencastle-Antrim SD,02206,Greencastle-Antrim SHS,421101002206,12,12,421101002206,214
PA,PENNSYLVANIA,4211160,Greenville Area SD,03137,Greenville JSHS,421116003137,3,3,421116003137,69
PA,PENNSYLVANIA,4211190,Greenwood SD,06341,Greenwood HS,421119006341,7,7,421119006341,52
PA,PENNSYLVANIA,4211220,Grove City Area SD,03145,Grove City Area HS,421122003145,6,6,421122003145,135
PA,PENNSYLVANIA,4211220,Grove City Area SD,06125,George Jr Republic HS,421122006125,1,1,421122006125,6
PA,PENNSYLVANIA,4211310,Halifax Area SD,06330,Halifax Area HS,421131006330,7,7,421131006330,57
PA,PENNSYLVANIA,4211340,Hamburg Area SD,00808,Hamburg Area HS,421134000808,9,9,421134000808,146
PA,PENNSYLVANIA,4211400,Hampton Township SD,05190,Hampton HS,421140005190,11,11,421140005190,238
PA,PENNSYLVANIA,4211420,Hanover Area SD,02891,Hanover Area JSHS,421142002891,6,6,421142002891,75
PA,PENNSYLVANIA,4211450,Hanover Public SD,04571,Hanover SHS,421145004571,3,3,421145004571,92
PA,PENNSYLVANIA,4211490,Harbor Creek SD,06096,Harbor Creek Senior HS,421149006096,9,9,421149006096,180
PA,PENNSYLVANIA,4211520,Harmony Area SD,07545,Harmony Area JSHS,421152007545,1,1,421152007545,16
PA,PENNSYLVANIA,4211580,Harrisburg City SD,00967,Harrisburg HS - SciTech Cmp,421158000967,4,4,421158000967,79
PA,PENNSYLVANIA,4211580,Harrisburg City SD,06333,Harrisburg HS,421158006333,22,14,421158006333,247
PA,PENNSYLVANIA,4211580,Harrisburg City SD,07583,Cougar Academy,421158007583,1,1,421158007583,13
PA,PENNSYLVANIA,4211610,Hatboro-Horsham SD,03272,Hatboro-Horsham SHS,421161003272,18,18,421161003272,396
PA,PENNSYLVANIA,4211670,Haverford Township SD,01879,Haverford SHS,421167001879,19,19,421167001879,463
PA,PENNSYLVANIA,4211700,Hazleton Area SD,00026,Hazleton Area HS,421170000026,37,37,421170000026,693
PA,PENNSYLVANIA,4211730,Saucon Valley SD,05352,Saucon Valley SHS,421173005352,6,6,421173005352,96
PA,PENNSYLVANIA,4211760,Hempfield Area SD,04404,Hempfield Area SHS,421176004404,22,22,421176004404,474
PA,PENNSYLVANIA,4211790,Hempfield  SD,02578,Hempfield SHS,421179002578,37,37,421179002578,412
PA,PENNSYLVANIA,4211820,Hermitage SD,03150,Hickory HS,421182003150,2,2,421182003150,106
