LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,SCH_MATHCLASSES_ALG,SCH_MATHCERT_ALG,NCESSCH,Total_Alg1_enroll_students,Total_Alg1_pass_students
AL,ALABAMA,0102220,Madison County,00843,New Hope High School,10222000843,2,2,010222000843,86,61
AL,ALABAMA,0102220,Madison County,00848,Sparkman High School,10222000848,3,3,010222000848,21,19
AL,ALABAMA,0102220,Madison County,01683,Buckhorn High School,10222001683,17,17,010222001683,139,113
AL,ALABAMA,0102220,Madison County,01821,Sparkman Ninth Grade School,10222001821,22,22,010222001821,377,365
AL,ALABAMA,0102250,Marengo County,00852,Amelia L Johnson High School,10225000852,1,0,010225000852,11,11
AL,ALABAMA,0102250,Marengo County,00856,Marengo High School,10225000856,2,2,010225000856,11,11
AL,ALABAMA,0102250,Marengo County,00857,Sweet Water High School,10225000857,2,2,010225000857,45,38
AL,ALABAMA,0102310,Marion County,00862,Brilliant High School,10231000862,3,3,010231000862,23,21
AL,ALABAMA,0102310,Marion County,00863,Marion County High School,10231000863,5,5,010231000863,62,61
AL,ALABAMA,0102310,Marion County,00866,Hackleburg High School,10231000866,2,2,010231000866,33,33
AL,ALABAMA,0102310,Marion County,00868,Hamilton High School,10231000868,130,6,010231000868,130,121
AL,ALABAMA,0102310,Marion County,00869,Phillips High School,10231000869,2,2,010231000869,43,42
AL,ALABAMA,0102310,Marion County,00985,Marion County Alternative School,10231000985,1,1,010231000985,1,1
AL,ALABAMA,0102350,Midfield City,00891,Midfield High School,10235000891,3,0,010235000891,79,68
AL,ALABAMA,0102370,Mobile County,00898,Ben C Rain High School,10237000898,4,1,010237000898,180,157
AL,ALABAMA,0102370,Mobile County,00899,Baker High School,10237000899,7,7,010237000899,397,333
AL,ALABAMA,0102370,Mobile County,00900,Mattie T Blount High School,10237000900,6,5,010237000900,229,227
AL,ALABAMA,0102370,Mobile County,00906,Citronelle High School,10237000906,3,3,010237000906,240,209
AL,ALABAMA,0102370,Mobile County,00912,WP Davidson High School,10237000912,5,5,010237000912,417,306
AL,ALABAMA,0102370,Mobile County,00934,Mary G Montgomery High School,10237000934,8,5,010237000934,371,313
AL,ALABAMA,0102370,Mobile County,00942,Murphy High School,10237000942,7,7,010237000942,369,280
AL,ALABAMA,0102370,Mobile County,00962,John L Leflore Magnet School,10237000962,7,7,010237000962,195,157
AL,ALABAMA,0102370,Mobile County,00989,Alma Bryant High School,10237000989,9,8,010237000989,437,382
AL,ALABAMA,0102370,Mobile County,01686,Continuous Learning Center,10237001686,1,1,010237001686,47,22
AL,ALABAMA,0102400,Monroe County,00973,Monroe County High School,10240000973,2,2,010240000973,31,28
AL,ALABAMA,0102400,Monroe County,00975,Excel High School,10240000975,2,1,010240000975,58,54
AL,ALABAMA,0102400,Monroe County,00979,J F Shields High School,10240000979,2,2,010240000979,16,16
AL,ALABAMA,0102400,Monroe County,00980,J U Blacksher School,10240000980,2,2,010240000980,53,38
AL,ALABAMA,0102400,Monroe County,01087,C P Carmichael Alternative School,10240001087,1,1,010240001087,37,37
AL,ALABAMA,0102430,Montgomery County,00504,Booker T Washington Magnet High School,10243000504,3,3,010243000504,69,69
AL,ALABAMA,0102430,Montgomery County,01011,Fews Secondary Acceleration Academy,10243001011,5,5,010243001011,38,38
AL,ALABAMA,0102430,Montgomery County,01015,Carver Senior High School,10243001015,16,16,010243001015,279,154
AL,ALABAMA,0102430,Montgomery County,01024,Jefferson Davis High School,10243001024,20,20,010243001024,442,306
AL,ALABAMA,0102430,Montgomery County,01035,Lee High School,10243001035,16,6,010243001035,374,274
AL,ALABAMA,0102430,Montgomery County,01036,Lanier Senior High School,10243001036,12,12,010243001036,279,215
AL,ALABAMA,0102430,Montgomery County,01457,Brewbaker Technology Magnet High School,10243001457,3,3,010243001457,68,68
AL,ALABAMA,0102430,Montgomery County,02214,Park Crossing High School,10243002214,11,3,010243002214,235,197
AL,ALABAMA,0102480,Morgan County,01042,Danville High School,10248001042,1,1,010248001042,23,23
AL,ALABAMA,0102480,Morgan County,01044,Falkville High School,10248001044,1,1,010248001044,31,28
AL,ALABAMA,0102480,Morgan County,01048,Priceville High School,10248001048,2,2,010248001048,50,50
AL,ALABAMA,0102480,Morgan County,01052,West Morgan High School,10248001052,7,7,010248001052,33,33
AL,ALABAMA,0102480,Morgan County,01696,Albert P Brewer High School,10248001696,6,6,010248001696,126,120
AL,ALABAMA,0102490,Mountain Brook City,01057,Mountain Brook Junior High School,10249001057,10,10,010249001057,200,200
AL,ALABAMA,0102520,Muscle Shoals City,01062,Muscle Shoals High School,10252001062,8,8,010252001062,164,146
AL,ALABAMA,0102550,Oneonta City,01064,Oneonta High School,10255001064,5,5,010255001064,147,146
AL,ALABAMA,0102580,Opelika City,01070,Opelika High School,10258001070,22,22,010258001070,253,204
AL,ALABAMA,0102610,Opp City,01073,Opp High School,10261001073,6,6,010261001073,56,53
AL,ALABAMA,0102640,Ozark City,01080,Carroll High School,10264001080,6,6,010264001080,179,161
AL,ALABAMA,0102650,Pell City,01573,Pell City High School,10265001573,6,6,010265001573,175,137
AL,ALABAMA,0102670,Perry County,01577,Robert C Hatch High School,10267001577,3,2,010267001577,54,50
AL,ALABAMA,0102670,Perry County,01734,Francis Marion School,10267001734,3,2,010267001734,51,51
AL,ALABAMA,0102700,Phenix City,01088,Central High School,10270001088,19,19,010270001088,372,290
AL,ALABAMA,0102700,Phenix City,02140,Central Freshman Academy,10270002140,22,22,010270002140,385,339
AL,ALABAMA,0102730,Pickens County,01098,Aliceville High School,10273001098,3,3,010273001098,63,63
AL,ALABAMA,0102730,Pickens County,01102,Pickens County High School,10273001102,3,3,010273001102,40,40
AL,ALABAMA,0102730,Pickens County,01104,Gordo High School,10273001104,3,3,010273001104,95,95
AL,ALABAMA,0102760,Piedmont City,01108,Piedmont High School,10276001108,2,2,010276001108,51,46
AL,ALABAMA,0102790,Pike County,01112,Pike County High School,10279001112,3,3,010279001112,60,56
AL,ALABAMA,0102790,Pike County,01114,Goshen High School,10279001114,3,3,010279001114,61,59
AL,ALABAMA,0102820,Randolph County,01119,Randolph County High School,10282001119,3,3,010282001119,75,75
AL,ALABAMA,0102820,Randolph County,01123,Wadley High School,10282001123,1,1,010282001123,14,14
AL,ALABAMA,0102820,Randolph County,01125,Woodland High School,10282001125,3,3,010282001125,58,58
AL,ALABAMA,0102850,Roanoke City,01126,Handley High School,10285001126,5,5,010285001126,109,109
AL,ALABAMA,0102880,Russell County,01802,Russell County High School,10288001802,12,12,010288001802,246,166
AL,ALABAMA,0102910,Russellville City,01142,Russellville High School,10291001142,10,10,010291001142,226,223
AL,ALABAMA,0102940,Scottsboro City,01147,Scottsboro High School,10294001147,8,8,010294001147,211,201
AL,ALABAMA,0102970,Selma City,01160,Selma High School,10297001160,8,8,010297001160,213,207
AL,ALABAMA,0103000,Sheffield City,01164,Sheffield High School,10300001164,5,3,010300001164,71,61
AL,ALABAMA,0103030,Shelby County,01170,Calera High,10303001170,11,11,010303001170,801,801
AL,ALABAMA,0103030,Shelby County,01171,Chelsea High School,10303001171,15,15,010303001171,299,270
AL,ALABAMA,0103030,Shelby County,01174,Shelby County High School,10303001174,5,5,010303001174,76,62
AL,ALABAMA,0103030,Shelby County,01177,Montevallo High School,10303001177,5,5,010303001177,82,78
AL,ALABAMA,0103030,Shelby County,01187,Vincent Middle High School,10303001187,4,4,010303001187,82,52
AL,ALABAMA,0103030,Shelby County,01189,Oak Mountain High School,10303001189,15,15,010303001189,236,216
AL,ALABAMA,0103030,Shelby County,02191,Helena High School,10303002191,10,3,010303002191,186,179
AL,ALABAMA,0103062,St Clair County,01362,Ashville High School,10306201362,4,0,010306201362,96,6
AL,ALABAMA,0103062,St Clair County,01367,Saint Clair County High School,10306201367,6,6,010306201367,34,33
AL,ALABAMA,0103062,St Clair County,01376,Ragland High School,10306201376,2,2,010306201376,20,20
AL,ALABAMA,0103062,St Clair County,01377,Springville High School,10306201377,6,6,010306201377,127,109
AL,ALABAMA,0103062,St Clair County,01591,Moody High School,10306201591,6,0,010306201591,170,149
AL,ALABAMA,0103090,Sumter County,02201,Sumter Central High School,10309002201,5,0,010309002201,85,83
AL,ALABAMA,0103120,Sylacauga City,01200,Sylacauga High School,10312001200,5,5,010312001200,127,127
AL,ALABAMA,0103150,Talladega City,01207,Talladega High School,10315001207,6,6,010315001207,127,120
AL,ALABAMA,0103180,Talladega County,01210,BB Comer Memorial High School,10318001210,3,3,010318001210,27,27
AL,ALABAMA,0103180,Talladega County,01213,Childersburg High School,10318001213,2,2,010318001213,51,51
AL,ALABAMA,0103180,Talladega County,01214,Lincoln High School,10318001214,4,4,010318001214,73,47
AL,ALABAMA,0103180,Talladega County,01215,Talladega County Central High,10318001215,1,1,010318001215,31,1
AL,ALABAMA,0103180,Talladega County,01216,Fayetteville High School,10318001216,2,2,010318001216,32,32
AL,ALABAMA,0103180,Talladega County,01220,Munford High School,10318001220,1,1,010318001220,21,21
AL,ALABAMA,0103180,Talladega County,01226,Winterboro High School,10318001226,2,1,010318001226,21,21
AL,ALABAMA,0103210,Tallapoosa County,00038,Horseshoe Bend High School,10321000038,3,3,010321000038,46,46
AL,ALABAMA,0103210,Tallapoosa County,01229,Dadeville High School,10321001229,3,3,010321001229,57,55
AL,ALABAMA,0103210,Tallapoosa County,01234,Reeltown High School,10321001234,5,5,010321001234,71,68
AL,ALABAMA,0103240,Tallassee City,01238,Tallassee High School,10324001238,2,2,010324001238,37,37
AL,ALABAMA,0103270,Tarrant City,01240,Tarrant High School,10327001240,3,3,010327001240,67,57
AL,ALABAMA,0103300,Thomasville City,01248,Thomasville High School,10330001248,7,7,010330001248,62,59
AL,ALABAMA,0103330,Troy City,01602,Charles Henderson High School,10333001602,6,6,010333001602,113,52
AL,ALABAMA,0103360,Tuscaloosa City,01608,Central High School,10336001608,14,14,010336001608,200,124
AL,ALABAMA,0103360,Tuscaloosa City,02101,Paul W Bryant High School,10336002101,16,16,010336002101,265,228
AL,ALABAMA,0103360,Tuscaloosa City,02102,Northridge High School,10336002102,12,12,010336002102,201,185
AL,ALABAMA,0103390,Tuscaloosa County,00052,Hillcrest High School,10339000052,6,6,010339000052,153,153
AL,ALABAMA,0103390,Tuscaloosa County,01274,Brookwood High School,10339001274,18,18,010339001274,431,400
AL,ALABAMA,0103390,Tuscaloosa County,01282,Holt High School,10339001282,5,5,010339001282,85,53
AL,ALABAMA,0103390,Tuscaloosa County,01287,Northside High School,10339001287,8,8,010339001287,176,145
AL,ALABAMA,0103390,Tuscaloosa County,01291,Tuscaloosa County High School,10339001291,17,17,010339001291,400,344
AL,ALABAMA,0103390,Tuscaloosa County,02153,Sipsey Valley High School,10339002153,3,3,010339002153,65,63
AL,ALABAMA,0103420,Tuscumbia City,01297,Deshler High School,10342001297,12,12,010342001297,140,139
AL,ALABAMA,0103430,Vestavia Hills City,01304,Vestavia Hills High School,10343001304,21,18,010343001304,367,348
AL,ALABAMA,0103450,Walker County,00135,Carbon Hill High School,10345000135,5,5,010345000135,137,116
AL,ALABAMA,0103450,Walker County,01308,Cordova High School,10345001308,11,11,010345001308,124,122
AL,ALABAMA,0103450,Walker County,01310,Curry High School,10345001310,13,13,010345001310,217,217
AL,ALABAMA,0103450,Walker County,01311,Dora High School,10345001311,4,4,010345001311,80,77
AL,ALABAMA,0103450,Walker County,01320,Oakman High School,10345001320,11,11,010345001320,96,85
AL,ALABAMA,0103480,Washington County,01335,Washington County High School,10348001335,2,2,010348001335,39,26
AL,ALABAMA,0103480,Washington County,01336,Fruitdale High School,10348001336,3,3,010348001336,32,30
AL,ALABAMA,0103480,Washington County,01337,Leroy High School,10348001337,3,3,010348001337,56,55
AL,ALABAMA,0103480,Washington County,01339,Millry High School,10348001339,2,2,010348001339,28,28
AL,ALABAMA,0103510,Wilcox County,01419,Wilcox County Alternative School,10351001419,1,1,010351001419,1,1
AL,ALABAMA,0103510,Wilcox County,01780,Wilcox Central High School,10351001780,5,5,010351001780,116,1
AL,ALABAMA,0103540,Winfield City,01355,Winfield High School,10354001355,4,4,010354001355,57,57
AL,ALABAMA,0103580,Winston County,01356,Addison High School,10358001356,59,4,010358001356,59,55
AL,ALABAMA,0103580,Winston County,01357,Winston County High School,10358001357,7,1,010358001357,91,71
AL,ALABAMA,0103580,Winston County,01359,Lynn High School,10358001359,24,24,010358001359,24,24
AL,ALABAMA,0103580,Winston County,01360,Meek High School,10358001360,3,3,010358001360,32,32
AK,ALASKA,0200001,Lower Kuskokwim School District,00206,Joann A. Alexie Memorial School,20000100206,8,8,020000100206,51,51
AK,ALASKA,0200001,Lower Kuskokwim School District,00208,Bethel Regional High School,20000100208,8,8,020000100208,150,71
AK,ALASKA,0200001,Lower Kuskokwim School District,00209,Chaputnguak School,20000100209,2,2,020000100209,81,43
AK,ALASKA,0200001,Lower Kuskokwim School District,00210,Chief Paul Memorial School,20000100210,3,3,020000100210,102,80
AK,ALASKA,0200001,Lower Kuskokwim School District,00211,Ayagina'ar Elitnaurvik,20000100211,5,5,020000100211,63,58
AK,ALASKA,0200001,Lower Kuskokwim School District,00212,Kwigillingok School,20000100212,2,2,020000100212,66,58
AK,ALASKA,0200001,Lower Kuskokwim School District,00213,Nelson Island Area School,20000100213,6,6,020000100213,75,37
AK,ALASKA,0200001,Lower Kuskokwim School District,00214,Anna Tobeluk Memorial School,20000100214,4,4,020000100214,101,65
AK,ALASKA,0200001,Lower Kuskokwim School District,00318,Kuskokwim Learning Academy,20000100318,14,14,020000100318,73,29
AK,ALASKA,0200001,Lower Kuskokwim School District,00389,Paul T. Albert Memorial School,20000100389,2,2,020000100389,47,30
AK,ALASKA,0200001,Lower Kuskokwim School District,00391,Akula Elitnaurvik School,20000100391,2,2,020000100391,15,13
AK,ALASKA,0200001,Lower Kuskokwim School District,00392,Eek School,20000100392,2,2,020000100392,30,22
AK,ALASKA,0200001,Lower Kuskokwim School District,00406,Lewis Angapak Memorial School,20000100406,2,2,020000100406,93,41
AK,ALASKA,0200001,Lower Kuskokwim School District,00408,Nuniwarmiut School,20000100408,1,1,020000100408,3,2
AK,ALASKA,0200001,Lower Kuskokwim School District,00409,William Miller Memorial School,20000100409,6,6,020000100409,13,7
AK,ALASKA,0200001,Lower Kuskokwim School District,00438,Ket'acik/Aapalluk Memorial School,20000100438,6,6,020000100438,46,27
AK,ALASKA,0200001,Lower Kuskokwim School District,00439,Z. John Williams Memorial School,20000100439,4,4,020000100439,80,43
AK,ALASKA,0200001,Lower Kuskokwim School District,00440,Ayaprun School,20000100440,4,4,020000100440,57,54
AK,ALASKA,0200001,Lower Kuskokwim School District,00441,Kuinerrarmiut Elitnaurviat,20000100441,6,6,020000100441,76,60
AK,ALASKA,0200001,Lower Kuskokwim School District,00474,Negtemiut Elitnaurviat School,20000100474,6,6,020000100474,33,32
AK,ALASKA,0200001,Lower Kuskokwim School District,00475,Qugcuun Memorial School,20000100475,1,1,020000100475,4,1
AK,ALASKA,0200001,Lower Kuskokwim School District,00476,Rocky Mountain School,20000100476,3,3,020000100476,1,1
AK,ALASKA,0200001,Lower Kuskokwim School District,00619,Akiuk Memorial School,20000100619,2,2,020000100619,33,29
AK,ALASKA,0200003,Lower Yukon School District,00216,Alakanuk School,20000300216,1,1,020000300216,6,6
AK,ALASKA,0200003,Lower Yukon School District,00217,Emmonak School,20000300217,1,1,020000300217,6,6
AK,ALASKA,0200003,Lower Yukon School District,00218,Marshall School,20000300218,2,2,020000300218,2,1
AK,ALASKA,0200003,Lower Yukon School District,00219,Hooper Bay School,20000300219,3,0,020000300219,21,20
AK,ALASKA,0200003,Lower Yukon School District,00220,Mountain Village School,20000300220,2,2,020000300220,8,6
AK,ALASKA,0200003,Lower Yukon School District,00222,Russian Mission School,20000300222,2,2,020000300222,9,6
AK,ALASKA,0200003,Lower Yukon School District,00410,Pilot Station School,20000300410,1,1,020000300410,7,6
AK,ALASKA,0200003,Lower Yukon School District,00411,Kotlik School,20000300411,1,0,020000300411,3,3
AK,ALASKA,0200003,Lower Yukon School District,00412,Scammon Bay School,20000300412,3,1,020000300412,12,12
AK,ALASKA,0200003,Lower Yukon School District,00413,Nunam Iqua School,20000300413,1,0,020000300413,6,6
AK,ALASKA,0200004,Yupiit School District,00579,Akiachak School,20000400579,2,2,020000400579,13,11
AK,ALASKA,0200004,Yupiit School District,00623,Tuluksak School,20000400623,1,1,020000400623,18,6
AK,ALASKA,0200004,Yupiit School District,00624,Akiak School,20000400624,3,3,020000400624,11,3
AK,ALASKA,0200005,Kashunamiut School District,00582,Chevak School,20000500582,2,2,020000500582,24,16
AK,ALASKA,0200006,Mount Edgecumbe High School Agency,00558,Mt. Edgecumbe High School,20000600558,5,5,020000600558,79,69
AK,ALASKA,0200007,Aleutians East Borough School District,00007,False Pass School,20000700007,1,0,020000700007,1,1
AK,ALASKA,0200007,Aleutians East Borough School District,00177,King Cove School,20000700177,1,1,020000700177,8,8
AK,ALASKA,0200007,Aleutians East Borough School District,00461,Sand Point School,20000700461,1,1,020000700461,10,10
AK,ALASKA,0200020,Bering Strait School District,00012,Gambell School,20002000012,1,1,020002000012,8,8
AK,ALASKA,0200020,Bering Strait School District,00013,Koyuk-Malimiut School,20002000013,1,1,020002000013,6,6
AK,ALASKA,0200020,Bering Strait School District,00014,Hogarth Kingeekuk Sr. Memorial School,20002000014,1,1,020002000014,15,15
AK,ALASKA,0200020,Bering Strait School District,00015,Shishmaref School,20002000015,1,1,020002000015,11,11
AK,ALASKA,0200020,Bering Strait School District,00016,James C. Isabell School,20002000016,1,1,020002000016,10,10
AK,ALASKA,0200020,Bering Strait School District,00017,Unalakleet School,20002000017,1,1,020002000017,8,8
AK,ALASKA,0200020,Bering Strait School District,00019,White Mountain School,20002000019,1,1,020002000019,5,5
AK,ALASKA,0200020,Bering Strait School District,00421,Aniguiin School,20002000421,1,1,020002000421,7,5
AK,ALASKA,0200020,Bering Strait School District,00422,Martin L. Olson School,20002000422,1,1,020002000422,3,3
AK,ALASKA,0200020,Bering Strait School District,00466,Shaktoolik School,20002000466,1,1,020002000466,5,5
AK,ALASKA,0200020,Bering Strait School District,00467,Anthony A. Andrews School,20002000467,1,1,020002000467,8,8
AK,ALASKA,0200020,Bering Strait School District,00468,Tukurngailnguq School,20002000468,2,2,020002000468,14,9
AK,ALASKA,0200020,Bering Strait School District,00499,Diomede School,20002000499,1,1,020002000499,1,1
AK,ALASKA,0200030,Bristol Bay Borough School District,00020,Bristol Bay Middle/High School,20003000020,1,1,020003000020,7,6
AK,ALASKA,0200030,Bristol Bay Borough School District,00751,Bristol Bay Correspondence,20003000751,1,0,020003000751,1,1
