LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,NCESSCH,SCH_MATHCERT_GEOM,SCH_MATHCLASSES_GEOM,Total_Geomty_enroll_students
AL,ALABAMA,0100870,Conecuh County,01766,Hillcrest High School,010087001766,010087001766,5,5,96
AL,ALABAMA,0100900,Coosa County,01749,Central High School,010090001749,010090001749,2,2,46
AL,ALABAMA,0100930,Covington County,00360,Florala High School,010093000360,010093000360,3,3,41
AL,ALABAMA,0100930,Covington County,00361,Pleasant Home School,010093000361,010093000361,2,2,42
AL,ALABAMA,0100930,Covington County,00362,Red Level High School,010093000362,010093000362,3,3,37
AL,ALABAMA,0100930,Covington County,00363,Straughn High School,010093000363,010093000363,5,5,89
AL,ALABAMA,0100960,Crenshaw County,00365,Brantley High School,010096000365,010096000365,2,2,57
AL,ALABAMA,0100960,Crenshaw County,00367,Highland Home School,010096000367,010096000367,3,3,74
AL,ALABAMA,0100960,Crenshaw County,00368,Luverne High School,010096000368,010096000368,3,3,71
AL,ALABAMA,0100990,Cullman City,00370,Cullman High School,010099000370,010099000370,10,10,142
AL,ALABAMA,0101020,Cullman County,00374,Cold Springs High School,010102000374,010102000374,3,3,81
AL,ALABAMA,0101020,Cullman County,00377,Fairview High School,010102000377,010102000377,0,4,78
AL,ALABAMA,0101020,Cullman County,00379,Good Hope High School,010102000379,010102000379,4,4,95
AL,ALABAMA,0101020,Cullman County,00380,Hanceville High School,010102000380,010102000380,5,5,111
AL,ALABAMA,0101020,Cullman County,00381,Holly Pond High School,010102000381,010102000381,3,3,39
AL,ALABAMA,0101020,Cullman County,00385,Vinemont High School,010102000385,010102000385,3,3,58
AL,ALABAMA,0101020,Cullman County,00387,West Point High School,010102000387,010102000387,5,5,86
AL,ALABAMA,0101050,Dale County,00388,Ariton School,010105000388,010105000388,2,2,56
AL,ALABAMA,0101050,Dale County,00389,Dale County High School,010105000389,010105000389,6,6,86
AL,ALABAMA,0101050,Dale County,00390,George W Long High School,010105000390,010105000390,4,4,71
AL,ALABAMA,0101080,Daleville City,00394,Daleville High School,010108000394,010108000394,4,4,80
AL,ALABAMA,0101110,Dallas County,00397,Dallas County High School,010111000397,010111000397,0,6,118
AL,ALABAMA,0101110,Dallas County,00402,Keith MiddleHigh School,010111000402,010111000402,2,2,40
AL,ALABAMA,0101110,Dallas County,00406,Southside High School,010111000406,010111000406,4,5,92
AL,ALABAMA,0101140,DeKalb County,00411,Collinsville High School,010114000411,010114000411,3,3,62
AL,ALABAMA,0101140,DeKalb County,00415,Fyffe High School,010114000415,010114000415,2,2,30
AL,ALABAMA,0101140,DeKalb County,00416,Geraldine School,010114000416,010114000416,4,4,91
AL,ALABAMA,0101140,DeKalb County,00419,Ider School,010114000419,010114000419,2,2,29
AL,ALABAMA,0101140,DeKalb County,00422,Plainview School,010114000422,010114000422,3,3,80
AL,ALABAMA,0101140,DeKalb County,00424,Sylvania School,010114000424,010114000424,2,2,51
AL,ALABAMA,0101140,DeKalb County,00425,Valley Head High School,010114000425,010114000425,3,3,54
AL,ALABAMA,0101170,Decatur City,00426,Austin High School,010117000426,010117000426,25,25,235
AL,ALABAMA,0101170,Decatur City,00429,Decatur High School,010117000429,010117000429,16,16,168
AL,ALABAMA,0101200,Demopolis City,00148,Demopolis High School,010120000148,010120000148,7,7,129
AL,ALABAMA,0101230,Dothan City,00445,Dothan High School,010123000445,010123000445,12,12,308
AL,ALABAMA,0101230,Dothan City,01501,Northview High School,010123001501,010123001501,9,9,204
AL,ALABAMA,0101260,Elba City,00461,Elba High School,010126000461,010126000461,2,2,58
AL,ALABAMA,0101290,Elmore County,00463,Elmore County High School,010129000463,010129000463,5,5,123
AL,ALABAMA,0101290,Elmore County,00465,Holtville High School,010129000465,010129000465,6,6,119
AL,ALABAMA,0101290,Elmore County,00468,Stanhope Elmore High School,010129000468,010129000468,12,12,168
AL,ALABAMA,0101290,Elmore County,00471,Wetumpka High School,010129000471,010129000471,12,12,155
AL,ALABAMA,0101290,Elmore County,99998,ELMORE COUNTY ALTERNATIVE PROGRAMs,010129099998,010129099998,1,1,49
AL,ALABAMA,0101320,Enterprise City,00476,Enterprise High School,010132000476,010132000476,22,22,754
AL,ALABAMA,0101350,Escambia County,00484,Escambia County High School,010135000484,010135000484,2,6,116
AL,ALABAMA,0101350,Escambia County,00487,Flomaton High School,010135000487,010135000487,4,4,82
AL,ALABAMA,0101350,Escambia County,00492,W S Neal High School,010135000492,010135000492,0,6,97
AL,ALABAMA,0101380,Etowah County,00496,Gaston High School,010138000496,010138000496,3,3,51
AL,ALABAMA,0101380,Etowah County,00498,Glencoe High School,010138000498,010138000498,3,3,44
AL,ALABAMA,0101380,Etowah County,00505,Sardis High School,010138000505,010138000505,6,6,71
AL,ALABAMA,0101380,Etowah County,00506,Southside High School,010138000506,010138000506,9,9,179
AL,ALABAMA,0101380,Etowah County,00507,West End High School,010138000507,010138000507,3,3,57
AL,ALABAMA,0101380,Etowah County,01662,Hokes Bluff High School,010138001662,010138001662,3,3,77
AL,ALABAMA,0101410,Eufaula City,00511,Eufaula High School,010141000511,010141000511,4,4,252
AL,ALABAMA,0101440,Fairfield City,00516,Fairfield High Preparatory School,010144000516,010144000516,2,2,44
AL,ALABAMA,0101470,Fayette County,00521,Berry High School,010147000521,010147000521,37,37,37
AL,ALABAMA,0101470,Fayette County,00525,Hubbertville School,010147000525,010147000525,2,2,34
AL,ALABAMA,0101470,Fayette County,01787,Fayette County High School,010147001787,010147001787,6,6,131
AL,ALABAMA,0101530,Florence City,00528,Florence High School,010153000528,010153000528,13,13,239
AL,ALABAMA,0101530,Florence City,00531,Florence Freshman Center,010153000531,010153000531,12,12,109
AL,ALABAMA,0101560,Fort Payne City,00538,Fort Payne High School,010156000538,010156000538,10,10,219
AL,ALABAMA,0101590,Franklin County,00541,Belgreen High School,010159000541,010159000541,3,3,40
AL,ALABAMA,0101590,Franklin County,00544,Phil Campbell High School,010159000544,010159000544,3,3,71
AL,ALABAMA,0101590,Franklin County,00545,Red Bay High School,010159000545,010159000545,2,2,53
AL,ALABAMA,0101590,Franklin County,00548,Vina High School,010159000548,010159000548,2,2,13
AL,ALABAMA,0101590,Franklin County,01869,Tharptown High School,010159001869,010159001869,2,2,66
AL,ALABAMA,0101620,Gadsden City,01824,Gadsden City High School,010162001824,010162001824,22,22,359
AL,ALABAMA,0101640,Geneva City,00567,Geneva High School,010164000567,010164000567,4,4,82
AL,ALABAMA,0101660,Geneva County,00570,Geneva County High School,010166000570,010166000570,3,4,67
AL,ALABAMA,0101660,Geneva County,00571,Samson High School,010166000571,010166000571,2,2,49
AL,ALABAMA,0101660,Geneva County,01519,Slocomb High School,010166001519,010166001519,5,5,124
AL,ALABAMA,0101680,Greene County,00576,Greene County High School,010168000576,010168000576,4,4,89
AL,ALABAMA,0101690,Guntersville City,00582,Guntersville High School,010169000582,010169000582,6,6,128
AL,ALABAMA,0101710,Hale County,00588,Hale County High School,010171000588,010171000588,4,4,70
AL,ALABAMA,0101710,Hale County,02162,Greensboro High School,010171002162,010171002162,0,3,77
AL,ALABAMA,0101720,Haleyville City,00594,Haleyville High School,010172000594,010172000594,8,8,126
AL,ALABAMA,0101730,Hartselle City,00599,Hartselle High School,010173000599,010173000599,7,7,276
AL,ALABAMA,0101740,Henry County,00600,Abbeville High School,010174000600,010174000600,3,3,50
AL,ALABAMA,0101740,Henry County,00604,Headland High School,010174000604,010174000604,5,5,84
AL,ALABAMA,0101760,Homewood City,00608,Homewood High School,010176000608,010176000608,12,15,325
AL,ALABAMA,0101770,Houston County,00611,Ashford High School,010177000611,010177000611,5,5,120
AL,ALABAMA,0101770,Houston County,00612,Cottonwood High School,010177000612,010177000612,3,3,63
AL,ALABAMA,0101770,Houston County,00614,Houston County High School,010177000614,010177000614,5,5,65
AL,ALABAMA,0101770,Houston County,00615,Rehobeth High School,010177000615,010177000615,3,3,127
AL,ALABAMA,0101770,Houston County,00617,Wicksburg High School,010177000617,010177000617,4,4,83
AL,ALABAMA,0101800,Huntsville City,00629,Virgil Grissom High School,010180000629,010180000629,22,22,464
AL,ALABAMA,0101800,Huntsville City,00631,Huntsville High School,010180000631,010180000631,22,22,438
AL,ALABAMA,0101800,Huntsville City,00636,Lee High School,010180000636,010180000636,13,13,208
AL,ALABAMA,0101800,Huntsville City,01374,New Century Technology High School,010180001374,010180001374,9,9,130
AL,ALABAMA,0101800,Huntsville City,01651,Columbia High School,010180001651,010180001651,11,11,233
AL,ALABAMA,0101800,Huntsville City,02419,Jemison High School,010180002419,010180002419,17,17,229
AL,ALABAMA,0101830,Jackson County,00662,North Sand Mountain School,010183000662,010183000662,4,4,47
AL,ALABAMA,0101830,Jackson County,00663,Paint Rock Valley High School,010183000663,010183000663,1,1,2
AL,ALABAMA,0101830,Jackson County,00667,Section High School,010183000667,010183000667,3,3,65
AL,ALABAMA,0101830,Jackson County,00668,Skyline High School,010183000668,010183000668,2,2,38
AL,ALABAMA,0101830,Jackson County,00671,Woodville High School,010183000671,010183000671,2,2,34
AL,ALABAMA,0101830,Jackson County,01532,Pisgah High School,010183001532,010183001532,2,2,54
AL,ALABAMA,0101830,Jackson County,01751,North Jackson High School,010183001751,010183001751,115,115,118
AL,ALABAMA,0101860,Jacksonville City,00673,Jacksonville High School,010186000673,010186000673,5,5,93
AL,ALABAMA,0101890,Jasper City Board Of Education,00678,Jasper High School,010189000678,010189000678,9,9,201
AL,ALABAMA,0101920,Jefferson County,00469,ClayChalkville High School,010192000469,010192000469,15,15,345
AL,ALABAMA,0101920,Jefferson County,00698,Corner High School,010192000698,010192000698,7,7,78
AL,ALABAMA,0101920,Jefferson County,00702,Center Point High School,010192000702,010192000702,8,9,212
AL,ALABAMA,0101920,Jefferson County,00704,Fultondale High School,010192000704,010192000704,5,5,102
AL,ALABAMA,0101920,Jefferson County,00706,Gardendale High School,010192000706,010192000706,11,11,299
AL,ALABAMA,0101920,Jefferson County,00717,Hueytown High School,010192000717,010192000717,6,6,302
AL,ALABAMA,0101920,Jefferson County,00725,McAdory High School,010192000725,010192000725,9,9,230
AL,ALABAMA,0101920,Jefferson County,00728,Mortimer Jordan High School,010192000728,010192000728,8,8,169
AL,ALABAMA,0101920,Jefferson County,00732,Oak Grove High School,010192000732,010192000732,4,4,104
AL,ALABAMA,0101920,Jefferson County,00734,Pinson Valley High School,010192000734,010192000734,12,12,322
AL,ALABAMA,0101920,Jefferson County,00737,Pleasant Grove High School,010192000737,010192000737,6,6,148
AL,ALABAMA,0101920,Jefferson County,00744,Shades Valley High School,010192000744,010192000744,10,10,256
AL,ALABAMA,0101920,Jefferson County,01752,Minor High School,010192001752,010192001752,6,6,158
AL,ALABAMA,0101950,Lamar County,00756,Sulligent School,010195000756,010195000756,3,3,71
AL,ALABAMA,0101950,Lamar County,01511,Lamar County HighIntermediate,010195001511,010195001511,3,3,37
AL,ALABAMA,0101950,Lamar County,01720,South Lamar School,010195001720,010195001720,2,2,49
AL,ALABAMA,0101980,Lanett City,00759,Lanett Senior High School,010198000759,010198000759,3,3,51
AL,ALABAMA,0102010,Lauderdale County,00764,Brooks High School,010201000764,010201000764,6,6,130
AL,ALABAMA,0102010,Lauderdale County,00765,Central High School,010201000765,010201000765,5,5,78
AL,ALABAMA,0102010,Lauderdale County,00767,Lauderdale County High School,010201000767,010201000767,5,5,73
AL,ALABAMA,0102010,Lauderdale County,00770,Lexington School,010201000770,010201000770,4,4,72
AL,ALABAMA,0102010,Lauderdale County,00772,Rogers High School,010201000772,010201000772,4,4,93
AL,ALABAMA,0102010,Lauderdale County,00774,Waterloo High School,010201000774,010201000774,2,2,21
AL,ALABAMA,0102010,Lauderdale County,00775,Wilson High School,010201000775,010201000775,6,6,101
AL,ALABAMA,0102040,Lawrence County,00776,R A Hubbard High School,010204000776,010204000776,2,2,23
AL,ALABAMA,0102040,Lawrence County,00780,Hatton High School,010204000780,010204000780,3,64,64
AL,ALABAMA,0102040,Lawrence County,00783,Lawrence County High School,010204000783,010204000783,6,6,137
AL,ALABAMA,0102040,Lawrence County,01546,East Lawrence High School,010204001546,010204001546,4,75,87
AL,ALABAMA,0102070,Lee County,00790,Beauregard High School,010207000790,010207000790,5,5,88
AL,ALABAMA,0102070,Lee County,00791,Beulah High School,010207000791,010207000791,3,3,45
AL,ALABAMA,0102070,Lee County,00792,Loachapoka High School,010207000792,010207000792,3,3,39
AL,ALABAMA,0102070,Lee County,00795,Smiths Station High School,010207000795,010207000795,11,11,277
AL,ALABAMA,0102070,Lee County,02197,Smith Station Freshman Center,010207002197,010207002197,7,7,134
AL,ALABAMA,0102070,Lee County,99999,Lee County Learning Center,010207099999,010207099999,1,1,25
AL,ALABAMA,0102100,Limestone County,00797,Ardmore High School,010210000797,010210000797,9,9,135
AL,ALABAMA,0102100,Limestone County,00799,Clements High School,010210000799,010210000799,3,3,55
AL,ALABAMA,0102100,Limestone County,00808,Tanner High School,010210000808,010210000808,5,5,54
AL,ALABAMA,0102100,Limestone County,00810,West Limestone High School,010210000810,010210000810,4,4,110
AL,ALABAMA,0102100,Limestone County,01549,Elkmont High School,010210001549,010210001549,4,4,87
AL,ALABAMA,0102130,Linden City,00813,Linden High School,010213000813,010213000813,2,35,35
AL,ALABAMA,0102160,Lowndes County,00815,Calhoun High School,010216000815,010216000815,1,2,49
AL,ALABAMA,0102160,Lowndes County,00817,Central High School,010216000817,010216000817,0,1,22
AL,ALABAMA,0102190,Macon County,00824,Notasulga High School,010219000824,010219000824,1,2,15
AL,ALABAMA,0102190,Macon County,01811,Booker T Washington High,010219001811,010219001811,6,6,135
AL,ALABAMA,0102220,Madison County,00556,Madison County High School,010222000556,010222000556,5,5,89
AL,ALABAMA,0102220,Madison County,00836,Hazel Green High School,010222000836,010222000836,15,15,339
AL,ALABAMA,0102220,Madison County,00843,New Hope High School,010222000843,010222000843,4,4,66
AL,ALABAMA,0102220,Madison County,00848,Sparkman High School,010222000848,010222000848,19,19,650
AL,ALABAMA,0102220,Madison County,01683,Buckhorn High School,010222001683,010222001683,13,13,411
AL,ALABAMA,0102220,Madison County,01821,Sparkman Ninth Grade School,010222001821,010222001821,8,8,211
AL,ALABAMA,0102250,Marengo County,00852,Amelia L Johnson High School,010225000852,010225000852,0,1,14
AL,ALABAMA,0102250,Marengo County,00856,Marengo High School,010225000856,010225000856,1,1,21
AL,ALABAMA,0102250,Marengo County,00857,Sweet Water High School,010225000857,010225000857,2,2,47
AL,ALABAMA,0102310,Marion County,00862,Brilliant High School,010231000862,010231000862,2,2,18
AL,ALABAMA,0102310,Marion County,00863,Marion County High School,010231000863,010231000863,3,3,45
AL,ALABAMA,0102310,Marion County,00866,Hackleburg High School,010231000866,010231000866,1,1,22
AL,ALABAMA,0102310,Marion County,00868,Hamilton High School,010231000868,010231000868,6,108,108
AL,ALABAMA,0102310,Marion County,00869,Phillips High School,010231000869,010231000869,2,2,42
AL,ALABAMA,0102310,Marion County,00985,Marion County Alternative School,010231000985,010231000985,1,1,1
AL,ALABAMA,0102350,Midfield City,00891,Midfield High School,010235000891,010235000891,3,3,86
AL,ALABAMA,0102370,Mobile County,00898,Ben C Rain High School,010237000898,010237000898,0,4,131
AL,ALABAMA,0102370,Mobile County,00899,Baker High School,010237000899,010237000899,15,15,273
AL,ALABAMA,0102370,Mobile County,00900,Mattie T Blount High School,010237000900,010237000900,0,3,114
AL,ALABAMA,0102370,Mobile County,00906,Citronelle High School,010237000906,010237000906,4,4,95
AL,ALABAMA,0102370,Mobile County,00912,WP Davidson High School,010237000912,010237000912,5,5,123
AL,ALABAMA,0102370,Mobile County,00934,Mary G Montgomery High School,010237000934,010237000934,8,12,216
AL,ALABAMA,0102370,Mobile County,00942,Murphy High School,010237000942,010237000942,8,8,89
AL,ALABAMA,0102370,Mobile County,00962,John L Leflore Magnet School,010237000962,010237000962,8,8,161
AL,ALABAMA,0102370,Mobile County,00989,Alma Bryant High School,010237000989,010237000989,6,6,86
AL,ALABAMA,0102370,Mobile County,01686,Continuous Learning Center,010237001686,010237001686,1,1,1
AL,ALABAMA,0102400,Monroe County,00973,Monroe County High School,010240000973,010240000973,7,7,80
AL,ALABAMA,0102400,Monroe County,00975,Excel High School,010240000975,010240000975,1,4,73
AL,ALABAMA,0102400,Monroe County,00979,J F Shields High School,010240000979,010240000979,1,2,23
AL,ALABAMA,0102400,Monroe County,00980,J U Blacksher School,010240000980,010240000980,5,5,94
AL,ALABAMA,0102400,Monroe County,01087,C P Carmichael Alternative School,010240001087,010240001087,1,1,10
AL,ALABAMA,0102430,Montgomery County,00504,Booker T Washington Magnet High School,010243000504,010243000504,6,6,90
AL,ALABAMA,0102430,Montgomery County,01011,Fews Secondary Acceleration Academy,010243001011,010243001011,5,5,26
AL,ALABAMA,0102430,Montgomery County,01015,Carver Senior High School,010243001015,010243001015,12,12,262
AL,ALABAMA,0102430,Montgomery County,01024,Jefferson Davis High School,010243001024,010243001024,19,19,429
AL,ALABAMA,0102430,Montgomery County,01035,Lee High School,010243001035,010243001035,15,15,399
AL,ALABAMA,0102430,Montgomery County,01036,Lanier Senior High School,010243001036,010243001036,12,12,244
AL,ALABAMA,0102430,Montgomery County,01417,Loveless Academic Magnet Program High School,010243001417,010243001417,6,6,85
AL,ALABAMA,0102430,Montgomery County,01457,Brewbaker Technology Magnet High School,010243001457,010243001457,8,8,147
AL,ALABAMA,0102430,Montgomery County,02214,Park Crossing High School,010243002214,010243002214,3,11,262
AL,ALABAMA,0102480,Morgan County,01042,Danville High School,010248001042,010248001042,5,5,95
AL,ALABAMA,0102480,Morgan County,01044,Falkville High School,010248001044,010248001044,3,3,68
AL,ALABAMA,0102480,Morgan County,01048,Priceville High School,010248001048,010248001048,6,6,131
AL,ALABAMA,0102480,Morgan County,01052,West Morgan High School,010248001052,010248001052,3,3,105
AL,ALABAMA,0102480,Morgan County,01696,Albert P Brewer High School,010248001696,010248001696,2,3,257
AL,ALABAMA,0102490,Mountain Brook City,01056,Mountain Brook High School,010249001056,010249001056,11,11,160
AL,ALABAMA,0102490,Mountain Brook City,01057,Mountain Brook Junior High School,010249001057,010249001057,3,3,158
AL,ALABAMA,0102520,Muscle Shoals City,01062,Muscle Shoals High School,010252001062,010252001062,9,9,229
AL,ALABAMA,0102550,Oneonta City,01064,Oneonta High School,010255001064,010255001064,5,5,108
AL,ALABAMA,0102580,Opelika City,01070,Opelika High School,010258001070,010258001070,32,32,341
AL,ALABAMA,0102610,Opp City,01073,Opp High School,010261001073,010261001073,3,3,48
AL,ALABAMA,0102640,Ozark City,01080,Carroll High School,010264001080,010264001080,7,7,177
AL,ALABAMA,0102650,Pell City,01573,Pell City High School,010265001573,010265001573,8,8,210
AL,ALABAMA,0102670,Perry County,01577,Robert C Hatch High School,010267001577,010267001577,0,1,26
AL,ALABAMA,0102670,Perry County,01734,Francis Marion School,010267001734,010267001734,0,6,64
AL,ALABAMA,0102700,Phenix City,01088,Central High School,010270001088,010270001088,16,16,371
AL,ALABAMA,0102700,Phenix City,02140,Central Freshman Academy,010270002140,010270002140,2,2,46
AL,ALABAMA,0102730,Pickens County,01098,Aliceville High School,010273001098,010273001098,3,3,65
AL,ALABAMA,0102730,Pickens County,01102,Pickens County High School,010273001102,010273001102,1,1,33
AL,ALABAMA,0102730,Pickens County,01104,Gordo High School,010273001104,010273001104,2,2,82
AL,ALABAMA,0102760,Piedmont City,01108,Piedmont High School,010276001108,010276001108,4,4,78
AL,ALABAMA,0102790,Pike County,01112,Pike County High School,010279001112,010279001112,4,4,89
AL,ALABAMA,0102790,Pike County,01114,Goshen High School,010279001114,010279001114,3,3,75
AL,ALABAMA,0102820,Randolph County,01119,Randolph County High School,010282001119,010282001119,3,3,72
AL,ALABAMA,0102820,Randolph County,01123,Wadley High School,010282001123,010282001123,2,2,35
AL,ALABAMA,0102820,Randolph County,01125,Woodland High School,010282001125,010282001125,3,3,56
AL,ALABAMA,0102850,Roanoke City,01126,Handley High School,010285001126,010285001126,5,5,122
AL,ALABAMA,0102880,Russell County,01802,Russell County High School,010288001802,010288001802,10,10,216
AL,ALABAMA,0102910,Russellville City,01142,Russellville High School,010291001142,010291001142,9,9,196
AL,ALABAMA,0102940,Scottsboro City,01147,Scottsboro High School,010294001147,010294001147,9,9,197
AL,ALABAMA,0102970,Selma City,01160,Selma High School,010297001160,010297001160,4,8,221
AL,ALABAMA,0103000,Sheffield City,01164,Sheffield High School,010300001164,010300001164,5,6,68
AL,ALABAMA,0103030,Shelby County,01170,Calera High,010303001170,010303001170,8,8,256
AL,ALABAMA,0103030,Shelby County,01171,Chelsea High School,010303001171,010303001171,15,15,333
AL,ALABAMA,0103030,Shelby County,01174,Shelby County High School,010303001174,010303001174,3,3,129
AL,ALABAMA,0103030,Shelby County,01177,Montevallo High School,010303001177,010303001177,4,4,104
AL,ALABAMA,0103030,Shelby County,01187,Vincent Middle High School,010303001187,010303001187,7,7,65
AL,ALABAMA,0103030,Shelby County,01189,Oak Mountain High School,010303001189,010303001189,15,15,392
AL,ALABAMA,0103030,Shelby County,02191,Helena High School,010303002191,010303002191,3,10,352
AL,ALABAMA,0103062,St Clair County,01367,Saint Clair County High School,010306201367,010306201367,5,5,142
AL,ALABAMA,0103062,St Clair County,01376,Ragland High School,010306201376,010306201376,2,2,23
AL,ALABAMA,0103090,Sumter County,02201,Sumter Central High School,010309002201,010309002201,6,9,152
AL,ALABAMA,0103120,Sylacauga City,01200,Sylacauga High School,010312001200,010312001200,6,6,142
AL,ALABAMA,0103150,Talladega City,01207,Talladega High School,010315001207,010315001207,4,6,96
AL,ALABAMA,0103180,Talladega County,01210,BB Comer Memorial High School,010318001210,010318001210,4,4,107
AL,ALABAMA,0103180,Talladega County,01213,Childersburg High School,010318001213,010318001213,3,5,95
AL,ALABAMA,0103180,Talladega County,01214,Lincoln High School,010318001214,010318001214,5,6,108
AL,ALABAMA,0103180,Talladega County,01216,Fayetteville High School,010318001216,010318001216,3,3,37
AL,ALABAMA,0103180,Talladega County,01220,Munford High School,010318001220,010318001220,5,5,69
AL,ALABAMA,0103180,Talladega County,01226,Winterboro High School,010318001226,010318001226,2,2,34
AL,ALABAMA,0103210,Tallapoosa County,00038,Horseshoe Bend High School,010321000038,010321000038,2,2,15
AL,ALABAMA,0103210,Tallapoosa County,01229,Dadeville High School,010321001229,010321001229,4,5,82
AL,ALABAMA,0103210,Tallapoosa County,01234,Reeltown High School,010321001234,010321001234,5,5,58
AL,ALABAMA,0103240,Tallassee City,01238,Tallassee High School,010324001238,010324001238,10,10,199
AL,ALABAMA,0103270,Tarrant City,01240,Tarrant High School,010327001240,010327001240,3,3,83
AL,ALABAMA,0103300,Thomasville City,01248,Thomasville High School,010330001248,010330001248,6,6,78
AL,ALABAMA,0103330,Troy City,01602,Charles Henderson High School,010333001602,010333001602,6,6,163
AL,ALABAMA,0103360,Tuscaloosa City,01608,Central High School,010336001608,010336001608,10,10,180
AL,ALABAMA,0103360,Tuscaloosa City,02101,Paul W Bryant High School,010336002101,010336002101,13,13,321
AL,ALABAMA,0103360,Tuscaloosa City,02102,Northridge High School,010336002102,010336002102,10,10,226
AL,ALABAMA,0103390,Tuscaloosa County,00052,Hillcrest High School,010339000052,010339000052,14,14,232
AL,ALABAMA,0103390,Tuscaloosa County,01274,Brookwood High School,010339001274,010339001274,11,11,232
AL,ALABAMA,0103390,Tuscaloosa County,01282,Holt High School,010339001282,010339001282,7,7,119
AL,ALABAMA,0103390,Tuscaloosa County,01287,Northside High School,010339001287,010339001287,5,5,62
AL,ALABAMA,0103390,Tuscaloosa County,01291,Tuscaloosa County High School,010339001291,010339001291,16,16,371
AL,ALABAMA,0103390,Tuscaloosa County,02153,Sipsey Valley High School,010339002153,010339002153,6,6,128
AL,ALABAMA,0103420,Tuscumbia City,01297,Deshler High School,010342001297,010342001297,7,7,134
AL,ALABAMA,0103430,Vestavia Hills City,01304,Vestavia Hills High School,010343001304,010343001304,1,1,5
AL,ALABAMA,0103450,Walker County,00135,Carbon Hill High School,010345000135,010345000135,4,4,62
AL,ALABAMA,0103450,Walker County,01308,Cordova High School,010345001308,010345001308,5,5,101
AL,ALABAMA,0103450,Walker County,01310,Curry High School,010345001310,010345001310,6,6,123
AL,ALABAMA,0103450,Walker County,01311,Dora High School,010345001311,010345001311,3,3,68
AL,ALABAMA,0103450,Walker County,01320,Oakman High School,010345001320,010345001320,4,4,103
AL,ALABAMA,0103480,Washington County,01335,Washington County High School,010348001335,010348001335,4,4,65
AL,ALABAMA,0103480,Washington County,01336,Fruitdale High School,010348001336,010348001336,1,1,59
AL,ALABAMA,0103480,Washington County,01337,Leroy High School,010348001337,010348001337,3,3,75
AL,ALABAMA,0103480,Washington County,01338,McIntosh High School,010348001338,010348001338,3,3,56
AL,ALABAMA,0103480,Washington County,01339,Millry High School,010348001339,010348001339,3,3,52
AL,ALABAMA,0103510,Wilcox County,01419,Wilcox County Alternative School,010351001419,010351001419,1,1,3
AL,ALABAMA,0103510,Wilcox County,01780,Wilcox Central High School,010351001780,010351001780,6,6,138
AL,ALABAMA,0103540,Winfield City,01355,Winfield High School,010354001355,010354001355,5,5,89
AL,ALABAMA,0103580,Winston County,01356,Addison High School,010358001356,010358001356,2,47,47
AL,ALABAMA,0103580,Winston County,01357,Winston County High School,010358001357,010358001357,3,3,55
AL,ALABAMA,0103580,Winston County,01359,Lynn High School,010358001359,010358001359,49,49,49
AL,ALABAMA,0103580,Winston County,01360,Meek High School,010358001360,010358001360,2,2,39
AK,ALASKA,0200001,Lower Kuskokwim School District,00206,Joann A. Alexie Memorial School,020000100206,020000100206,2,2,3
AK,ALASKA,0200001,Lower Kuskokwim School District,00208,Bethel Regional High School,020000100208,020000100208,4,4,87
AK,ALASKA,0200001,Lower Kuskokwim School District,00209,Chaputnguak School,020000100209,020000100209,4,4,33
AK,ALASKA,0200001,Lower Kuskokwim School District,00210,Chief Paul Memorial School,020000100210,020000100210,2,2,7
AK,ALASKA,0200001,Lower Kuskokwim School District,00211,Ayagina'ar Elitnaurvik,020000100211,020000100211,4,4,44
AK,ALASKA,0200001,Lower Kuskokwim School District,00213,Nelson Island Area School,020000100213,020000100213,4,4,18
AK,ALASKA,0200001,Lower Kuskokwim School District,00214,Anna Tobeluk Memorial School,020000100214,020000100214,4,4,62
AK,ALASKA,0200001,Lower Kuskokwim School District,00318,Kuskokwim Learning Academy,020000100318,020000100318,12,12,60
AK,ALASKA,0200001,Lower Kuskokwim School District,00392,Eek School,020000100392,020000100392,2,2,48
AK,ALASKA,0200001,Lower Kuskokwim School District,00406,Lewis Angapak Memorial School,020000100406,020000100406,2,2,28
AK,ALASKA,0200001,Lower Kuskokwim School District,00438,Ket'acik/Aapalluk Memorial School,020000100438,020000100438,2,2,30
AK,ALASKA,0200001,Lower Kuskokwim School District,00439,Z. John Williams Memorial School,020000100439,020000100439,4,4,36
AK,ALASKA,0200001,Lower Kuskokwim School District,00440,Ayaprun School,020000100440,020000100440,2,2,12
AK,ALASKA,0200001,Lower Kuskokwim School District,00441,Kuinerrarmiut Elitnaurviat,020000100441,020000100441,2,2,10
AK,ALASKA,0200001,Lower Kuskokwim School District,00474,Negtemiut Elitnaurviat School,020000100474,020000100474,2,2,23
AK,ALASKA,0200003,Lower Yukon School District,00216,Alakanuk School,020000300216,020000300216,1,1,8
AK,ALASKA,0200003,Lower Yukon School District,00217,Emmonak School,020000300217,020000300217,2,2,6
AK,ALASKA,0200003,Lower Yukon School District,00218,Marshall School,020000300218,020000300218,2,2,8
AK,ALASKA,0200003,Lower Yukon School District,00219,Hooper Bay School,020000300219,020000300219,1,3,40
AK,ALASKA,0200003,Lower Yukon School District,00220,Mountain Village School,020000300220,020000300220,1,1,11
