LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,SCH_IBENR_IND,Male_enroll_count,Female_enroll_count,NCESSCH,Total_IB_students,SCH_IBENR_IND_new
MN,MINNESOTA,2700092,MINNESOTA NEW COUNTRY SCHOOL,02487,MINNESOTA NEW COUNTRY SCHOOL,270009202487,No,0,0,270009202487,0,0
MN,MINNESOTA,2700093,PACT CHARTER SCHOOL,03030,PACT CHARTER SECONDARY,270009303030,No,0,0,270009303030,0,0
MN,MINNESOTA,2700099,YELLOW MEDICINE EAST,03539,YELLOW MEDICINE EAST HIGH SCHOOL,270009903539,No,0,0,270009903539,0,0
MN,MINNESOTA,2700100,FILLMORE CENTRAL,00691,FILLMORE CENTRAL SENIOR HIGH,270010000691,No,0,0,270010000691,0,0
MN,MINNESOTA,2700100,FILLMORE CENTRAL,05076,Fillmore Central ALP,270010005076,No,0,0,270010005076,0,0
MN,MINNESOTA,2700101,NORMAN COUNTY EAST SCHOOL DISTRICT,01695,NORMAN COUNTY EAST SECONDARY,270010101695,No,0,0,270010101695,0,0
MN,MINNESOTA,2700102,SIBLEY EAST SCHOOL DISTRICT,00134,SIBLEY EAST-ARLINGTON SENIOR HIGH,270010200134,No,0,0,270010200134,0,0
MN,MINNESOTA,2700103,CLEARBROOK-GONVICK SCHOOL DISTRICT,03468,CLEARBROOK-GONVICK SECONDARY,270010303468,No,0,0,270010303468,0,0
MN,MINNESOTA,2700104,WEST CENTRAL AREA,02566,WEST CENTRAL AREA SECONDARY,270010402566,No,0,0,270010402566,0,0
MN,MINNESOTA,2700106,A.C.G.C. PUBLIC SCHOOL DISTRICT,02570,A.C.G.C. SECONDARY,270010602570,No,0,0,270010602570,0,0
MN,MINNESOTA,2700107,GREENBUSH-MIDDLE RIVER SCHOOL DIST.,00921,Greenbush-Middle River Secondary,270010700921,No,0,0,270010700921,0,0
MN,MINNESOTA,2700108,PIPESTONE AREA SCHOOL DISTRICT,01263,PIPESTONE SENIOR HIGH,270010801263,No,0,0,270010801263,0,0
MN,MINNESOTA,2700109,LONG PRAIRIE-GREY EAGLE SCHOOL DIST,00850,LONG PRAIRIE-GREY EAGLE SECONDARY SCHOOL,270010900850,No,0,0,270010900850,0,0
MN,MINNESOTA,2700110,CEDAR MOUNTAIN SCHOOL DISTRICT,01099,CEDAR MOUNTAIN SECONDARY,270011001099,No,0,0,270011001099,0,0
MN,MINNESOTA,2700115,COMMUNITY OF PEACE ACADEMY,04163,Community of Peace Academy High Sch,270011504163,No,0,0,270011504163,0,0
MN,MINNESOTA,2700117,MINNESOTA TRANSITIONS CHARTER SCH,03262,MTS SECONDARY SCHOOL,270011703262,No,0,0,270011703262,0,0
MN,MINNESOTA,2700117,MINNESOTA TRANSITIONS CHARTER SCH,03264,VIRTUAL HIGH SCHOOL,270011703264,No,0,0,270011703264,0,0
MN,MINNESOTA,2700117,MINNESOTA TRANSITIONS CHARTER SCH,03336,MTS PEASE ACADEMY,270011703336,No,0,0,270011703336,0,0
MN,MINNESOTA,2700117,MINNESOTA TRANSITIONS CHARTER SCH,03694,Minnesota Connections Academy,270011703694,No,0,0,270011703694,0,0
MN,MINNESOTA,2700123,HOWARD LAKE-WAVERLY-WINSTED,00751,HOWARD LAKE-WAVERLY-WINSTED SEC.,270012300751,No,0,0,270012300751,0,0
MN,MINNESOTA,2700124,FAIRMONT AREA SCHOOL DISTRICT,00553,FAIRMONT JR./SR. HIGH SCHOOL,270012400553,No,0,0,270012400553,0,0
MN,MINNESOTA,2700125,LAC QUI PARLE VALLEY SCHOOL DIST.,02260,LAC QUI PARLE VALLEY SECONDARY,270012502260,No,0,0,270012502260,0,0
MN,MINNESOTA,2700126,ADA-BORUP PUBLIC SCHOOL DISTRICT,00051,ADA-BORUP SECONDARY,270012600051,No,0,0,270012600051,0,0
MN,MINNESOTA,2700127,STEPHEN-ARGYLE CENTRAL SCHOOLS,01648,STEPHEN SENIOR HIGH,270012701648,No,0,0,270012701648,0,0
MN,MINNESOTA,2700128,GLENCOE-SILVER LAKE SCHOOL DISTRICT,00630,GLENCOE-SILVER LAKE SENIOR HIGH,270012800630,No,0,0,270012800630,0,0
MN,MINNESOTA,2700129,MINNESOTA STATE ACADEMIES,02409,MN ACADEMY FOR THE DEAF,270012902409,No,0,0,270012902409,0,0
MN,MINNESOTA,2700129,MINNESOTA STATE ACADEMIES,03056,MN ACADEMY FOR THE BLIND,270012903056,No,0,0,270012903056,0,0
MN,MINNESOTA,2700130,BLUE EARTH AREA PUBLIC SCHOOL,02498,BLUE EARTH AREA SECONDARY,270013002498,No,0,0,270013002498,0,0
MN,MINNESOTA,2700132,RED ROCK CENTRAL SCHOOL DISTRICT,00820,RED ROCK CENTRAL SECONDARY,270013200820,No,0,0,270013200820,0,0
MN,MINNESOTA,2700138,CYBER VILLAGE ACADEMY,02717,CYBER VILLAGE ACADEMY,270013802717,No,0,0,270013802717,0,0
MN,MINNESOTA,2700139,E.C.H.O. CHARTER SCHOOL,02718,E.C.H.O. CHARTER SCHOOL,270013902718,No,0,0,270013902718,0,0
MN,MINNESOTA,2700140,HIGHER GROUND ACADEMY,04749,HIGHER GROUND SECONDARY ACADEMY,270014004749,No,0,0,270014004749,0,0
MN,MINNESOTA,2700148,GLENVILLE-EMMONS SCHOOL DISTRICT,00635,GLENVILLE-EMMONS SECONDARY,270014800635,No,0,0,270014800635,0,0
MN,MINNESOTA,2700150,CLINTON-GRACEVILLE-BEARDSLEY,00652,CLINTON-GRACEVILLE-BEARDSLEY SR.,270015000652,No,0,0,270015000652,0,0
MN,MINNESOTA,2700150,CLINTON-GRACEVILLE-BEARDSLEY,03019,Lismore Colony School,270015003019,No,0,0,270015003019,0,0
MN,MINNESOTA,2700152,JENNINGS COMMUNITY SCHOOL,02947,JENNINGS EXPERIENTIAL HIGH SCHOOL,270015202947,No,0,0,270015202947,0,0
MN,MINNESOTA,2700157,FACE TO FACE ACADEMY,02952,FACE TO FACE ACADEMY,270015702952,No,0,0,270015702952,0,0
MN,MINNESOTA,2700160,HIGH SCHOOL FOR RECORDING ARTS,02955,HIGH SCHOOL FOR RECORDING ARTS,270016002955,No,0,0,270016002955,0,0
MN,MINNESOTA,2700162,LAKE PARK AUDUBON SCHOOL DISTRICT,00812,LAKE PARK AUDUBON SECONDARY,270016200812,No,0,0,270016200812,0,0
MN,MINNESOTA,2700163,RENVILLE COUNTY WEST SCHOOL DIST.,01310,RENVILLE COUNTY WEST SENIOR HIGH,270016301310,No,0,0,270016301310,0,0
MN,MINNESOTA,2700166,TWIN CITIES ACADEMY,03034,TWIN CITIES ACADEMY,270016603034,No,0,0,270016603034,0,0
MN,MINNESOTA,2700167,MATH AND SCIENCE ACADEMY,03035,MATH AND SCIENCE ACADEMY,270016703035,No,0,0,270016703035,0,0
MN,MINNESOTA,2700173,NORTHWEST PASSAGE HIGH SCHOOL,03041,NORTHWEST PASSAGE HIGH SCHOOL,270017303041,No,0,0,270017303041,0,0
MN,MINNESOTA,2700177,NORTH LAKES ACADEMY,04291,NORTH LAKES ACADEMY 56,270017704291,No,0,0,270017704291,0,0
MN,MINNESOTA,2700178,LA CRESCENT MONTESSORI & STEM SCHOO,04750,LA CRESCENT SEC MONTESSORI/STEM,270017804750,No,0,0,270017804750,0,0
MN,MINNESOTA,2700180,Rosa Parks Charter High School,03048,Rosa Parks Charter High School,270018003048,No,0,0,270018003048,0,0
MN,MINNESOTA,2700181,EL COLEGIO CHARTER SCHOOL,03049,EL COLEGIO CHARTER SCHOOL,270018103049,No,0,0,270018103049,0,0
MN,MINNESOTA,2700182,REDWOOD AREA SCHOOL DISTRICT,01304,REDWOOD VALLEY SENIOR HIGH,270018201304,No,0,0,270018201304,0,0
MN,MINNESOTA,2700183,WESTBROOK-WALNUT GROVE SCHOOLS,01782,WESTBROOK-WALNUT GROVE SECONDARY,270018301782,No,0,0,270018301782,0,0
MN,MINNESOTA,2700186,AFSA HIGH SCHOOL,03139,AFSA HIGH SCHOOL,270018603139,No,0,0,270018603139,0,0
MN,MINNESOTA,2700187,AVALON SCHOOL,03140,AVALON SCHOOL,270018703140,No,0,0,270018703140,0,0
MN,MINNESOTA,2700191,PILLAGER AREA CHARTER SCHOOL,03144,PILLAGER AREA CHARTER SCHOOL,270019103144,No,0,0,270019103144,0,0
MN,MINNESOTA,2700192,DISCOVERY PUBLIC SCHOOL FARIBAULT,03145,DISCOVERY PUBLIC SCHOOL FARIBAULT,270019203145,No,0,0,270019203145,0,0
MN,MINNESOTA,2700193,BLUESKY CHARTER SCHOOL,03146,BLUESKY CHARTER SCHOOL,270019303146,No,0,0,270019303146,0,0
MN,MINNESOTA,2700209,HARBOR CITY INTERNATIONAL CHARTER,03270,HARBOR CITY INTERNATIONAL CHARTER,270020903270,No,0,0,270020903270,0,0
MN,MINNESOTA,2700211,SAGE ACADEMY CHARTER SCHOOL,03272,SAGE ACADEMY CHARTER SCHOOL,270021103272,No,0,0,270021103272,0,0
MN,MINNESOTA,2700213,WATERSHED HIGH SCHOOL,03274,WATERSHED HIGH SCHOOL,270021303274,No,0,0,270021303274,0,0
MN,MINNESOTA,2700214,NEW CENTURY ACADEMY,03275,NEW CENTURY ACADEMY,270021403275,No,0,0,270021403275,0,0
MN,MINNESOTA,2700218,CROSSLAKE COMMUNITY CHARTER SCHOOL,04782,CROSSLAKE COMMUNITY HIGH SCHOOL,270021804782,No,0,0,270021804782,0,0
MN,MINNESOTA,2700221,RIVERWAY LEARNING COMMUNITY CHTR,03136,RIVERWAY SECONDARY,270022103136,No,0,0,270022103136,0,0
MN,MINNESOTA,2700224,NORTHLAND LEARNING CENTER,03476,NORTHLAND LEARNING CENTER 020,270022403476,No,0,0,270022403476,0,0
MN,MINNESOTA,2700224,NORTHLAND LEARNING CENTER,03477,NORTHLAND LEARNING CENTER 010,270022403477,No,0,0,270022403477,0,0
MN,MINNESOTA,2700224,NORTHLAND LEARNING CENTER,04892,NSEC Transition Program,270022404892,No,0,0,270022404892,0,0
MN,MINNESOTA,2700224,NORTHLAND LEARNING CENTER,04905,ISD 361 - ALC Program,270022404905,No,0,0,270022404905,0,0
MN,MINNESOTA,2700226,KATO PUBLIC CHARTER SCHOOL,03471,KATO PUBLIC CHARTER SCHOOL,270022603471,No,0,0,270022603471,0,0
MN,MINNESOTA,2700231,JACKSON COUNTY CENTRAL SCHOOL DIST.,00773,JACKSON COUNTY CENTRAL SENIOR HIGH,270023100773,No,0,0,270023100773,0,0
MN,MINNESOTA,2700235,TRIO WOLF CREEK DISTANCE LEARNING,02689,TRIO WOLF CREEK DISTANCE LEARNING,270023502689,No,0,0,270023502689,0,0
MN,MINNESOTA,2700240,PRAIRIE SEEDS ACADEMY,04810,PRAIRIE SEEDS HIGH SCHOOL ACADEMY,270024004810,No,0,0,270024004810,0,0
MN,MINNESOTA,2700245,METRO SCHOOLS CHARTER,03573,METRO SCHOOLS CHARTER,270024503573,No,0,0,270024503573,0,0
MN,MINNESOTA,2700256,NORTHERN LIGHTS COMMUNITY SCHOOL,03314,NORTHERN LIGHTS COMMUNITY SCHOOL,270025603314,No,0,0,270025603314,0,0
MN,MINNESOTA,2700260,MINNESOTA ONLINE HIGH SCHOOL,03318,MINNESOTA ONLINE HIGH SCHOOL,270026003318,No,0,0,270026003318,0,0
MN,MINNESOTA,2700261,EDVISIONS OFF CAMPUS SCHOOL,03319,EDVISIONS OFF CAMPUS SCHOOL,270026103319,No,0,0,270026103319,0,0
MN,MINNESOTA,2700276,SPECTRUM HIGH SCHOOL,03615,SPECTRUM HIGH SCHOOL,270027603615,No,0,0,270027603615,0,0
MN,MINNESOTA,2700285,LEARNING FOR LEADERSHIP CHARTER,03618,LEARNING FOR LEADERSHIP CHARTER,270028503618,No,0,0,270028503618,0,0
MN,MINNESOTA,2700287,PLAINVIEW-ELGIN-MILLVILLE,03631,PLAINVIEW-ELGIN-MILLVILLE HIGH,270028703631,No,0,0,270028703631,0,0
MN,MINNESOTA,2700288,HIAWATHA ACADEMIES,04862,HIAWATHA COLLEGIATE HIGH SCHOOL,270028804862,No,0,0,270028804862,0,0
MN,MINNESOTA,2700291,EAST RANGE ACADEMY OF TECH-SCIENCE,03722,EAST RANGE ACADEMY OF TECH-SCIENCE,270029103722,No,0,0,270029103722,0,0
MN,MINNESOTA,2700294,RTR PUBLIC SCHOOLS,03692,RTR HIGH SCHOOL,270029403692,No,0,0,270029403692,0,0
MN,MINNESOTA,2700299,LINCOLN INTERNATIONAL SCHOOL,03733,LINCOLN INTERNATIONAL SCHOOL,270029903733,No,0,0,270029903733,0,0
MN,MINNESOTA,2700300,MINISINAAKWAANG LEADERSHIP ACADEMY,03730,MINISINAAKWAANG LEADERSHIP ACADEMY,270030003730,No,0,0,270030003730,0,0
MN,MINNESOTA,2700314,RIVERS EDGE ACADEMY,04295,RIVERS EDGE ACADEMY,270031404295,No,0,0,270031404295,0,0
MN,MINNESOTA,2700315,LIONSGATE ACADEMY,04325,LIONSGATE ACADEMY - MINNETONKA,270031504325,No,0,0,270031504325,0,0
MN,MINNESOTA,2700315,LIONSGATE ACADEMY,04846,LIONSGATE ACADEMY - AIM,270031504846,No,0,0,270031504846,0,0
MN,MINNESOTA,2700315,LIONSGATE ACADEMY,04868,LIONSGATE ACADEMY - LYNX PROGRAM,270031504868,No,0,0,270031504868,0,0
MN,MINNESOTA,2700318,RUM RIVER SPECIAL EDUCATION COOP,04296,RUM RIVER NORTH,270031804296,No,0,0,270031804296,0,0
MN,MINNESOTA,2700318,RUM RIVER SPECIAL EDUCATION COOP,04298,RUM RIVER SOUTH,270031804298,No,0,0,270031804298,0,0
MN,MINNESOTA,2700318,RUM RIVER SPECIAL EDUCATION COOP,04708,RUM RIVER EAST EDUCATION PROGRAM,270031804708,No,0,0,270031804708,0,0
MN,MINNESOTA,2700326,TRACY AREA PUBLIC SCHOOL DISTRICT,04389,TRACY SECONDARY,270032604389,No,0,0,270032604389,0,0
MN,MINNESOTA,2700327,SOUTHERN MN EDUCATION CONSORTIUM,04978,SMEC ALC,270032704978,No,0,0,270032704978,0,0
MN,MINNESOTA,2700327,SOUTHERN MN EDUCATION CONSORTIUM,04983,Enrich Program,270032704983,No,0,0,270032704983,0,0
MN,MINNESOTA,2700327,SOUTHERN MN EDUCATION CONSORTIUM,05011,CARDS Program,270032705011,No,0,0,270032705011,0,0
MN,MINNESOTA,2700327,SOUTHERN MN EDUCATION CONSORTIUM,05013,Success Program,270032705013,No,0,0,270032705013,0,0
MN,MINNESOTA,2700327,SOUTHERN MN EDUCATION CONSORTIUM,05124,Enrich Kingsland,270032705124,No,0,0,270032705124,0,0
MN,MINNESOTA,2700328,ORTONVILLE PUBLIC SCHOOLS,04386,ORTONVILLE SECONDARY,270032804386,No,0,0,270032804386,0,0
MN,MINNESOTA,2700333,PARNASSUS PREPARATORY CHARTER SCHOOL,04817,PARNASSUS PREP SCHOOL-RHETORIC,270033304817,No,0,0,270033304817,0,0
MN,MINNESOTA,2700337,NOVA CLASSICAL ACADEMY,04356,NOVA CLASSICAL ACADEMY UPPER SCHOOL,270033704356,No,0,0,270033704356,0,0
MN,MINNESOTA,2700341,MINNESOTA INTERNSHIP CENTER,03568,DOWNTOWN CAMPUS,270034103568,No,0,0,270034103568,0,0
MN,MINNESOTA,2700341,MINNESOTA INTERNSHIP CENTER,03572,SABATHANI CAMPUS,270034103572,No,0,0,270034103572,0,0
MN,MINNESOTA,2700341,MINNESOTA INTERNSHIP CENTER,04164,RONDO CAMPUS,270034104164,No,0,0,270034104164,0,0
MN,MINNESOTA,2700341,MINNESOTA INTERNSHIP CENTER,04165,UNITY CAMPUS,270034104165,No,0,0,270034104165,0,0
MN,MINNESOTA,2700342,HMONG COLLEGE PREP ACADEMY,04092,HMONG COLLEGE PREP ACADEMY HS,270034204092,No,0,0,270034204092,0,0
MN,MINNESOTA,2700343,PALADIN CAREER AND TECH HIGH SCHOOL,04133,PALADIN CAREER AND TECH HIGH SCHOOL,270034304133,No,0,0,270034304133,0,0
MN,MINNESOTA,2700344,GREAT RIVER SCHOOL,04093,GREAT RIVER SCHOOL,270034404093,Yes,59,45,270034404093,104,1
MN,MINNESOTA,2700345,TREKNORTH HIGH SCHOOL,04166,TREKNORTH HIGH SCHOOL,270034504166,No,0,0,270034504166,0,0
MN,MINNESOTA,2700346,VOYAGEURS EXPEDITIONARY,04167,VOYAGEURS EXPEDITIONARY SCHOOL,270034604167,No,0,0,270034604167,0,0
MN,MINNESOTA,2700349,PIM Arts High School,04096,PIM Arts High School,270034904096,No,0,0,270034904096,0,0
MN,MINNESOTA,2700350,AUGSBURG FAIRVIEW ACADEMY,04097,AUGSBURG FAIRVIEW ACADEMY,270035004097,No,0,0,270035004097,0,0
MN,MINNESOTA,2700351,ST PAUL CONSERVATORY PERFORMING ART,04098,ST PAUL CONSERVATORY PERFORMING ART,270035104098,No,0,0,270035104098,0,0
MN,MINNESOTA,2700355,ARCADIA CHARTER SCHOOL,04151,ARCADIA CHARTER SCHOOL,270035504151,No,0,0,270035504151,0,0
MN,MINNESOTA,2700358,LAKES INTERNATIONAL LANGUAGE ACADEM,04828,LAKES INTL LANGUAGE ACAD-HEADWATERS,270035804828,No,0,0,270035804828,0,0
MN,MINNESOTA,2700360,KALEIDOSCOPE CHARTER SCHOOL,04668,Kaleidoscope Charter High School,270036004668,No,0,0,270036004668,0,0
MN,MINNESOTA,2700361,ACADEMIC ARTS HIGH SCHOOL,04105,ACADEMIC ARTS HIGH SCHOOL,270036104105,No,0,0,270036104105,0,0
MN,MINNESOTA,2700362,ST. CROIX PREPARATORY ACADEMY,04360,ST. CROIX PREPARATORY ACADEMY UPPER,270036204360,No,0,0,270036204360,0,0
MN,MINNESOTA,2700363,UBAH MEDICAL ACADEMY CHARTER SCHOOL,04107,UBAH MEDICAL ACADEMY CHARTER SCHOOL,270036304107,No,0,0,270036304107,0,0
MN,MINNESOTA,2700364,EAGLE RIDGE ACADEMY CHARTER SCHOOL,04108,EAGLE RIDGE ACADEMY CHARTER SCHOOL,270036404108,No,0,0,270036404108,0,0
MN,MINNESOTA,2700367,STEP ACADEMY CHARTER SCHOOL,04507,STEP ACADEMY CHARTER SCHOOL,270036704507,No,0,0,270036704507,0,0
MN,MINNESOTA,2700370,ROCHESTER STEM ACADEMY,04515,ROCHESTER STEM ACADEMY,270037004515,No,0,0,270037004515,0,0
MN,MINNESOTA,2700372,VERMILION COUNTRY SCHOOL,04555,VERMILION COUNTRY SCHOOL,270037204555,No,0,0,270037204555,0,0
MN,MINNESOTA,2700376,UPPER MISSISSIPPI ACADEMY,04694,UPPER MISSISSIPPI HIGH ACADEMY,270037604694,No,0,0,270037604694,0,0
MN,MINNESOTA,2700379,TRI-CITY UNITED SCHOOL DISTRICT,04578,TRI-CITY UNITED HIGH SCHOOL,270037904578,No,0,0,270037904578,0,0
MN,MINNESOTA,2700382,BRANDON-EVANSVILLE PUBLIC SCHOOLS,04741,BRANDON-EVANSVILLE HIGH SCHOOL,270038204741,No,0,0,270038204741,0,0
MN,MINNESOTA,2700383,MORRIS AREA PUBLIC SCHOOLS,04728,MORRIS AREA SECONDARY,270038304728,No,0,0,270038304728,0,0
MN,MINNESOTA,2700384,VENTURE ACADEMY,04697,VENTURE ACADEMY,270038404697,No,0,0,270038404697,0,0
MN,MINNESOTA,2700385,RED LAKE COUNTY CENTRAL PUBLIC SCH,04735,RED LAKE COUNTY CENTRAL HIGH SCHOOL,270038504735,No,0,0,270038504735,0,0
MN,MINNESOTA,2700389,TECHNICAL ACADEMIES OF MINNESOTA,04696,DREAM TECHNICAL ACADEMY,270038904696,No,0,0,270038904696,0,0
MN,MINNESOTA,2700389,TECHNICAL ACADEMIES OF MINNESOTA,04954,CHOICE Technical Academy,270038904954,No,0,0,270038904954,0,0
MN,MINNESOTA,2700399,Minnesota Math and Science Academy,04788,MINNESOTA MATH AND SCIENCE ACADEMY,270039904788,No,0,0,270039904788,0,0
MN,MINNESOTA,2700402,Career Pathways,04836,Career Pathways,270040204836,No,0,0,270040204836,0,0
MN,MINNESOTA,2700403,JANE GOODALL ENVIRONMENTAL SCIENCE,04850,JANE GOODALL ENVIRONMENTAL SCIENCE,270040304850,No,0,0,270040304850,0,0
MN,MINNESOTA,2700412,ROCHESTER BEACON ACADEMY,04878,ROCHESTER BEACON ACADEMY,270041204878,No,0,0,270041204878,0,0
MN,MINNESOTA,2700420,Southwest Metro Intermediate 288,04979,SW Metro ALC,270042004979,No,0,0,270042004979,0,0
MN,MINNESOTA,2700420,Southwest Metro Intermediate 288,04995,SW Metro Online Learning,270042004995,No,0,0,270042004995,0,0
MN,MINNESOTA,2700420,Southwest Metro Intermediate 288,04999,SW Metro Day Treatment,270042004999,No,0,0,270042004999,0,0
MN,MINNESOTA,2700420,Southwest Metro Intermediate 288,05015,SW Metro CCJ,270042005015,No,0,0,270042005015,0,0
MN,MINNESOTA,2700420,Southwest Metro Intermediate 288,05038,SW Metro Level 4 Programs,270042005038,No,0,0,270042005038,0,0
MN,MINNESOTA,2700420,Southwest Metro Intermediate 288,05050,SW Metro JAF,270042005050,No,0,0,270042005050,0,0
MN,MINNESOTA,2700420,Southwest Metro Intermediate 288,05063,SW Shakopee Special Ed,270042005063,No,0,0,270042005063,0,0
MN,MINNESOTA,2700420,Southwest Metro Intermediate 288,05091,Lakeside Academy,270042005091,No,0,0,270042005091,0,0
MN,MINNESOTA,2700424,Cannon Valley Special Education Coo,04938,Alexander Learning Academy,270042404938,No,0,0,270042404938,0,0
MN,MINNESOTA,2700424,Cannon Valley Special Education Coo,05068,Laura Baker SUN Program,270042405068,No,0,0,270042405068,0,0
MN,MINNESOTA,2700424,Cannon Valley Special Education Coo,05069,CVSEC STEP,270042405069,No,0,0,270042405069,0,0
MN,MINNESOTA,2700426,Austin Albert Lea Area Special Educ,05016,Oakland Education Center,270042605016,No,0,0,270042605016,0,0
MN,MINNESOTA,2702264,NORTHEAST METRO 916,02064,BELLAIRE EDUCATION CENTER,270226402064,No,0,0,270226402064,0,0
MN,MINNESOTA,2702264,NORTHEAST METRO 916,02093,ALP @ CAPITOL VIEW CENTER,270226402093,No,0,0,270226402093,0,0
MN,MINNESOTA,2702264,NORTHEAST METRO 916,02108,SOUTH CAMPUS 916,270226402108,No,0,0,270226402108,0,0
MN,MINNESOTA,2702264,NORTHEAST METRO 916,02265,EAST VIEW ACADEMY,270226402265,No,0,0,270226402265,0,0
MN,MINNESOTA,2702264,NORTHEAST METRO 916,02483,WELS NORTH,270226402483,No,0,0,270226402483,0,0
MN,MINNESOTA,2702264,NORTHEAST METRO 916,03565,WELS SOUTH,270226403565,No,0,0,270226403565,0,0
MN,MINNESOTA,2702264,NORTHEAST METRO 916,04149,CREATIVE ALTERNATIVES PROGRAM,270226404149,No,0,0,270226404149,0,0
MN,MINNESOTA,2702264,NORTHEAST METRO 916,04404,THE WILLOWS,270226404404,No,0,0,270226404404,0,0
MN,MINNESOTA,2702264,NORTHEAST METRO 916,04430,916 MAHTOMEDI ACADEMY,270226404430,No,0,0,270226404430,0,0
MN,MINNESOTA,2702264,NORTHEAST METRO 916,04746,METRO HEIGHTS ACADEMY,270226404746,No,0,0,270226404746,0,0
MN,MINNESOTA,2702640,LESTER PRAIRIE PUBLIC SCHOOL DIST.,00049,LESTER PRAIRIE SECONDARY,270264000049,No,0,0,270264000049,0,0
MN,MINNESOTA,2702720,SOUTHLAND PUBLIC SCHOOL DISTRICT,00052,SOUTHLAND SENIOR HIGH,270272000052,No,0,0,270272000052,0,0
MN,MINNESOTA,2702730,ADRIAN PUBLIC SCHOOL DISTRICT,00056,ADRIAN SECONDARY,270273000056,No,0,0,270273000056,0,0
MN,MINNESOTA,2702760,AITKIN PUBLIC SCHOOL DISTRICT,00057,AITKIN SECONDARY SCHOOL,270276000057,No,0,0,270276000057,0,0
MN,MINNESOTA,2702760,AITKIN PUBLIC SCHOOL DISTRICT,02789,AITKIN ALTERNATIVE LEARNING PROGRAM,270276002789,No,0,0,270276002789,0,0
MN,MINNESOTA,2702910,WALKER-HACKENSACK-AKELEY SCHL. DIST,01737,WALKER-HACKENSACK-AKELEY SEC.,270291001737,No,0,0,270291001737,0,0
MN,MINNESOTA,2702930,ALBANY PUBLIC SCHOOL DISTRICT,00064,ALBANY SENIOR HIGH,270293000064,No,0,0,270293000064,0,0
MN,MINNESOTA,2702970,ALBERT LEA PUBLIC SCHOOL DISTRICT,00068,ALBERT LEA SENIOR HIGH,270297000068,No,0,0,270297000068,0,0
MN,MINNESOTA,2702970,ALBERT LEA PUBLIC SCHOOL DISTRICT,02228,ALBERT LEA AREA LEARNING CENTER,270297002228,No,0,0,270297002228,0,0
MN,MINNESOTA,2703030,ALDEN-CONGER PUBLIC SCHOOL DISTRICT,00080,ALDEN-CONGER SECONDARY,270303000080,No,0,0,270303000080,0,0
MN,MINNESOTA,2703060,ALEXANDRIA PUBLIC SCHOOL DISTRICT,00085,ALEXANDRIA AREA HIGH SCHOOL,270306000085,No,0,0,270306000085,0,0
MN,MINNESOTA,2703150,ANNANDALE PUBLIC SCHOOL DISTRICT,01825,ANNANDALE SENIOR HIGH,270315001825,No,0,0,270315001825,0,0
MN,MINNESOTA,2703180,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,00005,RIVER TRAIL LEARNING CTR @ LO JACOB,270318000005,No,0,0,270318000005,0,0
MN,MINNESOTA,2703180,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,00006,PATHWAYS,270318000006,No,0,0,270318000006,0,0
MN,MINNESOTA,2703180,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,00021,CHAMPLIN PARK HIGH SCHOOL,270318000021,Yes,327,381,270318000021,708,1
MN,MINNESOTA,2703180,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,00096,ANOKA HIGH SCHOOL,270318000096,No,0,0,270318000096,0,0
MN,MINNESOTA,2703180,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,00097,BLAINE HIGH SCHOOL,270318000097,No,0,0,270318000097,0,0
MN,MINNESOTA,2703180,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,00100,COON RAPIDS HIGH SCHOOL,270318000100,No,0,0,270318000100,0,0
MN,MINNESOTA,2703180,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,02029,Anoka-Hennepin Regional High School,270318002029,No,0,0,270318002029,0,0
MN,MINNESOTA,2703180,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,02629,Anoka-Hennepin Tech High School,270318002629,No,0,0,270318002629,0,0
MN,MINNESOTA,2703180,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,02630,BRIDGES,270318002630,No,0,0,270318002630,0,0
MN,MINNESOTA,2703180,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,02974,COMPASS-BELL CENTER,270318002974,No,0,0,270318002974,0,0
MN,MINNESOTA,2703180,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,03170,ANDOVER HIGH SCHOOL,270318003170,No,0,0,270318003170,0,0
MN,MINNESOTA,2703180,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,03171,SECONDARY TECHNICAL ED PROG S.T.E.P,270318003171,No,0,0,270318003171,0,0
MN,MINNESOTA,2703180,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,04654,STEP AHEAD HIGH SCHOOL,270318004654,No,0,0,270318004654,0,0
MN,MINNESOTA,2703300,ASHBY PUBLIC SCHOOL DISTRICT,00137,ASHBY SECONDARY,270330000137,No,0,0,270330000137,0,0
MN,MINNESOTA,2703450,AUSTIN PUBLIC SCHOOL DISTRICT,00148,AUSTIN SENIOR HIGH,270345000148,No,0,0,270345000148,0,0
