LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,NCESSCH,SCH_APENR_IND,SCH_APCOURSES,SCH_APMATHENR_IND,Total_AP_math_students,Total_students_tookAP,SCH_APENR_IND_new,SCH_APMATHENR_IND_new
AL,ALABAMA,0100022,Sequel TSI Courtland,01833,Three Springs Courtland Sch,10002201833,010002201833,No,0,-9,0,0,0,0
AL,ALABAMA,0100023,Sequel Madison TSI School of Alabama,01834,Sequel Madison TSI,10002301834,010002301834,No,0,-9,0,0,0,0
AL,ALABAMA,0100024,Sequel TSI- New Beginnings School/ Owens Crossroads,01835,Three Springs New Beginnings,10002401835,010002401835,No,0,-9,0,0,0,0
AL,ALABAMA,0100026,Sequel TSI Tuskegee,02352,Sequel TSI Tuskegee LLC,10002602352,010002602352,No,0,-9,0,0,0,0
AL,ALABAMA,0100030,Alexander City,00001,Alexander City Middle School,10003000001,010003000001,No,0,-9,0,0,0,0
AL,ALABAMA,0100030,Alexander City,00003,Benjamin Russell High School,10003000003,010003000003,Yes,6,No,0,124,1,0
AL,ALABAMA,0100033,Glenwood Mental Health Services,99998,Allan Cott,10003399998,010003399998,No,0,-9,0,0,0,0
AL,ALABAMA,0100035,Learning Tree Inc,01845,Learning Tree Inc Mobile,10003501845,010003501845,No,0,-9,0,0,0,0
AL,ALABAMA,0100035,Learning Tree Inc,01846,Learning Tree Inc Webb,10003501846,010003501846,No,0,-9,0,0,0,0
AL,ALABAMA,0100035,Learning Tree Inc,02105,The Learning Tree-Tallassee,10003502105,010003502105,No,0,-9,0,0,0,0
AL,ALABAMA,0100036,Lee Co Youth Development Ctr,99999,CHANTICLEER LEARNING CENTER,10003699999,010003699999,No,0,-9,0,0,0,0
AL,ALABAMA,0100038,Pathway Inc,01849,Pathway Inc,10003801849,010003801849,No,0,-9,0,0,0,0
AL,ALABAMA,0100039,Presbyterian Home For Children,01850,Hope Academy,10003901850,010003901850,No,0,-9,0,0,0,0
AL,ALABAMA,0100041,"Developing Alabama Youth Foundation, (DAY) Inc.",01852,Developing Alabama Youth Prog,10004101852,010004101852,No,0,-9,0,0,0,0
AL,ALABAMA,0100044,The Rushton School,01855,The Rushton School,10004401855,010004401855,No,0,-9,0,0,0,0
AL,ALABAMA,0100060,Andalusia City,00007,Andalusia High School,10006000007,010006000007,Yes,3,No,0,2,1,0
AL,ALABAMA,0100090,Anniston City,00011,Anniston High School,10009000011,010009000011,Yes,5,No,0,69,1,0
AL,ALABAMA,0100090,Anniston City,00017,Golden Springs Elementary School,10009000017,010009000017,No,0,-9,0,0,0,0
AL,ALABAMA,0100090,Anniston City,00021,Tenth Street Elementary School,10009000021,010009000021,No,0,-9,0,0,0,0
AL,ALABAMA,0100100,Arab City,00028,Arab High School,10010000028,010010000028,Yes,13,Yes,50,168,1,1
AL,ALABAMA,0100120,Athens City,01472,Athens High School,10012001472,010012001472,Yes,9,Yes,16,154,1,1
AL,ALABAMA,0100120,Athens City,02417,Athens Renaissance School,10012002417,010012002417,No,0,-9,0,0,0,0
AL,ALABAMA,0100178,Higdon Hill School,02113,Higdon Hill School,10017802113,010017802113,No,0,-9,0,0,0,0
AL,ALABAMA,0100178,Higdon Hill School,02374,Higdon Hill,10017802374,010017802374,No,0,-9,0,0,0,0
AL,ALABAMA,0100180,Attalla City,00033,Etowah High School,10018000033,010018000033,Yes,7,Yes,33,75,1,1
AL,ALABAMA,0100184,Excel Institute,02115,Excel Institute,10018402115,010018402115,No,0,-9,0,0,0,0
AL,ALABAMA,0100185,Saraland City,02137,Saraland High School,10018502137,010018502137,Yes,8,Yes,31,41,1,1
AL,ALABAMA,0100188,Chickasaw City,02194,Chickasaw City High School,10018802194,010018802194,No,0,-9,0,0,0,0
AL,ALABAMA,0100189,Satsuma City,02195,Satsuma High School,10018902195,010018902195,Yes,7,Yes,12,16,1,1
AL,ALABAMA,0100190,Alabaster City,01183,Thompson High School,10019001183,010019001183,Yes,17,Yes,93,503,1,1
AL,ALABAMA,0100194,Pelham City,02399,Pelham High School,10019402399,010019402399,Yes,12,Yes,52,172,1,1
AL,ALABAMA,0100195,Pike Road City,02424,Pike Road Historic School,10019502424,010019502424,No,0,-9,0,0,0,0
AL,ALABAMA,0100198,Sequel TSI School of Montgomery,02450,Sequel TSI School of Montgomery,10019802450,010019802450,No,0,-9,0,0,0,0
AL,ALABAMA,0100210,Auburn City,00036,Auburn High School,10021000036,010021000036,Yes,22,Yes,155,573,1,1
AL,ALABAMA,0100210,Auburn City,00037,Auburn Junior High School,10021000037,010021000037,Yes,1,No,0,11,1,0
AL,ALABAMA,0100240,Autauga County,00045,Billingsley High School,10024000045,010024000045,Yes,5,Yes,4,65,1,1
AL,ALABAMA,0100240,Autauga County,00046,Marbury High School,10024000046,010024000046,Yes,9,Yes,35,34,1,1
AL,ALABAMA,0100240,Autauga County,00048,Prattville High School,10024000048,010024000048,Yes,15,Yes,37,564,1,1
AL,ALABAMA,0100240,Autauga County,01408,Autaugaville School,10024001408,010024001408,No,0,-9,0,0,0,0
AL,ALABAMA,0100270,Baldwin County,00024,Robertsdale High School,10027000024,010027000024,Yes,10,Yes,34,121,1,1
AL,ALABAMA,0100270,Baldwin County,00057,Elberta High School,10027000057,010027000057,No,0,-9,0,0,0,0
AL,ALABAMA,0100270,Baldwin County,00059,Fairhope Middle School,10027000059,010027000059,No,0,-9,0,0,0,0
AL,ALABAMA,0100270,Baldwin County,00100,Fairhope High School,10027000100,010027000100,Yes,19,Yes,58,379,1,1
AL,ALABAMA,0100270,Baldwin County,00641,Gulf Shores High School,10027000641,010027000641,Yes,13,Yes,28,119,1,1
AL,ALABAMA,0100270,Baldwin County,01759,Daphne High School,10027001759,010027001759,Yes,15,Yes,73,332,1,1
AL,ALABAMA,0100270,Baldwin County,01784,Foley High School,10027001784,010027001784,Yes,13,Yes,97,234,1,1
AL,ALABAMA,0100270,Baldwin County,01810,Baldwin County High School,10027001810,010027001810,Yes,9,Yes,50,216,1,1
AL,ALABAMA,0100270,Baldwin County,02073,Spanish Fort High School,10027002073,010027002073,Yes,8,Yes,33,91,1,1
AL,ALABAMA,0100270,Baldwin County,02443,Baldwin County Virtual School,10027002443,010027002443,No,0,-9,0,0,0,0
AL,ALABAMA,0100330,Bessemer City,00087,Bessemer City High School,10033000087,010033000087,No,0,-9,0,0,0,0
AL,ALABAMA,0100330,Bessemer City,01264,New Horizon Alternative School,10033001264,010033001264,No,0,-9,0,0,0,0
AL,ALABAMA,0100360,Bibb County,00092,Bibb County High School,10036000092,010036000092,Yes,6,Yes,10,28,1,1
AL,ALABAMA,0100360,Bibb County,00099,West Blocton High School,10036000099,010036000099,Yes,3,No,0,29,1,0
AL,ALABAMA,0100390,Birmingham City,00141,Huffman High SchoolMagnet,10039000141,010039000141,Yes,12,Yes,12,69,1,1
AL,ALABAMA,0100390,Birmingham City,00164,JacksonOlin High School,10039000164,010039000164,Yes,7,Yes,27,109,1,1
AL,ALABAMA,0100390,Birmingham City,00165,Parker High School,10039000165,010039000165,Yes,4,Yes,10,75,1,1
AL,ALABAMA,0100390,Birmingham City,00176,Ramsay High School,10039000176,010039000176,Yes,10,Yes,63,159,1,1
AL,ALABAMA,0100390,Birmingham City,00192,Wenonah High School,10039000192,010039000192,Yes,6,Yes,6,50,1,1
AL,ALABAMA,0100390,Birmingham City,00198,Woodlawn High SchoolMagnet,10039000198,010039000198,Yes,5,Yes,9,62,1,1
AL,ALABAMA,0100390,Birmingham City,01468,George Washington Carver High School,10039001468,010039001468,Yes,2,No,0,7,1,0
AL,ALABAMA,0100420,Blount County,00203,Appalachian  School,10042000203,010042000203,No,0,-9,0,0,0,0
AL,ALABAMA,0100420,Blount County,00206,Cleveland High School,10042000206,010042000206,No,0,-9,0,0,0,0
AL,ALABAMA,0100420,Blount County,00208,Hayden High School,10042000208,010042000208,Yes,2,No,0,4,1,0
AL,ALABAMA,0100420,Blount County,00209,JB Pennington High School,10042000209,010042000209,No,0,-9,0,0,0,0
AL,ALABAMA,0100420,Blount County,00210,Locust Fork High School,10042000210,010042000210,Yes,5,Yes,4,76,1,1
AL,ALABAMA,0100420,Blount County,00211,Southeastern School,10042000211,010042000211,No,0,-9,0,0,0,0
AL,ALABAMA,0100420,Blount County,00213,Susan Moore High School,10042000213,010042000213,No,0,-9,0,0,0,0
AL,ALABAMA,0100450,Brewton City,00216,TR Miller High School,10045000216,010045000216,Yes,4,No,0,71,1,0
AL,ALABAMA,0100480,Bullock County,00218,Bullock County High School,10048000218,010048000218,No,0,-9,0,0,0,0
AL,ALABAMA,0100510,Butler County,00226,Greenville High School,10051000226,010051000226,No,0,-9,0,0,0,0
AL,ALABAMA,0100510,Butler County,00229,McKenzie High School,10051000229,010051000229,No,0,-9,0,0,0,0
AL,ALABAMA,0100510,Butler County,02144,Georgiana School,10051002144,010051002144,No,0,-9,0,0,0,0
AL,ALABAMA,0100540,Calhoun County,00232,Alexandria High School,10054000232,010054000232,Yes,2,No,0,30,1,0
AL,ALABAMA,0100540,Calhoun County,00240,Ohatchee High School,10054000240,010054000240,Yes,4,Yes,14,49,1,1
AL,ALABAMA,0100540,Calhoun County,00243,Saks High School,10054000243,010054000243,Yes,1,No,0,13,1,0
AL,ALABAMA,0100540,Calhoun County,00247,Weaver High School,10054000247,010054000247,Yes,1,No,0,3,1,0
AL,ALABAMA,0100540,Calhoun County,00250,White Plains High School,10054000250,010054000250,Yes,6,Yes,5,27,1,1
AL,ALABAMA,0100540,Calhoun County,01488,Pleasant Valley High School,10054001488,010054001488,No,0,-9,0,0,0,0
AL,ALABAMA,0100540,Calhoun County,01489,Wellborn High School,10054001489,010054001489,Yes,7,Yes,25,46,1,1
AL,ALABAMA,0100600,Chambers County,00263,Lafayette High School,10060000263,010060000263,No,0,-9,0,0,0,0
AL,ALABAMA,0100600,Chambers County,00271,Valley High School,10060000271,010060000271,No,0,-9,0,0,0,0
AL,ALABAMA,0100630,Cherokee County,00274,Cedar Bluff High School,10063000274,010063000274,No,0,-9,0,0,0,0
AL,ALABAMA,0100630,Cherokee County,00278,Cherokee County High School,10063000278,010063000278,Yes,6,Yes,12,57,1,1
AL,ALABAMA,0100630,Cherokee County,00279,Gaylesville High School,10063000279,010063000279,No,0,-9,0,0,0,0
AL,ALABAMA,0100630,Cherokee County,00282,Sand Rock High School,10063000282,010063000282,No,0,-9,0,0,0,0
AL,ALABAMA,0100630,Cherokee County,00283,Spring Garden High School,10063000283,010063000283,No,0,-9,0,0,0,0
AL,ALABAMA,0100630,Cherokee County,00741,Cherokee County Career Technology Center,10063000741,010063000741,No,0,-9,0,0,0,0
AL,ALABAMA,0100660,Chilton County,00261,Isabella High School,10066000261,010066000261,Yes,2,No,0,2,1,0
AL,ALABAMA,0100660,Chilton County,00262,Jemison High School,10066000262,010066000262,Yes,1,No,0,7,1,0
AL,ALABAMA,0100660,Chilton County,00265,Maplesville High School,10066000265,010066000265,No,0,-9,0,0,0,0
AL,ALABAMA,0100660,Chilton County,00270,Thorsby High School,10066000270,010066000270,No,0,-9,0,0,0,0
AL,ALABAMA,0100660,Chilton County,00288,Verbena High School,10066000288,010066000288,Yes,2,No,0,2,1,0
AL,ALABAMA,0100660,Chilton County,01491,Chilton County High School,10066001491,010066001491,Yes,5,Yes,25,81,1,1
AL,ALABAMA,0100690,Choctaw County Board of Education,00291,Choctaw County High School,10069000291,010069000291,No,0,-9,0,0,0,0
AL,ALABAMA,0100690,Choctaw County Board of Education,00297,Southern Choctaw High School,10069000297,010069000297,No,0,-9,0,0,0,0
AL,ALABAMA,0100720,Clarke County,00298,Clarke County High School,10072000298,010072000298,No,0,-9,0,0,0,0
AL,ALABAMA,0100720,Clarke County,01493,Jackson High School,10072001493,010072001493,Yes,8,Yes,23,18,1,1
AL,ALABAMA,0100750,Clay County,02210,Central High School of Clay County,10075002210,010075002210,No,0,-9,0,0,0,0
AL,ALABAMA,0100780,Cleburne County,00318,Cleburne County High School,10078000318,010078000318,Yes,5,Yes,17,122,1,1
AL,ALABAMA,0100780,Cleburne County,00321,Ranburne High School,10078000321,010078000321,No,0,-9,0,0,0,0
AL,ALABAMA,0100810,Coffee County,00323,Kinston School,10081000323,010081000323,No,0,-9,0,0,0,0
AL,ALABAMA,0100810,Coffee County,00327,Zion Chapel High School,10081000327,010081000327,Yes,8,Yes,5,48,1,1
AL,ALABAMA,0100810,Coffee County,01494,New Brockton High School,10081001494,010081001494,No,0,-9,0,0,0,0
AL,ALABAMA,0100840,Colbert County,00333,Cherokee High School,10084000333,010084000333,Yes,1,No,0,3,1,0
AL,ALABAMA,0100840,Colbert County,00334,Colbert County High School,10084000334,010084000334,No,0,-9,0,0,0,0
AL,ALABAMA,0100840,Colbert County,00335,Colbert Heights High School,10084000335,010084000335,No,0,-9,0,0,0,0
AL,ALABAMA,0100870,Conecuh County,01766,Hillcrest High School,10087001766,010087001766,No,0,-9,0,0,0,0
AL,ALABAMA,0100900,Coosa County,01749,Central High School,10090001749,010090001749,Yes,1,No,0,0,1,0
AL,ALABAMA,0100930,Covington County,00360,Florala High School,10093000360,010093000360,No,0,-9,0,0,0,0
AL,ALABAMA,0100930,Covington County,00361,Pleasant Home School,10093000361,010093000361,No,0,-9,0,0,0,0
AL,ALABAMA,0100930,Covington County,00362,Red Level High School,10093000362,010093000362,No,0,-9,0,0,0,0
AL,ALABAMA,0100930,Covington County,00363,Straughn High School,10093000363,010093000363,Yes,1,Yes,6,6,1,1
AL,ALABAMA,0100960,Crenshaw County,00365,Brantley High School,10096000365,010096000365,Yes,1,No,0,0,1,0
AL,ALABAMA,0100960,Crenshaw County,00367,Highland Home School,10096000367,010096000367,No,0,-9,0,0,0,0
AL,ALABAMA,0100960,Crenshaw County,00368,Luverne High School,10096000368,010096000368,Yes,1,No,0,7,1,0
AL,ALABAMA,0100990,Cullman City,00370,Cullman High School,10099000370,010099000370,Yes,9,Yes,42,192,1,1
AL,ALABAMA,0101020,Cullman County,00374,Cold Springs High School,10102000374,010102000374,No,0,-9,0,0,0,0
AL,ALABAMA,0101020,Cullman County,00377,Fairview High School,10102000377,010102000377,Yes,11,No,0,56,1,0
AL,ALABAMA,0101020,Cullman County,00379,Good Hope High School,10102000379,010102000379,Yes,5,No,0,4,1,0
AL,ALABAMA,0101020,Cullman County,00380,Hanceville High School,10102000380,010102000380,No,0,-9,0,0,0,0
AL,ALABAMA,0101020,Cullman County,00381,Holly Pond High School,10102000381,010102000381,No,0,-9,0,0,0,0
AL,ALABAMA,0101020,Cullman County,00385,Vinemont High School,10102000385,010102000385,No,0,-9,0,0,0,0
AL,ALABAMA,0101020,Cullman County,00387,West Point High School,10102000387,010102000387,Yes,8,Yes,19,87,1,1
AL,ALABAMA,0101020,Cullman County,01497,Cullman Child Development Center,10102001497,010102001497,No,0,-9,0,0,0,0
AL,ALABAMA,0101050,Dale County,00388,Ariton School,10105000388,010105000388,No,0,-9,0,0,0,0
AL,ALABAMA,0101050,Dale County,00389,Dale County High School,10105000389,010105000389,No,0,-9,0,0,0,0
AL,ALABAMA,0101050,Dale County,00390,George W Long High School,10105000390,010105000390,No,0,-9,0,0,0,0
AL,ALABAMA,0101050,Dale County,02373,Unique Situations,10105002373,010105002373,No,0,-9,0,0,0,0
AL,ALABAMA,0101050,Dale County,02426,Opportunity Academy,10105002426,010105002426,No,0,-9,0,0,0,0
AL,ALABAMA,0101080,Daleville City,00394,Daleville High School,10108000394,010108000394,Yes,5,Yes,8,48,1,1
AL,ALABAMA,0101110,Dallas County,00397,Dallas County High School,10111000397,010111000397,Yes,1,No,0,2,1,0
AL,ALABAMA,0101110,Dallas County,00402,Keith MiddleHigh School,10111000402,010111000402,No,0,-9,0,0,0,0
AL,ALABAMA,0101110,Dallas County,00406,Southside High School,10111000406,010111000406,No,0,-9,0,0,0,0
AL,ALABAMA,0101140,DeKalb County,00411,Collinsville High School,10114000411,010114000411,No,0,-9,0,0,0,0
AL,ALABAMA,0101140,DeKalb County,00415,Fyffe High School,10114000415,010114000415,No,0,-9,0,0,0,0
AL,ALABAMA,0101140,DeKalb County,00416,Geraldine School,10114000416,010114000416,No,0,-9,0,0,0,0
AL,ALABAMA,0101140,DeKalb County,00419,Ider School,10114000419,010114000419,No,0,-9,0,0,0,0
AL,ALABAMA,0101140,DeKalb County,00422,Plainview School,10114000422,010114000422,No,0,-9,0,0,0,0
AL,ALABAMA,0101140,DeKalb County,00424,Sylvania School,10114000424,010114000424,No,0,-9,0,0,0,0
AL,ALABAMA,0101140,DeKalb County,00425,Valley Head High School,10114000425,010114000425,No,0,-9,0,0,0,0
AL,ALABAMA,0101140,DeKalb County,01860,Crossville High School,10114001860,010114001860,Yes,2,No,0,12,1,0
AL,ALABAMA,0101170,Decatur City,00426,Austin High School,10117000426,010117000426,Yes,13,Yes,8,219,1,1
AL,ALABAMA,0101170,Decatur City,00429,Decatur High School,10117000429,010117000429,Yes,15,Yes,73,166,1,1
AL,ALABAMA,0101170,Decatur City,02175,Decatur High Developmental,10117002175,010117002175,No,0,-9,0,0,0,0
AL,ALABAMA,0101200,Demopolis City,00148,Demopolis High School,10120000148,010120000148,Yes,9,Yes,53,123,1,1
AL,ALABAMA,0101230,Dothan City,00445,Dothan High School,10123000445,010123000445,Yes,10,Yes,25,116,1,1
AL,ALABAMA,0101230,Dothan City,01501,Northview High School,10123001501,010123001501,Yes,9,Yes,36,222,1,1
AL,ALABAMA,0101260,Elba City,00461,Elba High School,10126000461,010126000461,No,0,-9,0,0,0,0
AL,ALABAMA,0101290,Elmore County,00102,Wetumpka Middle School,10129000102,010129000102,No,0,-9,0,0,0,0
AL,ALABAMA,0101290,Elmore County,00463,Elmore County High School,10129000463,010129000463,Yes,7,Yes,11,57,1,1
AL,ALABAMA,0101290,Elmore County,00465,Holtville High School,10129000465,010129000465,Yes,6,Yes,7,47,1,1
AL,ALABAMA,0101290,Elmore County,00468,Stanhope Elmore High School,10129000468,010129000468,Yes,10,Yes,17,111,1,1
AL,ALABAMA,0101290,Elmore County,00471,Wetumpka High School,10129000471,010129000471,Yes,13,Yes,41,167,1,1
AL,ALABAMA,0101290,Elmore County,00834,Elmore County Technical Center,10129000834,010129000834,No,0,-9,0,0,0,0
AL,ALABAMA,0101290,Elmore County,99998,ELMORE COUNTY ALTERNATIVE PROGRAMs,10129099998,010129099998,No,0,-9,0,0,0,0
AL,ALABAMA,0101320,Enterprise City,00476,Enterprise High School,10132000476,010132000476,Yes,13,Yes,50,758,1,1
AL,ALABAMA,0101350,Escambia County,00484,Escambia County High School,10135000484,010135000484,No,0,-9,0,0,0,0
AL,ALABAMA,0101350,Escambia County,00487,Flomaton High School,10135000487,010135000487,No,0,-9,0,0,0,0
AL,ALABAMA,0101350,Escambia County,00492,W S Neal High School,10135000492,010135000492,No,0,-9,0,0,0,0
AL,ALABAMA,0101380,Etowah County,00496,Gaston High School,10138000496,010138000496,Yes,4,Yes,3,22,1,1
AL,ALABAMA,0101380,Etowah County,00498,Glencoe High School,10138000498,010138000498,Yes,6,Yes,20,53,1,1
AL,ALABAMA,0101380,Etowah County,00505,Sardis High School,10138000505,010138000505,Yes,5,Yes,17,29,1,1
AL,ALABAMA,0101380,Etowah County,00506,Southside High School,10138000506,010138000506,Yes,7,Yes,26,87,1,1
AL,ALABAMA,0101380,Etowah County,00507,West End High School,10138000507,010138000507,Yes,1,No,0,1,1,0
AL,ALABAMA,0101380,Etowah County,01662,Hokes Bluff High School,10138001662,010138001662,Yes,3,No,0,10,1,0
AL,ALABAMA,0101410,Eufaula City,00511,Eufaula High School,10141000511,010141000511,Yes,12,Yes,17,120,1,1
AL,ALABAMA,0101440,Fairfield City,00516,Fairfield High Preparatory School,10144000516,010144000516,Yes,4,No,0,43,1,0
AL,ALABAMA,0101470,Fayette County,00521,Berry High School,10147000521,010147000521,No,0,-9,0,0,0,0
AL,ALABAMA,0101470,Fayette County,00525,Hubbertville School,10147000525,010147000525,No,0,-9,0,0,0,0
AL,ALABAMA,0101470,Fayette County,01787,Fayette County High School,10147001787,010147001787,Yes,7,No,0,177,1,0
AL,ALABAMA,0101530,Florence City,00528,Florence High School,10153000528,010153000528,Yes,21,Yes,129,287,1,1
AL,ALABAMA,0101530,Florence City,00531,Florence Freshman Center,10153000531,010153000531,No,0,-9,0,0,0,0
AL,ALABAMA,0101560,Fort Payne City,00538,Fort Payne High School,10156000538,010156000538,Yes,2,No,0,27,1,0
AL,ALABAMA,0101590,Franklin County,00541,Belgreen High School,10159000541,010159000541,No,0,-9,0,0,0,0
AL,ALABAMA,0101590,Franklin County,00542,East Franklin Junior High School,10159000542,010159000542,No,0,-9,0,0,0,0
AL,ALABAMA,0101590,Franklin County,00544,Phil Campbell High School,10159000544,010159000544,No,0,-9,0,0,0,0
AL,ALABAMA,0101590,Franklin County,00545,Red Bay High School,10159000545,010159000545,No,0,-9,0,0,0,0
AL,ALABAMA,0101590,Franklin County,00548,Vina High School,10159000548,010159000548,No,0,-9,0,0,0,0
AL,ALABAMA,0101590,Franklin County,01869,Tharptown High School,10159001869,010159001869,No,0,-9,0,0,0,0
AL,ALABAMA,0101620,Gadsden City,01824,Gadsden City High School,10162001824,010162001824,Yes,15,Yes,85,100,1,1
AL,ALABAMA,0101640,Geneva City,00567,Geneva High School,10164000567,010164000567,Yes,2,Yes,14,0,1,1
AL,ALABAMA,0101660,Geneva County,00570,Geneva County High School,10166000570,010166000570,No,0,-9,0,0,0,0
AL,ALABAMA,0101660,Geneva County,00571,Samson High School,10166000571,010166000571,No,0,-9,0,0,0,0
AL,ALABAMA,0101660,Geneva County,01519,Slocomb High School,10166001519,010166001519,No,0,-9,0,0,0,0
AL,ALABAMA,0101680,Greene County,00576,Greene County High School,10168000576,010168000576,No,0,-9,0,0,0,0
AL,ALABAMA,0101690,Guntersville City,00582,Guntersville High School,10169000582,010169000582,Yes,9,Yes,71,146,1,1
AL,ALABAMA,0101710,Hale County,00588,Hale County High School,10171000588,010171000588,Yes,1,No,0,14,1,0
AL,ALABAMA,0101710,Hale County,02162,Greensboro High School,10171002162,010171002162,No,0,-9,0,0,0,0
AL,ALABAMA,0101720,Haleyville City,00594,Haleyville High School,10172000594,010172000594,No,0,-9,0,0,0,0
AL,ALABAMA,0101730,Hartselle City,00599,Hartselle High School,10173000599,010173000599,Yes,13,Yes,89,160,1,1
AL,ALABAMA,0101740,Henry County,00600,Abbeville High School,10174000600,010174000600,No,0,-9,0,0,0,0
AL,ALABAMA,0101740,Henry County,00604,Headland High School,10174000604,010174000604,Yes,4,Yes,10,37,1,1
AL,ALABAMA,0101740,Henry County,00605,Headland Middle School,10174000605,010174000605,No,0,-9,0,0,0,0
AL,ALABAMA,0101740,Henry County,99999,Camp Sayla,10174099999,010174099999,No,0,-9,0,0,0,0
AL,ALABAMA,0101760,Homewood City,00608,Homewood High School,10176000608,010176000608,Yes,20,Yes,85,406,1,1
AL,ALABAMA,0101770,Houston County,00611,Ashford High School,10177000611,010177000611,No,0,-9,0,0,0,0
AL,ALABAMA,0101770,Houston County,00612,Cottonwood High School,10177000612,010177000612,No,0,-9,0,0,0,0
AL,ALABAMA,0101770,Houston County,00614,Houston County High School,10177000614,010177000614,No,0,-9,0,0,0,0
AL,ALABAMA,0101770,Houston County,00615,Rehobeth High School,10177000615,010177000615,No,0,-9,0,0,0,0
AL,ALABAMA,0101770,Houston County,00617,Wicksburg High School,10177000617,010177000617,No,0,-9,0,0,0,0
AL,ALABAMA,0101800,Huntsville City,00629,Virgil Grissom High School,10180000629,010180000629,Yes,30,Yes,152,515,1,1
AL,ALABAMA,0101800,Huntsville City,00631,Huntsville High School,10180000631,010180000631,Yes,25,Yes,150,686,1,1
AL,ALABAMA,0101800,Huntsville City,00636,Lee High School,10180000636,010180000636,Yes,15,Yes,4,129,1,1
AL,ALABAMA,0101800,Huntsville City,01374,New Century Technology High School,10180001374,010180001374,Yes,20,Yes,52,253,1,1
AL,ALABAMA,0101800,Huntsville City,01651,Columbia High School,10180001651,010180001651,Yes,4,No,0,57,1,0
AL,ALABAMA,0101800,Huntsville City,02419,Jemison High School,10180002419,010180002419,Yes,13,Yes,4,165,1,1
AL,ALABAMA,0101830,Jackson County,00662,North Sand Mountain School,10183000662,010183000662,No,0,-9,0,0,0,0
AL,ALABAMA,0101830,Jackson County,00663,Paint Rock Valley High School,10183000663,010183000663,No,0,-9,0,0,0,0
AL,ALABAMA,0101830,Jackson County,00667,Section High School,10183000667,010183000667,Yes,8,No,0,3,1,0
AL,ALABAMA,0101830,Jackson County,00668,Skyline High School,10183000668,010183000668,No,0,-9,0,0,0,0
AL,ALABAMA,0101830,Jackson County,00671,Woodville High School,10183000671,010183000671,No,0,-9,0,0,0,0
AL,ALABAMA,0101830,Jackson County,01532,Pisgah High School,10183001532,010183001532,No,0,-9,0,0,0,0
AL,ALABAMA,0101830,Jackson County,01751,North Jackson High School,10183001751,010183001751,No,0,-9,0,0,0,0
AL,ALABAMA,0101860,Jacksonville City,00673,Jacksonville High School,10186000673,010186000673,Yes,6,Yes,20,76,1,1
AL,ALABAMA,0101890,Jasper City Board Of Education,00678,Jasper High School,10189000678,010189000678,Yes,7,No,0,41,1,0
AL,ALABAMA,0101920,Jefferson County,00469,ClayChalkville High School,10192000469,010192000469,Yes,13,Yes,92,159,1,1
AL,ALABAMA,0101920,Jefferson County,00698,Corner High School,10192000698,010192000698,Yes,5,Yes,9,221,1,1
AL,ALABAMA,0101920,Jefferson County,00702,Center Point High School,10192000702,010192000702,Yes,6,Yes,20,88,1,1
AL,ALABAMA,0101920,Jefferson County,00704,Fultondale High School,10192000704,010192000704,Yes,4,Yes,41,42,1,1
AL,ALABAMA,0101920,Jefferson County,00706,Gardendale High School,10192000706,010192000706,Yes,13,Yes,45,190,1,1
AL,ALABAMA,0101920,Jefferson County,00717,Hueytown High School,10192000717,010192000717,Yes,10,Yes,25,152,1,1
AL,ALABAMA,0101920,Jefferson County,00725,McAdory High School,10192000725,010192000725,Yes,6,Yes,46,260,1,1
AL,ALABAMA,0101920,Jefferson County,00728,Mortimer Jordan High School,10192000728,010192000728,Yes,10,Yes,65,121,1,1
AL,ALABAMA,0101920,Jefferson County,00732,Oak Grove High School,10192000732,010192000732,Yes,6,Yes,17,140,1,1
AL,ALABAMA,0101920,Jefferson County,00734,Pinson Valley High School,10192000734,010192000734,Yes,10,Yes,14,114,1,1
AL,ALABAMA,0101920,Jefferson County,00737,Pleasant Grove High School,10192000737,010192000737,Yes,7,Yes,8,119,1,1
AL,ALABAMA,0101920,Jefferson County,00744,Shades Valley High School,10192000744,010192000744,Yes,19,Yes,528,528,1,1
AL,ALABAMA,0101920,Jefferson County,01680,William E Burkett MultiHandicapped Center,10192001680,010192001680,No,0,-9,0,0,0,0
AL,ALABAMA,0101920,Jefferson County,01752,Minor High School,10192001752,010192001752,Yes,7,Yes,8,122,1,1
AL,ALABAMA,0101950,Lamar County,00756,Sulligent School,10195000756,010195000756,Yes,6,Yes,17,81,1,1
AL,ALABAMA,0101950,Lamar County,01511,Lamar County HighIntermediate,10195001511,010195001511,No,0,-9,0,0,0,0
AL,ALABAMA,0101950,Lamar County,01720,South Lamar School,10195001720,010195001720,No,0,-9,0,0,0,0
AL,ALABAMA,0101980,Lanett City,00759,Lanett Senior High School,10198000759,010198000759,Yes,2,No,0,9,1,0
AL,ALABAMA,0102010,Lauderdale County,00762,Allen Thornton Career Technical Center,10201000762,010201000762,No,0,-9,0,0,0,0
AL,ALABAMA,0102010,Lauderdale County,00764,Brooks High School,10201000764,010201000764,Yes,1,No,0,8,1,0
AL,ALABAMA,0102010,Lauderdale County,00765,Central High School,10201000765,010201000765,Yes,1,No,0,2,1,0
