LEA_STATE_x,LEA_STATE_NAME_x,LEAID_x,LEA_NAME_x,SCHID_x,SCH_NAME_x,COMBOKEY_x,Special_ed_schl_new,Magnet_schl_new,Charter_Schl_new,Alternate_schl_new,NCESSCH,LEVEL,Total_enroll_students,SCH_FTETEACH_TOT,SCH_FTETEACH_CERT,SCH_FTETEACH_NOTCERT,FTE_teachers_count,SalaryforTeachers,Total_SAT_ACT_students,SCH_IBENR_IND_new,Total_IB_students,SCH_APENR_IND_new,SCH_APCOURSES,SCH_APOTHENR_IND_new,Total_AP_other_students,Total_students_tookAP
AL,ALABAMA,0101560,Fort Payne City,00538,Fort Payne High School,010156000538,0,0,0,0,010156000538,High,905.0,52.0,52.0,0.0,52.0,2935400.62,472.0,0.0,-18.0,1.0,2.0,1.0,38.0,27.0
AL,ALABAMA,0101590,Franklin County,00544,Phil Campbell High School,010159000544,0,0,0,0,010159000544,High,470.0,28.0,28.0,0.0,28.0,1892907.0,72.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
AL,ALABAMA,0101590,Franklin County,01869,Tharptown High School,010159001869,0,0,0,0,010159001869,High,371.0,21.78,21.78,0.0,21.78,1658776.0,63.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
AL,ALABAMA,0101620,Gadsden City,01824,Gadsden City High School,010162001824,0,0,0,0,010162001824,High,1524.0,105.45,105.45,0.0,105.45,4738785.64,327.0,0.0,-18.0,1.0,15.0,1.0,322.0,100.0
AL,ALABAMA,0101640,Geneva City,00567,Geneva High School,010164000567,0,0,0,0,010164000567,High,289.0,26.5,26.5,0.0,20.0,1219769.47,86.0,0.0,-18.0,1.0,2.0,1.0,18.0,0.0
AL,ALABAMA,0101680,Greene County,00576,Greene County High School,010168000576,0,0,0,0,010168000576,High,340.0,24.0,22.0,2.0,24.0,1726329.0,75.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
AL,ALABAMA,0101690,Guntersville City,00582,Guntersville High School,010169000582,0,0,0,0,010169000582,High,603.0,35.3,35.3,0.0,32.3,1770075.7,140.0,0.0,-18.0,1.0,9.0,1.0,134.0,146.0
AL,ALABAMA,0101710,Hale County,00588,Hale County High School,010171000588,0,0,0,0,010171000588,High,384.0,25.0,25.0,0.0,20.24,1015428.0,208.0,0.0,-18.0,1.0,1.0,1.0,14.0,14.0
AL,ALABAMA,0101710,Hale County,02162,Greensboro High School,010171002162,0,0,0,0,010171002162,High,401.0,23.5,22.5,1.0,16.76,947960.0,182.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
AL,ALABAMA,0101720,Haleyville City,00594,Haleyville High School,010172000594,0,0,0,0,010172000594,High,500.0,29.54,29.54,0.0,29.54,1486613.22,190.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
AL,ALABAMA,0101730,Hartselle City,00599,Hartselle High School,010173000599,0,0,0,0,010173000599,High,1059.0,64.0,64.0,0.0,57.92,3268921.79,393.0,0.0,-18.0,1.0,13.0,1.0,249.0,160.0
AL,ALABAMA,0101740,Henry County,00600,Abbeville High School,010174000600,0,0,0,0,010174000600,High,333.0,25.0,25.0,0.0,22.0,954509.0,54.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
AL,ALABAMA,0101740,Henry County,00604,Headland High School,010174000604,0,0,0,0,010174000604,High,396.0,22.0,22.0,0.0,21.0,1051540.0,113.0,0.0,-18.0,1.0,4.0,1.0,38.0,37.0
AL,ALABAMA,0101760,Homewood City,00608,Homewood High School,010176000608,0,0,0,0,010176000608,High,1226.0,92.3,92.3,0.0,84.3,5676600.42,524.0,0.0,-18.0,1.0,20.0,1.0,395.0,406.0
AL,ALABAMA,0101770,Houston County,00611,Ashford High School,010177000611,0,0,0,0,010177000611,High,767.0,48.0,48.0,0.0,41.0,2025855.26,177.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
AL,ALABAMA,0101770,Houston County,00614,Houston County High School,010177000614,0,0,0,0,010177000614,High,375.0,25.0,25.0,0.0,18.75,935480.16,60.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
AL,ALABAMA,0101770,Houston County,00615,Rehobeth High School,010177000615,0,0,0,0,010177000615,High,739.0,40.5,38.5,2.0,40.5,2063099.54,211.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
AL,ALABAMA,0101800,Huntsville City,00629,Virgil Grissom High School,010180000629,0,0,0,0,010180000629,High,1753.0,103.0,103.0,0.0,101.15,5439780.0,739.0,0.0,-18.0,1.0,30.0,1.0,550.0,515.0
AL,ALABAMA,0101800,Huntsville City,00631,Huntsville High School,010180000631,0,0,0,0,010180000631,High,1772.0,100.0,100.0,0.0,97.1,5421170.0,833.0,0.0,-18.0,1.0,25.0,1.0,668.0,686.0
AL,ALABAMA,0101800,Huntsville City,00636,Lee High School,010180000636,0,1,0,0,010180000636,High,730.0,54.0,54.0,0.0,47.72,2737816.0,335.0,0.0,-18.0,1.0,15.0,1.0,131.0,129.0
AL,ALABAMA,0101800,Huntsville City,01374,New Century Technology High School,010180001374,0,1,0,0,010180001374,High,455.0,30.5,29.5,1.0,26.52,1520112.0,228.0,0.0,-18.0,1.0,20.0,1.0,263.0,253.0
AL,ALABAMA,0101800,Huntsville City,01651,Columbia High School,010180001651,0,1,0,0,010180001651,High,890.0,68.5,67.5,1.0,55.0,3046353.0,407.0,1.0,145.0,1.0,4.0,1.0,49.0,57.0
AL,ALABAMA,0101800,Huntsville City,02419,Jemison High School,010180002419,0,1,0,0,010180002419,High,781.0,52.0,52.0,0.0,40.14,2288924.0,307.0,0.0,-18.0,1.0,13.0,1.0,159.0,165.0
AL,ALABAMA,0101830,Jackson County,01751,North Jackson High School,010183001751,0,0,0,0,010183001751,High,473.0,35.36,35.36,0.0,33.76,1639909.46,148.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
AL,ALABAMA,0101860,Jacksonville City,00673,Jacksonville High School,010186000673,0,0,0,0,010186000673,High,700.0,44.0,44.0,0.0,44.0,2241687.32,97.0,0.0,-18.0,1.0,6.0,1.0,66.0,76.0
AL,ALABAMA,0101890,Jasper City Board Of Education,00678,Jasper High School,010189000678,0,0,0,0,010189000678,High,768.0,57.32,57.32,0.0,57.32,3057622.22,175.0,0.0,-18.0,1.0,7.0,1.0,15.0,41.0
AL,ALABAMA,0101920,Jefferson County,00469,ClayChalkville High School,010192000469,0,0,0,0,010192000469,High,1292.0,78.0,73.0,5.0,66.32,1097791.47,279.0,0.0,-18.0,1.0,13.0,1.0,304.0,159.0
AL,ALABAMA,0101920,Jefferson County,00698,Corner High School,010192000698,0,0,0,0,010192000698,High,537.0,31.0,31.0,0.0,26.37,1642235.6,134.0,0.0,-18.0,1.0,5.0,1.0,187.0,221.0
AL,ALABAMA,0101920,Jefferson County,00702,Center Point High School,010192000702,0,0,0,0,010192000702,High,757.0,49.0,49.0,0.0,35.99,1839626.25,175.0,0.0,-18.0,1.0,6.0,1.0,66.0,88.0
AL,ALABAMA,0101920,Jefferson County,00717,Hueytown High School,010192000717,0,0,0,0,010192000717,High,1082.0,63.8,63.8,0.0,51.9,1572316.9,253.0,0.0,-18.0,1.0,10.0,1.0,108.0,152.0
AL,ALABAMA,0101920,Jefferson County,00725,McAdory High School,010192000725,0,0,0,0,010192000725,High,1064.0,62.4,58.9,3.5,53.29,3027549.27,267.0,0.0,-18.0,1.0,6.0,1.0,267.0,260.0
AL,ALABAMA,0101920,Jefferson County,00728,Mortimer Jordan High School,010192000728,0,0,0,0,010192000728,High,751.0,41.86,41.86,0.0,36.23,1130733.85,566.0,0.0,-18.0,1.0,10.0,1.0,135.0,121.0
AL,ALABAMA,0101920,Jefferson County,00732,Oak Grove High School,010192000732,0,0,0,0,010192000732,High,786.0,45.6,42.6,3.0,39.36,2259819.68,97.0,0.0,-18.0,1.0,6.0,1.0,122.0,140.0
AL,ALABAMA,0101920,Jefferson County,00734,Pinson Valley High School,010192000734,0,0,0,0,010192000734,High,1011.0,60.0,60.0,0.0,50.42,2381602.06,386.0,0.0,-18.0,1.0,10.0,1.0,134.0,114.0
AL,ALABAMA,0101920,Jefferson County,00737,Pleasant Grove High School,010192000737,0,0,0,0,010192000737,High,713.0,43.0,42.0,1.0,36.58,932468.72,112.0,0.0,-18.0,1.0,7.0,1.0,100.0,119.0
AL,ALABAMA,0101920,Jefferson County,00744,Shades Valley High School,010192000744,0,0,0,0,010192000744,High,1342.0,76.0,76.0,0.0,70.07,1509652.94,431.0,1.0,322.0,1.0,19.0,1.0,20.0,528.0
AL,ALABAMA,0101920,Jefferson County,01752,Minor High School,010192001752,0,0,0,0,010192001752,High,988.0,65.0,65.0,0.0,48.91,1069084.87,253.0,0.0,-18.0,1.0,7.0,1.0,95.0,122.0
AL,ALABAMA,0101980,Lanett City,00759,Lanett Senior High School,010198000759,0,0,0,0,010198000759,High,233.0,14.75,14.75,0.0,12.75,567887.13,79.0,0.0,-18.0,1.0,2.0,1.0,9.0,9.0
AL,ALABAMA,0102010,Lauderdale County,00762,Allen Thornton Career Technical Center,010201000762,0,0,0,0,010201000762,High,12.0,16.0,16.0,0.0,2.0,47096.17,1.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
AL,ALABAMA,0102010,Lauderdale County,00764,Brooks High School,010201000764,0,0,0,0,010201000764,High,743.0,42.5,42.5,0.0,38.88,1993450.26,115.0,0.0,-18.0,1.0,1.0,0.0,-18.0,8.0
AL,ALABAMA,0102040,Lawrence County,00776,R A Hubbard High School,010204000776,0,0,0,0,010204000776,High,137.0,11.0,11.0,0.0,8.0,425200.0,23.0,0.0,-18.0,1.0,3.0,1.0,27.0,27.0
AL,ALABAMA,0102040,Lawrence County,00780,Hatton High School,010204000780,0,0,0,0,010204000780,High,398.0,21.0,21.0,0.0,21.0,1055866.0,59.0,0.0,-18.0,1.0,3.0,1.0,9.0,15.0
AL,ALABAMA,0102040,Lawrence County,00783,Lawrence County High School,010204000783,0,0,0,0,010204000783,High,604.0,32.0,32.0,0.0,32.0,1648120.0,274.0,0.0,-18.0,1.0,8.0,1.0,129.0,185.0
AL,ALABAMA,0102040,Lawrence County,01546,East Lawrence High School,010204001546,0,0,0,0,010204001546,High,352.0,21.75,21.75,0.0,19.5,1061067.0,102.0,0.0,-18.0,1.0,3.0,1.0,58.0,15.0
AL,ALABAMA,0102070,Lee County,00790,Beauregard High School,010207000790,0,0,0,0,010207000790,High,648.0,43.0,43.0,0.0,42.0,2073428.0,152.0,0.0,-18.0,1.0,6.0,1.0,58.0,61.0
AL,ALABAMA,0102070,Lee County,00791,Beulah High School,010207000791,0,0,0,0,010207000791,High,506.0,40.0,40.0,0.0,38.0,1799872.0,98.0,0.0,-18.0,1.0,6.0,1.0,54.0,73.0
AL,ALABAMA,0102070,Lee County,00792,Loachapoka High School,010207000792,0,0,0,0,010207000792,High,243.0,19.27,18.27,1.0,19.27,924655.0,37.0,0.0,-18.0,1.0,4.0,1.0,29.0,14.0
AL,ALABAMA,0102070,Lee County,00795,Smiths Station High School,010207000795,0,0,0,0,010207000795,High,1302.0,80.92,80.92,0.0,80.92,3989819.0,379.0,0.0,-18.0,1.0,8.0,1.0,127.0,186.0
AL,ALABAMA,0102100,Limestone County,00799,Clements High School,010210000799,0,0,0,0,010210000799,High,542.0,34.0,34.0,0.0,31.0,1855132.0,139.0,0.0,-18.0,1.0,1.0,1.0,8.0,8.0
AL,ALABAMA,0102100,Limestone County,00800,East Limestone High School,010210000800,0,0,0,0,010210000800,High,1218.0,63.0,63.0,0.0,60.0,3163063.0,335.0,0.0,-18.0,1.0,7.0,1.0,191.0,0.0
AL,ALABAMA,0102100,Limestone County,00810,West Limestone High School,010210000810,0,0,0,0,010210000810,High,491.0,46.0,46.0,0.0,46.0,2180886.0,116.0,0.0,-18.0,1.0,9.0,1.0,13.0,81.0
AL,ALABAMA,0102100,Limestone County,01549,Elkmont High School,010210001549,0,0,0,0,010210001549,High,688.0,34.5,34.5,0.0,34.5,1785664.0,90.0,0.0,-18.0,1.0,6.0,1.0,60.0,83.0
AL,ALABAMA,0102130,Linden City,00813,Linden High School,010213000813,0,0,0,0,010213000813,High,163.0,12.25,11.25,1.0,9.61,511319.65,30.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
AL,ALABAMA,0102160,Lowndes County,00817,Central High School,010216000817,0,0,0,0,010216000817,High,254.0,14.41,13.41,1.0,14.41,990987.0,51.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
AL,ALABAMA,0102220,Madison County,00556,Madison County High School,010222000556,0,0,0,0,010222000556,High,536.0,30.0,30.0,0.0,30.0,1664903.76,131.0,0.0,-18.0,1.0,6.0,1.0,118.0,127.0
AL,ALABAMA,0102220,Madison County,00836,Hazel Green High School,010222000836,0,0,0,0,010222000836,High,1391.0,75.0,73.0,2.0,75.0,3872120.01,308.0,0.0,-18.0,1.0,10.0,1.0,62.0,189.0
AL,ALABAMA,0102220,Madison County,00843,New Hope High School,010222000843,0,0,0,0,010222000843,High,385.0,24.0,24.0,0.0,24.0,1162639.92,99.0,0.0,-18.0,1.0,8.0,1.0,120.0,135.0
AL,ALABAMA,0102220,Madison County,00848,Sparkman High School,010222000848,0,0,0,0,010222000848,High,2021.0,100.0,100.0,0.0,100.0,5266314.71,975.0,0.0,-18.0,1.0,18.0,1.0,470.0,707.0
AL,ALABAMA,0102220,Madison County,01683,Buckhorn High School,010222001683,0,0,0,0,010222001683,High,1363.0,76.0,76.0,0.0,76.0,3898203.83,358.0,0.0,-18.0,1.0,11.0,1.0,455.0,519.0
AL,ALABAMA,0102310,Marion County,00862,Brilliant High School,010231000862,0,0,0,0,010231000862,High,121.0,7.0,7.0,0.0,7.0,305292.22,17.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
AL,ALABAMA,0102310,Marion County,00863,Marion County High School,010231000863,0,0,0,0,010231000863,High,244.0,15.0,15.0,0.0,14.0,707964.52,59.0,0.0,-18.0,1.0,1.0,1.0,10.0,7.0
AL,ALABAMA,0102310,Marion County,00866,Hackleburg High School,010231000866,0,0,0,0,010231000866,High,182.0,10.63,10.63,0.0,10.63,510422.68,28.0,0.0,-18.0,1.0,2.0,1.0,5.0,0.0
AL,ALABAMA,0102310,Marion County,00868,Hamilton High School,010231000868,0,0,0,0,010231000868,High,481.0,29.5,29.5,0.0,29.5,1463948.92,228.0,0.0,-18.0,1.0,2.0,0.0,-18.0,4.0
AL,ALABAMA,0102310,Marion County,00869,Phillips High School,010231000869,0,0,0,0,010231000869,High,229.0,12.63,12.63,0.0,12.63,610482.94,45.0,0.0,-18.0,1.0,3.0,1.0,22.0,16.0
AL,ALABAMA,0102350,Midfield City,00891,Midfield High School,010235000891,0,0,0,0,010235000891,High,340.0,20.0,17.0,3.0,20.0,1018492.91,90.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
AL,ALABAMA,0102370,Mobile County,00898,Ben C Rain High School,010237000898,0,0,0,0,010237000898,High,771.0,64.99,0.0,64.99,43.65,2111987.0,165.0,0.0,-18.0,1.0,5.0,1.0,57.0,60.0
AL,ALABAMA,0102370,Mobile County,00899,Baker High School,010237000899,0,0,0,0,010237000899,High,2759.0,157.0,0.0,157.0,140.6,6815655.0,647.0,0.0,-18.0,1.0,14.0,1.0,449.0,391.0
AL,ALABAMA,0102370,Mobile County,00900,Mattie T Blount High School,010237000900,0,0,0,0,010237000900,High,966.0,73.29,0.0,73.29,49.1,2380844.0,220.0,0.0,-18.0,1.0,2.0,1.0,58.0,55.0
AL,ALABAMA,0102370,Mobile County,00906,Citronelle High School,010237000906,0,0,0,0,010237000906,High,825.0,51.0,0.0,51.0,39.1,1894285.0,212.0,0.0,-18.0,1.0,6.0,1.0,59.0,60.0
AL,ALABAMA,0102370,Mobile County,00912,WP Davidson High School,010237000912,0,0,0,0,010237000912,High,1594.0,100.0,0.0,100.0,80.5,4064738.0,607.0,1.0,110.0,1.0,16.0,1.0,236.0,261.0
AL,ALABAMA,0102370,Mobile County,00934,Mary G Montgomery High School,010237000934,0,0,0,0,010237000934,High,2012.0,138.09,0.0,138.09,105.5,5087626.0,435.0,0.0,-18.0,1.0,12.0,1.0,182.0,171.0
AL,ALABAMA,0102370,Mobile County,00942,Murphy High School,010237000942,0,0,0,0,010237000942,High,1836.0,111.0,0.0,111.0,102.1,4822582.0,405.0,1.0,142.0,1.0,20.0,1.0,260.0,250.0
AL,ALABAMA,0102370,Mobile County,00962,John L Leflore Magnet School,010237000962,0,0,0,0,010237000962,High,630.0,68.09,0.0,68.09,38.64,1961504.0,127.0,0.0,-18.0,1.0,1.0,1.0,18.0,18.0
AL,ALABAMA,0102370,Mobile County,00964,CF Vigor High School,010237000964,0,0,0,0,010237000964,High,626.0,84.6,0.0,84.6,33.05,1655740.0,420.0,0.0,-18.0,1.0,6.0,1.0,31.0,31.0
AL,ALABAMA,0102370,Mobile County,00969,Williamson High School and Middle Grades Preparatory Academy,010237000969,0,0,0,0,010237000969,High,749.0,82.09,0.0,82.09,40.1,1842389.0,76.0,0.0,-18.0,1.0,2.0,1.0,32.0,29.0
AL,ALABAMA,0102370,Mobile County,00989,Alma Bryant High School,010237000989,0,0,0,0,010237000989,High,1750.0,139.34,0.0,139.34,88.1,4304572.0,756.0,0.0,-18.0,1.0,9.0,1.0,138.0,139.0
AL,ALABAMA,0102370,Mobile County,01688,Theodore High School,010237001688,0,0,0,0,010237001688,High,1553.0,98.5,0.0,98.5,76.16,3649379.0,372.0,0.0,-18.0,1.0,9.0,1.0,84.0,80.0
AL,ALABAMA,0102400,Monroe County,00973,Monroe County High School,010240000973,0,0,0,0,010240000973,High,406.0,26.5,26.5,0.0,26.2,1184057.0,89.0,0.0,-18.0,1.0,5.0,1.0,46.0,46.0
AL,ALABAMA,0102430,Montgomery County,00504,Booker T Washington Magnet High School,010243000504,0,1,0,0,010243000504,High,407.0,33.0,33.0,0.0,30.8,599502.0,85.0,0.0,-18.0,1.0,15.0,1.0,113.0,80.0
AL,ALABAMA,0102430,Montgomery County,01015,Carver Senior High School,010243001015,0,0,0,0,010243001015,High,1097.0,74.0,74.0,0.0,65.5,1287526.0,245.0,0.0,-18.0,1.0,4.0,1.0,87.0,8.0
AL,ALABAMA,0102430,Montgomery County,01024,Jefferson Davis High School,010243001024,0,0,0,0,010243001024,High,1760.0,110.0,109.0,1.0,103.0,1960096.0,172.0,0.0,-18.0,1.0,3.0,1.0,57.0,37.0
AL,ALABAMA,0102430,Montgomery County,01035,Lee High School,010243001035,0,0,0,0,010243001035,High,1528.0,90.0,88.0,2.0,79.5,1497072.0,341.0,0.0,-18.0,1.0,8.0,1.0,91.0,13.0
AL,ALABAMA,0102430,Montgomery County,01036,Lanier Senior High School,010243001036,0,0,0,0,010243001036,High,1008.0,55.0,53.0,2.0,55.0,1063078.0,217.0,0.0,-18.0,1.0,5.0,1.0,69.0,0.0
AL,ALABAMA,0102430,Montgomery County,01417,Loveless Academic Magnet Program High School,010243001417,0,1,0,0,010243001417,High,505.0,35.0,35.0,0.0,34.0,663128.0,115.0,1.0,9.0,1.0,27.0,1.0,496.0,490.0
AL,ALABAMA,0102430,Montgomery County,01457,Brewbaker Technology Magnet High School,010243001457,0,1,0,0,010243001457,High,530.0,36.0,36.0,0.0,35.0,676545.0,136.0,0.0,-18.0,1.0,10.0,1.0,145.0,138.0
AL,ALABAMA,0102430,Montgomery County,02214,Park Crossing High School,010243002214,0,0,0,0,010243002214,High,1249.0,72.0,72.0,0.0,69.0,1300455.0,333.0,0.0,-18.0,1.0,9.0,1.0,138.0,240.0
AL,ALABAMA,0102480,Morgan County,01042,Danville High School,010248001042,0,0,0,0,010248001042,High,389.0,24.99,24.99,0.0,24.99,1245729.1,180.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
AL,ALABAMA,0102480,Morgan County,01044,Falkville High School,010248001044,0,0,0,0,010248001044,High,426.0,24.26,24.26,0.0,24.26,1230191.14,62.0,0.0,-18.0,1.0,1.0,1.0,15.0,0.0
AL,ALABAMA,0102480,Morgan County,01048,Priceville High School,010248001048,0,0,0,0,010248001048,High,473.0,28.65,28.65,0.0,28.65,1473578.83,198.0,0.0,-18.0,1.0,13.0,1.0,15.0,4.0
AL,ALABAMA,0102480,Morgan County,01052,West Morgan High School,010248001052,0,0,0,0,010248001052,High,417.0,24.04,24.04,0.0,24.04,1200208.09,126.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
AL,ALABAMA,0102480,Morgan County,01696,Albert P Brewer High School,010248001696,0,0,0,0,010248001696,High,807.0,55.54,55.54,0.0,54.19,2816461.83,240.0,0.0,-18.0,1.0,9.0,1.0,63.0,104.0
AL,ALABAMA,0102490,Mountain Brook City,01056,Mountain Brook High School,010249001056,0,0,0,0,010249001056,High,1052.0,102.0,102.0,0.0,91.0,5420909.95,338.0,0.0,-18.0,1.0,30.0,1.0,442.0,441.0
AL,ALABAMA,0102520,Muscle Shoals City,01062,Muscle Shoals High School,010252001062,0,0,0,0,010252001062,High,874.0,46.0,46.0,0.0,44.49,2365695.12,430.0,0.0,-18.0,1.0,8.0,1.0,112.0,163.0
AL,ALABAMA,0102550,Oneonta City,01064,Oneonta High School,010255001064,0,0,0,0,010255001064,High,450.0,26.43,26.43,0.0,26.17,1285642.45,108.0,0.0,-18.0,1.0,7.0,1.0,39.0,58.0
AL,ALABAMA,0102580,Opelika City,01070,Opelika High School,010258001070,0,0,0,0,010258001070,High,1247.0,102.17,102.17,0.0,92.49,4921355.0,415.0,0.0,-18.0,1.0,10.0,1.0,78.0,97.0
AL,ALABAMA,0102640,Ozark City,01080,Carroll High School,010264001080,0,0,0,0,010264001080,High,695.0,43.0,43.0,0.0,43.0,2360512.38,181.0,0.0,-18.0,1.0,12.0,1.0,99.0,111.0
AL,ALABAMA,0102650,Pell City,01573,Pell City High School,010265001573,0,0,0,0,010265001573,High,1128.0,65.0,65.0,0.0,54.89,3118700.01,259.0,0.0,-18.0,1.0,13.0,1.0,126.0,188.0
AL,ALABAMA,0102700,Phenix City,01088,Central High School,010270001088,0,0,0,0,010270001088,High,1285.0,77.0,77.0,0.0,74.0,3775262.38,533.0,0.0,-18.0,1.0,9.0,1.0,161.0,100.0
AL,ALABAMA,0102730,Pickens County,01098,Aliceville High School,010273001098,0,0,0,0,010273001098,High,260.0,15.66,10.66,5.0,15.66,797145.85,114.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
AL,ALABAMA,0102730,Pickens County,01104,Gordo High School,010273001104,0,0,0,0,010273001104,High,559.0,30.18,30.18,0.0,30.18,1506337.36,92.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
AL,ALABAMA,0102760,Piedmont City,01108,Piedmont High School,010276001108,0,0,0,0,010276001108,High,334.0,24.5,24.5,0.0,20.98,1012103.75,119.0,0.0,-18.0,1.0,7.0,1.0,70.0,31.0
AL,ALABAMA,0102790,Pike County,01112,Pike County High School,010279001112,0,0,0,0,010279001112,High,443.0,28.0,28.0,0.0,27.0,1382455.92,69.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
AL,ALABAMA,0102790,Pike County,01114,Goshen High School,010279001114,0,0,0,0,010279001114,High,480.0,27.0,27.0,0.0,24.5,1304999.54,80.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
AL,ALABAMA,0102820,Randolph County,01119,Randolph County High School,010282001119,0,0,0,0,010282001119,High,508.0,24.68,24.68,0.0,22.35,910209.15,95.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
AL,ALABAMA,0102820,Randolph County,01125,Woodland High School,010282001125,0,0,0,0,010282001125,High,294.0,18.14,18.14,0.0,13.53,840348.02,89.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
AL,ALABAMA,0102850,Roanoke City,01126,Handley High School,010285001126,0,0,0,0,010285001126,High,493.0,27.0,26.0,1.0,25.19,1199220.31,127.0,0.0,-18.0,1.0,2.0,1.0,19.0,45.0
AL,ALABAMA,0102880,Russell County,01802,Russell County High School,010288001802,0,0,0,0,010288001802,High,958.0,55.5,55.5,0.0,52.9,2683233.05,288.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
AL,ALABAMA,0102910,Russellville City,01142,Russellville High School,010291001142,0,0,0,0,010291001142,High,727.0,46.25,46.25,0.0,42.75,2377854.0,172.0,0.0,-18.0,1.0,8.0,1.0,213.0,371.0
AL,ALABAMA,0102940,Scottsboro City,01147,Scottsboro High School,010294001147,0,0,0,0,010294001147,High,808.0,43.4,43.4,0.0,40.0,2134338.0,190.0,0.0,-18.0,1.0,5.0,1.0,34.0,62.0
AL,ALABAMA,0102970,Selma City,01160,Selma High School,010297001160,0,0,0,0,010297001160,High,809.0,35.0,30.0,5.0,35.0,1118234.0,192.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
AL,ALABAMA,0103000,Sheffield City,01164,Sheffield High School,010300001164,0,0,0,0,010300001164,High,252.0,23.74,23.74,0.0,22.03,977282.55,93.0,0.0,-18.0,1.0,8.0,1.0,43.0,44.0
AL,ALABAMA,0103030,Shelby County,01170,Calera High,010303001170,0,0,0,0,010303001170,High,853.0,42.0,42.0,0.0,42.0,2223011.26,198.0,0.0,-18.0,1.0,13.0,1.0,45.0,187.0
AL,ALABAMA,0103030,Shelby County,01171,Chelsea High School,010303001171,0,0,0,0,010303001171,High,1236.0,67.0,67.0,0.0,64.0,3337547.0,385.0,0.0,-18.0,1.0,19.0,1.0,263.0,323.0
AL,ALABAMA,0103030,Shelby County,01174,Shelby County High School,010303001174,0,0,0,0,010303001174,High,549.0,39.45,39.45,0.0,32.0,1705165.82,159.0,0.0,-18.0,1.0,10.0,1.0,31.0,65.0
AL,ALABAMA,0103030,Shelby County,01177,Montevallo High School,010303001177,0,0,0,0,010303001177,High,415.0,25.5,25.5,0.0,24.5,1328099.82,129.0,0.0,-18.0,1.0,10.0,1.0,80.0,80.0
AL,ALABAMA,0103030,Shelby County,01187,Vincent Middle High School,010303001187,0,0,0,0,010303001187,High,465.0,37.0,36.0,1.0,27.5,1536904.21,50.0,0.0,-18.0,1.0,11.0,1.0,44.0,58.0
AL,ALABAMA,0103030,Shelby County,01189,Oak Mountain High School,010303001189,0,0,0,0,010303001189,High,1573.0,90.0,89.0,1.0,82.0,4573533.11,382.0,0.0,-18.0,1.0,20.0,1.0,470.0,616.0
AL,ALABAMA,0103030,Shelby County,02191,Helena High School,010303002191,0,0,0,0,010303002191,High,1279.0,76.0,75.0,1.0,65.5,3305721.44,287.0,0.0,-18.0,1.0,16.0,1.0,449.0,455.0
AL,ALABAMA,0103062,St Clair County,01362,Ashville High School,010306201362,0,0,0,0,010306201362,High,455.0,26.33,26.33,0.0,25.33,1252067.01,164.0,0.0,-18.0,1.0,5.0,1.0,12.0,44.0
AL,ALABAMA,0103062,St Clair County,01367,Saint Clair County High School,010306201367,0,0,0,0,010306201367,High,576.0,34.35,34.35,0.0,31.65,1602349.32,143.0,0.0,-18.0,1.0,6.0,1.0,23.0,142.0
AL,ALABAMA,0103062,St Clair County,01377,Springville High School,010306201377,0,0,0,0,010306201377,High,691.0,40.19,40.19,0.0,38.19,1980404.81,290.0,0.0,-18.0,1.0,11.0,1.0,4.0,139.0
AL,ALABAMA,0103062,St Clair County,01591,Moody High School,010306201591,0,0,0,0,010306201591,High,696.0,39.14,39.14,0.0,37.64,1840399.88,242.0,0.0,-18.0,1.0,5.0,1.0,25.0,121.0
