SCHOOL_YEAR,ST,SCH_NAME,ST_SCHID,NCESSCH,SY_STATUS,SCH_TYPE_TEXT,SCH_TYPE,LEVEL,TITLEI_STATUS,TITLEI_STATUS_TEXT,TEACHERS,DATA_GROUP,FARMS_COUNT
2017-2018,MI,Vandercook Lake High School,MI-38020-04284,263465007043,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,34.55,Free and Reduced-price Lunch Table,341.0
2017-2018,MI,Vandercook Lake Virtual Academy,MI-38020-03011,263465008759,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,0.3,Free and Reduced-price Lunch Table,24.0
2017-2018,MI,Lincoln High School,MI-50220-02201,263468007048,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,37.4,Free and Reduced-price Lunch Table,567.0
2017-2018,MI,Success Academy,MI-50220-02518,263468008651,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,0.0,Free and Reduced-price Lunch Table,35.0
2017-2018,MI,Pioneer Work and Learn Center,MI-79150-07857,263471000275,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,6.57,Free and Reduced-price Lunch Table,199.0
2017-2018,MI,Vassar Senior High School,MI-79150-04287,263471007056,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,27.93,Free and Reduced-price Lunch Table,286.0
2017-2018,MI,Vestaburg Community High School,MI-59150-04296,263492007059,1,Regular School,1,High,TGELGBNOPROG,Title I targeted assistance eligible school-No program,19.6,Free and Reduced-price Lunch Table,154.0
2017-2018,MI,Vicksburg High School,MI-39170-04299,263495007065,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,37.71,Free and Reduced-price Lunch Table,224.0
2017-2018,MI,Vicksburg Pathways High School,MI-39170-01435,263495008342,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,0.01,Free and Reduced-price Lunch Table,39.0
2017-2018,MI,Waldron High School,MI-30080-04331,263504007069,1,Regular School,1,High,TGELGBNOPROG,Title I targeted assistance eligible school-No program,3.17,Free and Reduced-price Lunch Table,40.0
2017-2018,MI,Walled Lake Northern High School,MI-63290-08995,263516001289,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,73.2,Free and Reduced-price Lunch Table,244.0
2017-2018,MI,Walled Lake Central High School,MI-63290-04340,263516007081,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,76.8,Free and Reduced-price Lunch Table,413.0
2017-2018,MI,Walled Lake Western High School,MI-63290-05705,263516007084,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,55.7,Free and Reduced-price Lunch Table,385.0
2017-2018,MI,Warren Consolidated Community High School,MI-50230-08397,263519000929,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,10.2,Free and Reduced-price Lunch Table,116.0
2017-2018,MI,Warren Mott High School,MI-50230-00645,263519007088,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,71.9,Free and Reduced-price Lunch Table,1075.0
2017-2018,MI,Cousino Senior High School,MI-50230-00814,263519007089,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,56.9,Free and Reduced-price Lunch Table,618.0
2017-2018,MI,Sterling Heights Senior HS,MI-50230-06019,263519007112,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,67.2,Free and Reduced-price Lunch Table,1004.0
2017-2018,MI,Warren Woods Enterprise HS,MI-50240-07575,263522000636,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,5.5,Free and Reduced-price Lunch Table,56.0
2017-2018,MI,Warren Woods Adult Education,MI-50240-07885,263522002059,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,2.62,Free and Reduced-price Lunch Table,5.0
2017-2018,MI,Warren Woods Tower High School,MI-50240-06267,263522007124,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,54.83,Free and Reduced-price Lunch Table,571.0
2017-2018,MI,Waterford Durant High School,MI-63300-00072,263531001512,1,Alternative School,4,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,13.57,Free and Reduced-price Lunch Table,124.0
2017-2018,MI,Waterford Kettering High School,MI-63300-04393,263531007143,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,60.85,Free and Reduced-price Lunch Table,600.0
2017-2018,MI,Waterford Mott High School,MI-63300-05535,263531007150,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,71.86,Free and Reduced-price Lunch Table,833.0
2017-2018,MI,Watervliet Senior High School,MI-11320-04398,263546007156,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,20.13,Free and Reduced-price Lunch Table,207.0
2017-2018,MI,WAY  Watervliet High School,MI-11320-00892,263546008276,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,2.17,Free and Reduced-price Lunch Table,49.0
2017-2018,MI,Waverly Senior High School,MI-33215-04403,263552007160,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,52.45,Free and Reduced-price Lunch Table,636.0
2017-2018,MI,Wayland High School,MI-03040-04404,263555007169,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,41.4,Free and Reduced-price Lunch Table,298.0
2017-2018,MI,Career Connections Academy,MI-03040-01379,263555008315,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,2.8,Free and Reduced-price Lunch Table,44.0
2017-2018,MI,Webberville High School,MI-33220-04417,263573007173,1,Regular School,1,High,TGELGBNOPROG,Title I targeted assistance eligible school-No program,10.28,Free and Reduced-price Lunch Table,93.0
2017-2018,MI,West Bloomfield High School,MI-63160-06171,263582007181,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,89.22,Free and Reduced-price Lunch Table,463.0
2017-2018,MI,Oakland Early College,MI-63160-09852,263582007784,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,6.73,Free and Reduced-price Lunch Table,29.0
2017-2018,MI,Ogemaw Heights High School,MI-65045-04438,263585007185,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,31.15,Free and Reduced-price Lunch Table,281.0
2017-2018,MI,West Ottawa High School Campus,MI-70070-04462,263591007194,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,106.37,Free and Reduced-price Lunch Table,1133.0
2017-2018,MI,Dunes Alternative High School,MI-70070-00824,263591008224,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,1.1,Free and Reduced-price Lunch Table,34.0
2017-2018,MI,Western High School,MI-38010-04476,263594007200,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,42.51,Free and Reduced-price Lunch Table,241.0
2017-2018,MI,Woodville Community Center,MI-38010-07261,263594007587,1,Alternative School,4,High,SWELIGSWPROG,Title I schoolwide school,4.33,Free and Reduced-price Lunch Table,57.0
2017-2018,MI,Hamady Community High School,MI-25210-06235,263597007205,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,17.46,Free and Reduced-price Lunch Table,296.0
2017-2018,MI,Academy West Alternative Education,MI-25210-01915,263597008491,1,Alternative School,4,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,15.0,Free and Reduced-price Lunch Table,447.0
2017-2018,MI,White Cloud High School,MI-62090-04499,263606007207,1,Regular School,1,High,TGELGBNOPROG,Title I targeted assistance eligible school-No program,11.48,Free and Reduced-price Lunch Table,186.0
2017-2018,MI,White Pigeon JrSr High School,MI-75070-04502,263612007210,1,Regular School,1,High,TGELGBNOPROG,Title I targeted assistance eligible school-No program,24.68,Free and Reduced-price Lunch Table,269.0
2017-2018,MI,Whiteford High School,MI-58110-04507,263627007215,1,Regular School,1,High,TGELGBNOPROG,Title I targeted assistance eligible school-No program,13.3,Free and Reduced-price Lunch Table,61.0
2017-2018,MI,Whitehall Senior High School,MI-61240-04510,263630007219,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,33.2,Free and Reduced-price Lunch Table,256.0
2017-2018,MI,Whitmore Lake High School,MI-81140-04515,263633007221,1,Regular School,1,High,TGELGBNOPROG,Title I targeted assistance eligible school-No program,22.2,Free and Reduced-price Lunch Table,134.0
2017-2018,MI,WhittemorePrescott JrSr High School,MI-35040-04516,263639007223,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,19.2,Free and Reduced-price Lunch Table,301.0
2017-2018,MI,Williamston High School,MI-33230-07526,263642007718,1,Regular School,1,High,TGELGBNOPROG,Title I targeted assistance eligible school-No program,29.6,Free and Reduced-price Lunch Table,92.0
2017-2018,MI,Woodhaven High School,MI-82365-06288,263648507242,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,56.2,Free and Reduced-price Lunch Table,415.0
2017-2018,MI,Maple Grove Alternative High School,MI-82365-01188,263648508308,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,2.5,Free and Reduced-price Lunch Table,55.0
2017-2018,MI,Roosevelt High School,MI-82170-03267,263654007252,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,65.33,Free and Reduced-price Lunch Table,723.0
2017-2018,MI,Wyoming High School,MI-41026-03253,263657007264,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,43.89,Free and Reduced-price Lunch Table,648.0
2017-2018,MI,Phoenix Alternative School,MI-74130-07528,263660000045,1,Alternative School,4,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,0.0,Free and Reduced-price Lunch Table,16.0
2017-2018,MI,Yale Senior High School,MI-74130-04613,263660007275,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,28.12,Free and Reduced-price Lunch Table,213.0
2017-2018,MI,ACTech High School,MI-81020-01925,263663008476,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,35.51,Free and Reduced-price Lunch Table,436.0
2017-2018,MI,Ypsilanti STEMM Middle College,MI-81020-01923,263663008572,1,Regular School,1,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,14.0,Free and Reduced-price Lunch Table,155.0
2017-2018,MI,ACCE,MI-81020-03000,263663008789,1,Alternative School,4,High,SWELIGNOPROG,Title I schoolwide eligible school-No program,10.0,Free and Reduced-price Lunch Table,101.0
2017-2018,MI,Zeeland West High School,MI-70350-09057,263666001316,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,40.95,Free and Reduced-price Lunch Table,170.0
2017-2018,MI,Venture Academy,MI-70350-09129,263666001546,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,3.8,Free and Reduced-price Lunch Table,36.0
2017-2018,MI,Zeeland East High School,MI-70350-04623,263666007296,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,50.4,Free and Reduced-price Lunch Table,169.0
2017-2018,MI,STAR Family Literacy,MI-03000-08425,268010001097,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,1.0,Free and Reduced-price Lunch Table,9.0
2017-2018,MI,Berrien County Juvenile Center,MI-11000-02577,268016000464,1,Special Education School,2,High,NOTTITLE1ELIG,Not a Title I school,3.0,Free and Reduced-price Lunch Table,21.0
2017-2018,MI,Starr Albion Prep,MI-13000-05491,268020000119,1,Special Education School,2,High,NOTTITLE1ELIG,Not a Title I school,10.28,Free and Reduced-price Lunch Table,124.0
2017-2018,MI,Calhoun County Juvenile Home,MI-13000-09757,268020007803,1,Special Education School,2,High,NOTTITLE1ELIG,Not a Title I school,3.0,Free and Reduced-price Lunch Table,24.0
2017-2018,MI,CharEm Alternative Schools,MI-15000-09927,268024007895,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,1.95,Free and Reduced-price Lunch Table,25.0
2017-2018,MI,Malcolm Williams School,MI-33000-07742,268052000536,1,Special Education School,2,High,NOTTITLE1ELIG,Not a Title I school,1.83,Free and Reduced-price Lunch Table,16.0
2017-2018,MI,The Early College  Lansing Community College,MI-33000-00800,268052008246,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,4.0,Free and Reduced-price Lunch Table,55.0
2017-2018,MI,Project SEARCH,MI-33000-01722,268052008522,1,Career and Technical School,3,High,NOTTITLE1ELIG,Not a Title I school,2.0,Free and Reduced-price Lunch Table,4.0
2017-2018,MI,SAIL Skills for Adult Independent Living,MI-33000-02795,268052008748,1,Special Education School,2,High,NOTTITLE1ELIG,Not a Title I school,2.0,Free and Reduced-price Lunch Table,12.0
2017-2018,MI,Youth Center School,MI-39000-07290,268060000874,1,Special Education School,2,High,NOTTITLE1ELIG,Not a Title I school,12.0,Free and Reduced-price Lunch Table,46.0
2017-2018,MI,Kalamazoo RESA West CampusYoung Adult Program,MI-39000-07288,268060002030,1,Special Education School,2,High,NOTTITLE1ELIG,Not a Title I school,13.0,Free and Reduced-price Lunch Table,64.0
2017-2018,MI,JCCLISD Academy  A Regional Middle College,MI-46000-00394,268068008144,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,4.0,Free and Reduced-price Lunch Table,9.0
2017-2018,MI,Neil E Reid High School,MI-50000-01376,268072000620,1,Special Education School,2,High,NOTTITLE1ELIG,Not a Title I school,14.9,Free and Reduced-price Lunch Table,79.0
2017-2018,MI,Monroe County Youth Center,MI-58000-08224,268082000941,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,2.0,Free and Reduced-price Lunch Table,9.0
2017-2018,MI,Monroe County Middle College,MI-58000-00070,268082008011,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,10.0,Free and Reduced-price Lunch Table,66.0
2017-2018,MI,Early College at Montcalm Community College,MI-59000-01813,268083008434,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,3.4,Free and Reduced-price Lunch Table,32.0
2017-2018,MI,Muskegon County Juvenile Transition Center,MI-61000-02462,268085008615,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,3.0,Free and Reduced-price Lunch Table,14.0
2017-2018,MI,International Academy,MI-63000-08403,268088001588,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,0.0,Free and Reduced-price Lunch Table,155.0
2017-2018,MI,Oakland Opportunity Academy,MI-63000-00449,268088008169,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,5.39,Free and Reduced-price Lunch Table,92.0
2017-2018,MI,Saginaw County Juvenile Center,MI-73000-07016,268093000258,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,7.0,Free and Reduced-price Lunch Table,28.0
2017-2018,MI,Great Lakes Bay Early College,MI-73000-01059,268093008290,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,4.0,Free and Reduced-price Lunch Table,64.0
2017-2018,MI,Wolverine Education Center,MI-79000-02911,268098008716,1,Special Education School,2,High,NOTTITLE1ELIG,Not a Title I school,11.0,Free and Reduced-price Lunch Table,96.0
2017-2018,MI,Young Adult Programs,MI-81000-07487,268099000997,1,Special Education School,2,High,NOTTITLE1ELIG,Not a Title I school,9.1,Free and Reduced-price Lunch Table,31.0
2017-2018,MI,Washtenaw County Youth Center  Educational Programs,MI-81000-04391,268099001807,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,3.0,Free and Reduced-price Lunch Table,18.0
2017-2018,MI,Early College Alliance,MI-81000-00052,268099008061,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,11.0,Free and Reduced-price Lunch Table,92.0
2017-2018,MI,Washtenaw International High School,MI-81000-00682,268099008147,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,25.5,Free and Reduced-price Lunch Table,79.0
2017-2018,MI,Washtenaw Alliance for Virtual Education,MI-81000-00405,268099008165,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,18.31,Free and Reduced-price Lunch Table,177.0
2017-2018,MN,MOUNTAIN IRON-BUHL SECONDARY,MN-010712-010712003,270000101613,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,17.81,Free and Reduced-price Lunch Table,77.0
2017-2018,MN,UNITED SOUTH CENTRAL HIGH SCHOOL,MN-012134-012134020,270000501770,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,20.3,Free and Reduced-price Lunch Table,135.0
2017-2018,MN,Maple River Secondary,MN-012135-012135020,270000600888,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,31.0,Free and Reduced-price Lunch Table,166.0
2017-2018,MN,Kingsland Junior/Senior High School,MN-012137-012137025,270000701469,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,17.47,Free and Reduced-price Lunch Table,53.0
2017-2018,MN,NORTHEAST RANGE SECONDARY,MN-012142-012142035,270000800159,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,9.47,Free and Reduced-price Lunch Table,51.0
2017-2018,MN,CHERRY SECONDARY,MN-012142-012142095,270000801514,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,13.8,Free and Reduced-price Lunch Table,106.0
2017-2018,MN,NORTH WOODS SECONDARY,MN-012142-012142055,270000804459,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,19.41,Free and Reduced-price Lunch Table,132.0
2017-2018,MN,SOUTH RIDGE SECONDARY,MN-012142-012142045,270000804544,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,19.07,Free and Reduced-price Lunch Table,113.0
2017-2018,MN,WATERVILLE-ELYSIAN-MORRISTOWN SR.,MN-012143-012143040,270001301753,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,15.37,Free and Reduced-price Lunch Table,50.0
2017-2018,MN,FRESHWATER ED. DIST. ALC,MN-616004-616004020,270001402222,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,9.8,Free and Reduced-price Lunch Table,75.0
2017-2018,MN,WHITE PINE ACADEMY,MN-616004-616004040,270001403297,1,Special Education School,2,High,NOTTITLE1ELIG,Not a Title I school,2.03,Free and Reduced-price Lunch Table,7.0
2017-2018,MN,RUNESTONE REGIONAL LEARNING CENTER,MN-616014-616014020,270001602224,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,3.51,Free and Reduced-price Lunch Table,51.0
2017-2018,MN,CHISAGO LAKES SENIOR HIGH,MN-012144-012144004,270001700353,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,62.23,Free and Reduced-price Lunch Table,153.0
2017-2018,MN,MINNEWASKA SECONDARY,MN-012149-012149050,270001902298,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,22.2,Free and Reduced-price Lunch Table,90.0
2017-2018,MN,EVELETH-GILBERT SENIOR HIGH,MN-012154-012154040,270002100539,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,15.04,Free and Reduced-price Lunch Table,83.0
2017-2018,MN,WADENA-DEER CREEK SENIOR HIGH,MN-012155-012155001,270002201733,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,23.87,Free and Reduced-price Lunch Table,209.0
2017-2018,MN,BUFFALO LAKE-HECTOR SECONDARY,MN-012159-012159020,270002300704,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,21.98,Free and Reduced-price Lunch Table,86.0
2017-2018,MN,WARREN-ALVARADO-OSLO SECONDARY,MN-012176-012176020,270002401743,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,14.7,Free and Reduced-price Lunch Table,106.0
2017-2018,MN,270 HOPKINS IS,MN-060287-060287627,270002503114,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,0.26,Free and Reduced-price Lunch Table,0.0
2017-2018,MN,VECTOR BASIC,MN-060287-060287431,270002503211,1,Special Education School,2,High,NOTTITLE1ELIG,Not a Title I school,4.52,Free and Reduced-price Lunch Table,4.0
2017-2018,MN,VECTOR LOW INCIDENCE,MN-060287-060287432,270002503212,1,Special Education School,2,High,NOTTITLE1ELIG,Not a Title I school,8.76,Free and Reduced-price Lunch Table,26.0
2017-2018,MN,EXPLORE,MN-060287-060287453,270002503216,1,Special Education School,2,High,NOTTITLE1ELIG,Not a Title I school,3.0,Free and Reduced-price Lunch Table,6.0
2017-2018,MN,PHASE,MN-060287-060287462,270002503223,1,Special Education School,2,High,NOTTITLE1ELIG,Not a Title I school,7.0,Free and Reduced-price Lunch Table,11.0
2017-2018,MN,EPSILON,MN-060287-060287521,270002503548,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,8.23,Free and Reduced-price Lunch Table,20.0
2017-2018,MN,OMEGON,MN-060287-060287522,270002503549,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,3.26,Free and Reduced-price Lunch Table,16.0
2017-2018,MN,277 WESTONKA AREA LEARNING ACADEMY,MN-060287-060287754,270002503554,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,0.6,Free and Reduced-price Lunch Table,15.0
2017-2018,MN,NORTH EDUCATION CENTER ACADEMY,MN-060287-060287772,270002503655,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,11.0,Free and Reduced-price Lunch Table,69.0
2017-2018,MN,SUN TRANSITION,MN-060287-060287471,270002503688,1,Special Education School,2,High,NOTTITLE1ELIG,Not a Title I school,12.36,Free and Reduced-price Lunch Table,39.0
2017-2018,MN,INTERSECT,MN-060287-060287434,270002504137,1,Special Education School,2,High,NOTTITLE1ELIG,Not a Title I school,2.0,Free and Reduced-price Lunch Table,5.0
2017-2018,MN,FOCUS,MN-060287-060287439,270002504138,1,Special Education School,2,High,NOTTITLE1ELIG,Not a Title I school,6.05,Free and Reduced-price Lunch Table,14.0
2017-2018,MN,INVEST HIGH SCHOOL,MN-060287-060287428,270002504327,1,Special Education School,2,High,NOTTITLE1ELIG,Not a Title I school,8.58,Free and Reduced-price Lunch Table,32.0
2017-2018,MN,WEST ACADEMY,MN-060287-060287535,270002504471,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,1.92,Free and Reduced-price Lunch Table,11.0
2017-2018,MN,HEADWAY ACADEMY,MN-060287-060287527,270002504533,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,4.16,Free and Reduced-price Lunch Table,12.0
2017-2018,MN,270 - HAP - IS,MN-060287-060287794,270002504573,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,0.07,Free and Reduced-price Lunch Table,0.0
2017-2018,MN,WEST EDUCATION CENTER ALTERNATIVE,MN-060287-060287800,270002504603,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,9.8,Free and Reduced-price Lunch Table,51.0
2017-2018,MN,HENNEPIN GATEWAY TO COLLEGE,MN-060287-060287801,270002504618,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,4.4,Free and Reduced-price Lunch Table,26.0
2017-2018,MN,WEST HIGH SCHOOL,MN-060287-060287445,270002504743,1,Special Education School,2,High,NOTTITLE1ELIG,Not a Title I school,6.24,Free and Reduced-price Lunch Table,10.0
2017-2018,MN,Headway Academy North,MN-060287-060287538,270002504929,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,4.4,Free and Reduced-price Lunch Table,9.0
2017-2018,MN,Parkers Lake High School,MN-060287-060287519,270002505014,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,1.26,Free and Reduced-price Lunch Table,8.0
2017-2018,MN,917 TRANSITIONAL EDUCATION SERV ALT,MN-060917-060917030,270002602111,1,Special Education School,2,High,NOTTITLE1ELIG,Not a Title I school,8.04,Free and Reduced-price Lunch Table,20.0
2017-2018,MN,DAKOTA CTY. ALC,MN-060917-060917071,270002602155,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,15.54,Free and Reduced-price Lunch Table,51.0
2017-2018,MN,RIVERSIDE SCHOOL,MN-060917-060917105,270002602600,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,2.57,Free and Reduced-price Lunch Table,8.0
2017-2018,MN,WEST HEIGHTS ALC,MN-060917-060917080,270002604250,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,3.46,Free and Reduced-price Lunch Table,30.0
2017-2018,MN,WRIGHT TECHNICAL CENTER ALC,MN-510966-510966020,270003602351,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,7.26,Free and Reduced-price Lunch Table,42.0
2017-2018,MN,CORNERSTONES PROGRAM,MN-520938-520938011,270004502961,1,Special Education School,2,High,NOTTITLE1ELIG,Not a Title I school,4.0,Free and Reduced-price Lunch Table,16.0
2017-2018,MN,VILLAGE RANCH ALTERNATIVE PROGRAM,MN-520938-520938016,270004502964,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,5.96,Free and Reduced-price Lunch Table,34.0
2017-2018,MN,WINGS ALTERNATIVE PROGRAM,MN-520938-520938015,270004503890,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,1.0,Free and Reduced-price Lunch Table,12.0
2017-2018,MN,STEP TD PROGRAM,MN-520938-520938013,270004504318,1,Special Education School,2,High,NOTTITLE1ELIG,Not a Title I school,2.0,Free and Reduced-price Lunch Table,4.0
2017-2018,MN,Sholund School for Girls,MN-520938-520938026,270004505005,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,1.98,Free and Reduced-price Lunch Table,9.0
2017-2018,MN,SOUTHERN PLAINS AREA LEARNING CNTR.,MN-520915-520915020,270004602369,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,4.0,Free and Reduced-price Lunch Table,32.0
2017-2018,MN,WINNEBAGO,MN-520915-520915060,270004602958,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,2.0,Free and Reduced-price Lunch Table,5.0
2017-2018,MN,ZUMBRO AREA LEARNING CENTER,MN-616012-616012020,270005402492,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,7.77,Free and Reduced-price Lunch Table,35.0
2017-2018,MN,TRANSITION 2 SUCCESS,MN-616012-616012060,270005404383,1,Special Education School,2,High,NOTTITLE1ELIG,Not a Title I school,3.0,Free and Reduced-price Lunch Table,10.0
2017-2018,MN,RIVER VALLEY ACADEMY ALC,MN-616013-616013015,270005503149,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,1.17,Free and Reduced-price Lunch Table,7.0
2017-2018,MN,MN RIVER VALLEY ALC-SEATBASED,MN-616018-616018020,270005802245,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,8.41,Free and Reduced-price Lunch Table,26.0
2017-2018,MN,MN RIVER VALLEY ALC - IND. STUDY,MN-616018-616018030,270005802625,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,1.2,Free and Reduced-price Lunch Table,25.0
2017-2018,MN,MID-STATE NORTH,MN-616979-616979040,270007304436,1,Special Education School,2,High,NOTTITLE1ELIG,Not a Title I school,3.17,Free and Reduced-price Lunch Table,20.0
2017-2018,MN,LAKES COUNTRY YOUTH EDUC SVCS,MN-830926-830926020,270008302417,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,5.09,Free and Reduced-price Lunch Table,15.0
2017-2018,MN,RED ROCK RIDGE AREA LEARNING CNTR,MN-830991-830991017,270008604169,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,3.21,Free and Reduced-price Lunch Table,13.0
2017-2018,MN,PROJECT SEARCH-AVERA MARSHALL,MN-830991-830991046,270008604723,1,Special Education School,2,High,NOTTITLE1ELIG,Not a Title I school,1.99,Free and Reduced-price Lunch Table,0.0
2017-2018,MN,LAKEVIEW SECONDARY,MN-012167-012167020,270008800408,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,19.24,Free and Reduced-price Lunch Table,89.0
2017-2018,MN,NRHEG SECONDARY,MN-012168-012168003,270008901148,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,33.47,Free and Reduced-price Lunch Table,152.0
2017-2018,MN,MURRAY COUNTY CENTRAL SECONDARY,MN-012169-012169020,270009001449,1,Regular School,1,High,TGELGBTGPROG,Title I targeted assistance school,24.11,Free and Reduced-price Lunch Table,83.0
